FECHA,QH0889,QH0894,PM0141,PM0501,PM0431,SST,SPI M0141,SPI M0501,SPI M0431,Year,Month,Day,DayOfWeek,Hour
2000-05-01,69.43,58.74,223.7,197.8,186.3,28.11,2.57,0.35,1.23,2000,5,1,0,0
2000-06-01,76.67,58.74,103.1,214.8,132.6,27.53,0.03,0.54,0.28,2000,6,1,3,0
2000-07-01,76.68,58.74,61.8,208.4,81.4,27.14,-0.84,0.47,-0.62,2000,7,1,5,0
2000-08-01,85.05,58.74,68.3,75.9,124.1,26.61,-0.71,-1.01,0.13,2000,8,1,1,0
2000-09-01,96.01,58.74,214.1,189.93,124.8,26.41,2.37,0.27,0.14,2000,9,1,4,0
2000-10-01,62.19,58.74,48.9,142.2,57.6,26.43,-1.12,-0.21,-1.04,2000,10,1,6,0
2000-11-01,55.35,58.74,35.6,139.99,47.7,26.67,-1.4,-0.23,-1.21,2000,11,1,2,0
2000-12-01,74.11,58.74,50.3,152.27,69.1,26.71,-1.09,-0.11,-0.84,2000,12,1,4,0
2001-01-01,49.18,29.44,151.1,109.2,34.8,26.75,1.04,-0.64,-1.44,2001,1,1,0,0
2001-02-01,45.53,46.2,87.1,231.8,91.6,26.87,-0.31,0.73,-0.44,2001,2,1,3,0
2001-03-01,81.89,85.26,165.8,197.9,84.3,27.13,1.35,0.35,-0.57,2001,3,1,3,0
2001-04-01,79.73,47.56,123.0,233.8,191.4,27.54,0.45,0.75,1.32,2001,4,1,6,0
2001-05-01,103.16,110.24,107.6,171.96,93.4,27.59,0.12,0.1,-0.41,2001,5,1,1,0
2001-06-01,225.03,46.79,139.8,217.43,244.7,27.97,0.8,0.53,2.25,2001,6,1,4,0
2001-07-01,97.42,66.5,94.9,178.01,105.7,26.42,-0.15,0.13,-0.19,2001,7,1,6,0
2001-08-01,97.42,45.04,89.3,171.31,100.4,26.78,-0.26,0.07,-0.29,2001,8,1,2,0
2001-09-01,97.42,19.81,65.3,156.88,83.0,26.75,-0.77,-0.05,-0.59,2001,9,1,5,0
2001-10-01,97.42,22.71,39.3,132.92,30.1,26.12,-1.32,-0.25,-1.52,2001,10,1,0,0
2001-11-01,97.42,30.3,95.61,150.1,49.4,26.13,0.0,-0.09,-1.18,2001,11,1,3,0
2001-12-01,97.42,49.99,98.23,155.86,51.0,26.16,0.0,-0.05,-1.16,2001,12,1,5,0
2002-01-01,66.08,28.65,82.7,172.5,70.9,26.36,-0.4,0.07,-0.81,2002,1,1,1,0
2002-02-01,44.8,18.54,90.9,194.6,134.6,26.64,-0.23,0.32,0.32,2002,2,1,4,0
2002-03-01,30.85,28.97,116.7,170.12,107.1,27.33,0.31,0.04,-0.17,2002,3,1,4,0
2002-04-01,47.86,64.28,128.0,178.6,104.1,27.88,0.55,0.13,-0.22,2002,4,1,0,0
2002-05-01,47.4,79.76,126.8,204.1,161.8,27.95,0.53,0.38,0.79,2002,5,1,2,0
2002-06-01,47.4,43.31,57.5,173.55,152.6,27.42,-0.93,0.05,0.63,2002,6,1,5,0
2002-07-01,47.4,66.17,83.4,193.18,153.6,27.37,-0.39,0.26,0.65,2002,7,1,0,0
2002-08-01,47.4,51.08,59.7,167.92,112.8,26.74,-0.89,0.02,-0.07,2002,8,1,3,0
2002-09-01,47.4,19.39,93.15,142.69,49.6,26.69,0.0,-0.18,-1.18,2002,9,1,6,0
2002-10-01,47.4,35.29,155.1,188.31,149.1,27.37,1.12,0.25,0.57,2002,10,1,1,0
2002-11-01,47.4,57.93,121.1,194.76,156.4,27.33,0.41,0.31,0.7,2002,11,1,4,0
2002-12-01,47.4,37.88,105.1,171.54,77.9,27.39,0.07,0.1,-0.68,2002,12,1,6,0
2003-01-01,65.12,23.22,37.5,282.0,68.5,27.39,-1.36,1.29,-0.85,2003,1,1,2,0
2003-02-01,69.36,17.96,46.8,92.7,50.7,27.64,-1.16,-0.82,-1.16,2003,2,1,5,0
2003-03-01,67.59,24.41,87.0,285.6,68.9,28.24,-0.31,1.33,-0.84,2003,3,1,5,0
2003-04-01,201.48,65.84,138.5,270.0,64.6,28.91,0.77,1.16,-0.92,2003,4,1,1,0
2003-05-01,187.74,139.44,135.3,498.9,204.3,28.65,0.71,3.71,1.54,2003,5,1,3,0
2003-06-01,311.11,56.34,96.6,218.6,124.4,28.11,-0.11,0.58,0.14,2003,6,1,6,0
2003-07-01,308.4,60.98,71.9,350.1,129.1,27.76,-0.63,2.05,0.22,2003,7,1,1,0
2003-08-01,49.29,28.77,30.9,293.7,57.1,27.41,-1.5,1.42,-1.05,2003,8,1,4,0
2003-09-01,47.81,27.72,59.6,153.2,84.2,27.36,-0.89,-0.15,-0.57,2003,9,1,0,0
2003-10-01,41.48,28.78,85.2,173.8,58.8,27.54,-0.35,0.08,-1.02,2003,10,1,2,0
2003-11-01,23.25,27.48,138.0,138.5,123.9,27.63,0.76,-0.31,0.13,2003,11,1,5,0
2003-12-01,115.39,47.0,98.7,152.2,106.1,27.71,-0.07,-0.16,-0.19,2003,12,1,0,0
2004-01-01,156.92,14.65,55.9,24.7,56.9,27.63,-0.97,-1.58,-1.05,2004,1,1,3,0
2004-02-01,126.61,13.8,117.2,124.3,62.5,27.48,0.33,-0.47,-0.95,2004,2,1,6,0
2004-03-01,44.32,44.85,99.4,212.3,179.5,27.37,-0.05,0.51,1.11,2004,3,1,0,0
2004-04-01,60.75,49.14,174.1,272.7,155.1,27.66,1.53,1.19,0.68,2004,4,1,3,0
2004-05-01,58.87,46.36,126.7,536.7,110.5,27.88,0.53,4.14,-0.11,2004,5,1,5,0
2004-06-01,216.43,128.84,120.2,484.1,251.4,27.41,0.39,3.55,2.37,2004,6,1,1,0
2004-07-01,133.53,55.64,74.5,357.5,115.7,26.77,-0.58,2.13,-0.02,2004,7,1,3,0
2004-08-01,84.6,43.86,54.5,129.6,107.6,26.12,-1.0,-0.41,-0.16,2004,8,1,6,0
2004-09-01,49.75,50.28,86.0,236.4,86.4,26.15,-0.33,0.78,-0.53,2004,9,1,2,0
2004-10-01,56.35,42.15,84.0,203.1,112.1,26.17,-0.38,0.41,-0.08,2004,10,1,4,0
2004-11-01,58.82,51.22,128.4,310.2,150.2,26.26,0.56,1.61,0.59,2004,11,1,0,0
2004-12-01,90.94,49.04,140.1,162.23,120.14,26.18,0.81,0.0,0.0,2004,12,1,2,0
2005-01-01,35.75,16.36,59.0,150.72,51.3,26.38,-0.9,0.0,-1.15,2005,1,1,5,0
2005-02-01,100.45,102.42,146.6,157.55,85.7,26.64,0.95,0.0,-0.55,2005,2,1,1,0
2005-03-01,169.51,149.97,219.0,173.29,159.4,26.96,2.47,0.0,0.75,2005,3,1,1,0
2005-04-01,114.3,106.29,115.8,175.93,227.0,27.29,0.3,0.0,1.94,2005,4,1,4,0
2005-05-01,67.55,46.89,91.3,158.05,96.3,27.37,-0.22,0.0,-0.36,2005,5,1,6,0
2005-06-01,174.08,99.43,125.0,175.41,164.9,26.85,0.49,0.0,0.85,2005,6,1,2,0
2005-07-01,115.19,71.62,40.6,162.19,90.2,26.32,-1.29,0.0,-0.47,2005,7,1,4,0
2005-08-01,51.9,36.17,35.7,154.5,44.6,26.42,-1.39,0.0,-1.27,2005,8,1,0,0
2005-09-01,65.93,28.64,43.9,156.38,78.9,25.81,-1.22,0.0,-0.66,2005,9,1,3,0
2005-10-01,99.41,44.23,55.8,153.31,43.8,25.88,-0.97,0.0,-1.28,2005,10,1,5,0
2005-11-01,99.41,37.92,73.6,161.38,158.4,25.89,-0.59,0.0,0.73,2005,11,1,1,0
2005-12-01,99.41,67.8,210.9,167.31,122.54,25.96,2.3,0.0,0.0,2005,12,1,3,0
2006-01-01,92.13,34.36,122.7,219.8,70.8,26.61,0.44,0.6,-0.81,2006,1,1,6,0
2006-02-01,88.92,111.24,126.1,208.3,72.0,26.26,0.51,0.47,-0.79,2006,2,1,2,0
2006-03-01,78.25,61.66,174.9,233.3,55.7,26.8,1.54,0.75,-1.07,2006,3,1,2,0
2006-04-01,57.34,110.95,164.5,433.7,115.2,27.13,1.32,2.99,-0.03,2006,4,1,5,0
2006-05-01,69.78,38.67,76.7,205.9,101.2,27.24,-0.53,0.44,-0.27,2006,5,1,0,0
2006-06-01,95.12,39.33,89.7,349.2,137.0,26.93,-0.26,2.04,0.36,2006,6,1,3,0
2006-07-01,100.83,41.52,40.5,193.6,70.6,26.3,-1.29,0.3,-0.81,2006,7,1,5,0
2006-08-01,61.13,30.88,65.7,173.2,70.1,26.99,-0.76,0.08,-0.82,2006,8,1,1,0
2006-09-01,48.92,25.87,54.6,117.0,85.7,26.71,-1.0,-0.55,-0.55,2006,9,1,4,0
2006-10-01,45.43,20.79,57.0,132.5,60.2,26.26,-0.95,-0.38,-0.99,2006,10,1,6,0
2006-11-01,38.73,34.05,190.4,79.0,68.0,26.56,1.87,-0.98,-0.86,2006,11,1,2,0
2006-12-01,59.94,60.68,141.5,174.7,108.7,26.74,0.84,0.09,-0.14,2006,12,1,4,0
2007-01-01,107.58,35.76,106.8,236.1,83.6,26.92,0.11,0.78,-0.58,2007,1,1,0,0
2007-02-01,55.47,21.6,36.3,32.1,59.5,27.15,-1.38,-1.5,-1.01,2007,2,1,3,0
2007-03-01,62.01,47.69,167.0,264.0,94.6,27.58,1.38,1.09,-0.39,2007,3,1,3,0
2007-04-01,70.95,94.05,170.8,256.1,146.6,27.75,1.46,1.0,0.53,2007,4,1,6,0
2007-05-01,86.93,89.6,107.5,312.8,111.1,27.97,0.12,1.64,-0.1,2007,5,1,1,0
2007-06-01,185.8,193.66,209.3,386.7,235.5,27.68,2.27,2.46,2.09,2007,6,1,4,0
2007-07-01,65.19,29.88,35.3,216.3,74.5,27.26,-1.4,0.56,-0.74,2007,7,1,6,0
2007-08-01,100.64,59.85,104.7,178.0,141.8,26.84,0.06,0.13,0.44,2007,8,1,2,0
2007-09-01,72.04,37.6,58.7,158.5,95.6,26.83,-0.91,-0.09,-0.37,2007,9,1,5,0
2007-10-01,44.49,38.19,115.4,246.4,128.6,27.21,0.29,0.89,0.21,2007,10,1,0,0
2007-11-01,103.44,61.67,147.2,360.9,106.6,27.28,0.96,2.17,-0.18,2007,11,1,3,0
2007-12-01,44.87,44.43,107.5,114.7,88.2,27.53,0.12,-0.58,-0.5,2007,12,1,5,0
2008-01-01,66.43,41.07,148.2,86.6,103.2,27.59,0.98,-0.89,-0.24,2008,1,1,1,0
2008-02-01,95.8,91.02,223.9,176.7,159.1,27.9,2.58,0.12,0.75,2008,2,1,4,0
2008-03-01,72.39,100.03,158.5,118.8,120.6,28.64,1.2,-0.53,0.07,2008,3,1,5,0
2008-04-01,77.91,94.55,196.8,189.7,109.1,28.39,2.0,0.26,-0.13,2008,4,1,1,0
2008-05-01,65.75,115.36,201.4,318.5,183.5,28.43,2.1,1.7,1.18,2008,5,1,3,0
2008-06-01,74.72,75.67,96.6,148.6,123.2,28.14,-0.11,-0.2,0.11,2008,6,1,6,0
2008-07-01,121.99,92.67,109.4,102.2,128.7,27.67,0.16,-0.72,0.21,2008,7,1,1,0
2008-08-01,94.58,69.6,79.6,167.2,116.4,27.31,-0.47,0.01,0.0,2008,8,1,4,0
2008-09-01,67.83,60.42,82.6,189.6,87.5,27.47,-0.4,0.26,-0.51,2008,9,1,0,0
2008-10-01,58.76,82.16,152.9,108.4,116.6,27.39,1.08,-0.65,0.0,2008,10,1,2,0
2008-11-01,39.1,41.44,121.3,153.72,142.4,27.41,0.41,0.0,0.45,2008,11,1,5,0
2008-12-01,34.5,78.54,70.8,153.36,92.4,27.48,-0.65,0.0,-0.43,2008,12,1,0,0
2009-01-01,63.39,63.81,169.3,160.9,124.1,27.36,1.42,-0.06,0.13,2009,1,1,3,0
2009-02-01,62.16,58.11,110.5,77.0,60.9,27.47,0.18,-1.0,-0.98,2009,2,1,6,0
2009-03-01,68.85,54.46,106.0,176.2,68.4,27.75,0.09,0.11,-0.85,2009,3,1,6,0
2009-04-01,92.12,63.5,127.9,147.0,158.0,28.15,0.55,-0.22,0.73,2009,4,1,2,0
2009-05-01,75.56,74.25,74.0,199.2,100.2,28.2,-0.59,0.37,-0.29,2009,5,1,4,0
2009-06-01,94.62,65.91,100.5,177.1,125.6,27.58,-0.03,0.12,0.16,2009,6,1,0,0
2009-07-01,131.84,60.11,81.0,201.2,146.5,26.93,-0.44,0.39,0.52,2009,7,1,2,0
2009-08-01,93.5,47.18,60.5,166.7,141.0,26.57,-0.87,0.0,0.43,2009,8,1,5,0
2009-09-01,64.3,30.85,96.35,32.4,76.2,26.57,0.0,-1.5,-0.71,2009,9,1,1,0
2009-10-01,61.92,24.38,97.2,194.8,88.7,26.59,-0.1,0.32,-0.49,2009,10,1,3,0
2009-11-01,40.25,16.01,77.0,72.2,33.5,26.68,-0.52,-1.05,-1.46,2009,11,1,6,0
2009-12-01,79.32,23.88,96.7,146.5,65.9,26.82,-0.11,-0.22,-0.89,2009,12,1,1,0
2010-01-01,73.94,20.54,68.1,91.2,69.2,27.18,-0.71,-0.84,-0.84,2010,1,1,4,0
2010-02-01,76.09,49.9,136.9,106.3,85.0,27.53,0.74,-0.67,-0.56,2010,2,1,0,0
2010-03-01,70.49,25.06,80.0,130.2,66.0,28.32,-0.46,-0.4,-0.89,2010,3,1,0,0
2010-04-01,68.97,50.44,109.6,181.6,170.1,28.43,0.16,0.17,0.94,2010,4,1,3,0
2010-05-01,101.02,55.81,126.9,371.0,141.4,28.52,0.53,2.29,0.44,2010,5,1,5,0
2010-06-01,153.76,83.85,111.0,250.3,176.9,27.84,0.19,0.94,1.06,2010,6,1,1,0
2010-07-01,133.19,58.51,84.0,98.8,168.1,27.28,-0.38,-0.75,0.9,2010,7,1,3,0
2010-08-01,44.98,43.03,39.5,30.8,62.6,26.82,-1.31,-1.51,-0.95,2010,8,1,6,0
2010-09-01,45.85,27.67,38.3,26.1,52.5,26.72,-1.34,-1.57,-1.13,2010,9,1,2,0
2010-10-01,24.47,18.82,36.1,178.1,85.2,26.76,-1.39,0.13,-0.55,2010,10,1,4,0
2010-11-01,16.8,21.92,48.1,120.4,111.6,26.93,-1.13,-0.51,-0.09,2010,11,1,0,0
2010-12-01,18.01,39.19,85.8,154.16,132.9,27.66,-0.34,0.0,0.29,2010,12,1,2,0
2011-01-01,25.06,47.72,115.3,181.3,117.2,27.19,0.28,0.17,0.01,2011,1,1,5,0
2011-02-01,55.59,72.83,83.3,127.3,54.9,27.41,-0.39,-0.44,-1.09,2011,2,1,1,0
2011-03-01,29.79,39.6,75.6,130.1,106.1,27.89,-0.55,-0.41,-0.19,2011,3,1,1,0
2011-04-01,74.25,121.27,215.9,328.9,191.8,28.3,2.41,1.82,1.32,2011,4,1,4,0
2011-05-01,61.37,103.97,112.1,269.8,173.7,28.37,0.22,1.16,1.0,2011,5,1,6,0
2011-06-01,89.31,90.62,108.61,191.1,120.6,28.13,0.0,0.28,0.07,2011,6,1,2,0
2011-07-01,196.17,158.81,135.0,418.3,247.9,27.6,0.7,2.81,2.31,2011,7,1,4,0
2011-08-01,61.01,30.95,53.6,132.1,112.1,27.22,-1.02,-0.38,-0.08,2011,8,1,0,0
2011-09-01,93.61,69.98,81.5,175.8,152.9,27.19,-0.43,0.11,0.64,2011,9,1,3,0
2011-10-01,48.07,51.8,101.6,139.2,64.7,27.5,0.0,-0.3,-0.91,2011,10,1,5,0
2011-11-01,34.69,68.37,122.0,151.5,124.3,27.64,0.43,-0.17,0.13,2011,11,1,1,0
2011-12-01,66.29,77.81,111.5,169.2,141.7,27.79,0.2,0.03,0.44,2011,12,1,3,0
2012-01-01,92.72,75.09,130.3,222.6,91.9,29.0,0.6,0.63,-0.44,2012,1,1,6,0
2012-02-01,88.49,91.8,129.5,224.3,114.6,28.85,0.58,0.65,-0.04,2012,2,1,2,0
2012-03-01,111.15,74.87,91.3,357.1,100.0,28.29,-0.22,2.13,-0.29,2012,3,1,3,0
2012-04-01,123.47,86.96,70.6,315.2,97.3,28.52,-0.66,1.66,-0.34,2012,4,1,6,0
2012-05-01,103.81,67.27,55.1,157.1,139.4,28.55,-0.99,-0.1,0.4,2012,5,1,1,0
2012-06-01,130.24,74.32,60.3,167.6,146.5,27.94,-0.88,0.01,0.52,2012,6,1,4,0
2012-07-01,130.98,51.87,44.2,175.4,120.7,27.2,-1.22,0.1,0.07,2012,7,1,6,0
2012-08-01,66.07,48.35,52.1,68.0,109.4,26.88,-1.05,-1.1,-0.13,2012,8,1,2,0
2012-09-01,41.89,28.55,22.5,184.7,43.9,26.98,-1.67,0.2,-1.28,2012,9,1,5,0
2012-10-01,50.54,33.74,80.2,152.4,65.0,27.88,-0.46,-0.16,-0.91,2012,10,1,0,0
2012-11-01,68.43,33.7,102.1,101.5,33.2,27.46,0.01,-0.72,-1.47,2012,11,1,3,0
2012-12-01,91.62,22.73,58.9,100.3,78.7,27.18,-0.91,-0.74,-0.67,2012,12,1,5,0
2013-01-01,141.09,36.17,69.1,158.0,132.9,27.24,-0.69,-0.09,0.29,2013,1,1,1,0
2013-02-01,98.93,48.22,85.1,210.3,90.3,27.42,-0.35,0.49,-0.46,2013,2,1,4,0
2013-03-01,84.83,37.5,69.7,221.2,78.0,27.43,-0.68,0.61,-0.68,2013,3,1,4,0
2013-04-01,64.21,28.69,36.8,173.0,47.2,27.71,-1.37,0.07,-1.22,2013,4,1,0,0
2013-05-01,94.68,39.94,148.7,142.5,112.2,27.8,0.99,-0.27,-0.08,2013,5,1,2,0
2013-06-01,175.6,88.29,107.6,283.4,160.1,27.54,0.12,1.31,0.76,2013,6,1,5,0
2013-07-01,145.08,54.92,101.9,167.6,145.7,26.94,0.0,0.01,0.51,2013,7,1,0,0
2013-08-01,87.06,34.73,41.5,107.0,98.6,26.26,-1.27,-0.66,-0.32,2013,8,1,3,0
2013-09-01,51.58,33.82,32.8,107.8,77.3,26.32,-1.46,-0.65,-0.69,2013,9,1,6,0
2013-10-01,69.95,13.83,71.5,125.4,122.7,26.44,-0.64,-0.46,0.11,2013,10,1,1,0
2013-11-01,28.75,12.4,26.3,151.9,89.4,26.68,-1.59,-0.16,-0.48,2013,11,1,4,0
2013-12-01,50.12,38.96,58.1,96.9,46.0,26.7,-0.92,-0.78,-1.24,2013,12,1,6,0
2014-01-01,65.0,25.68,86.1,123.5,144.8,26.86,-0.33,-0.48,0.49,2014,1,1,2,0
2014-02-01,60.55,13.35,47.9,129.6,62.8,27.15,-1.14,-0.41,-0.95,2014,2,1,5,0
2014-03-01,125.42,50.19,139.8,198.4,178.8,27.7,0.8,0.36,1.09,2014,3,1,5,0
2014-04-01,95.93,63.5,69.3,218.0,132.4,28.25,-0.69,0.58,0.28,2014,4,1,1,0
2014-05-01,115.63,76.64,119.0,297.2,182.4,27.81,0.36,1.46,1.16,2014,5,1,3,0
2014-06-01,190.3,77.8,66.0,244.1,163.4,27.46,-0.76,0.87,0.82,2014,6,1,6,0
2014-07-01,180.28,74.12,68.8,140.8,171.9,26.96,-0.7,-0.29,0.97,2014,7,1,1,0
2014-08-01,96.26,48.4,52.5,105.7,187.4,26.67,-1.04,-0.68,1.24,2014,8,1,4,0
2014-09-01,47.67,24.67,83.5,201.0,92.1,26.62,-0.39,0.39,-0.43,2014,9,1,0,0
2014-10-01,54.89,59.89,106.6,99.9,178.1,26.78,0.1,-0.74,1.08,2014,10,1,2,0
2014-11-01,36.62,25.22,73.2,108.1,78.7,26.92,-0.6,-0.65,-0.67,2014,11,1,5,0
2014-12-01,56.66,29.94,53.9,175.7,60.6,27.14,-1.01,0.1,-0.99,2014,12,1,0,0
2015-01-01,115.94,44.62,96.8,250.0,131.1,27.67,-0.11,0.93,0.25,2015,1,1,3,0
2015-02-01,104.32,33.79,38.0,383.5,114.9,27.33,-1.35,2.43,-0.03,2015,2,1,6,0
2015-03-01,122.0,62.09,110.3,136.7,158.1,27.58,0.18,-0.33,0.73,2015,3,1,6,0
2015-04-01,203.69,95.07,110.2,228.8,159.2,27.89,0.18,0.7,0.75,2015,4,1,2,0
2015-05-01,150.57,58.87,48.1,53.1,169.6,27.99,-1.13,-1.27,0.93,2015,5,1,4,0
2015-06-01,139.3,114.58,95.0,131.5,300.9,27.77,-0.14,-0.39,3.24,2015,6,1,0,0
2015-07-01,139.3,102.54,103.5,223.2,227.9,27.28,0.04,0.64,1.96,2015,7,1,2,0
2015-08-01,139.3,48.98,49.0,91.2,105.5,26.85,-1.11,-0.84,-0.2,2015,8,1,5,0
2015-09-01,139.3,36.4,30.4,126.9,52.6,26.7,-1.51,-0.44,-1.13,2015,9,1,1,0
2015-10-01,139.3,45.36,96.6,135.9,132.5,26.99,-0.11,-0.34,0.28,2015,10,1,3,0
2015-11-01,139.3,24.9,51.4,149.7,96.0,27.3,-1.06,-0.19,-0.36,2015,11,1,6,0
2015-12-01,139.3,23.31,31.6,126.5,68.2,27.78,-1.48,-0.45,-0.85,2015,12,1,1,0
2016-01-01,59.85,13.24,58.4,161.0,34.0,27.24,-0.92,-0.06,-1.46,2016,1,1,4,0
2016-02-01,66.0,31.33,87.2,218.1,146.1,27.38,-0.31,0.58,0.52,2016,2,1,0,0
2016-03-01,77.25,22.29,134.9,267.1,145.3,27.69,0.7,1.13,0.5,2016,3,1,1,0
2016-04-01,118.2,22.29,152.8,356.2,225.8,28.15,1.08,2.12,1.92,2016,4,1,4,0
2016-05-01,109.59,22.29,106.8,334.9,159.1,28.43,0.11,1.88,0.75,2016,5,1,6,0
2016-06-01,141.1,22.29,122.4,221.5,295.9,27.96,0.43,0.62,3.15,2016,6,1,2,0
2016-07-01,91.64,22.29,46.7,169.2,127.7,27.34,-1.16,0.03,0.19,2016,7,1,4,0
2016-08-01,73.86,22.29,36.4,189.8,95.5,27.7,-1.38,0.26,-0.37,2016,8,1,0,0
2016-09-01,71.26,22.29,68.9,163.7,101.7,27.11,-0.69,-0.03,-0.26,2016,9,1,3,0
2016-10-01,51.48,22.29,66.9,128.1,71.8,27.25,-0.74,-0.43,-0.79,2016,10,1,5,0
2016-11-01,46.91,22.29,42.9,165.2,35.1,27.49,-1.24,-0.01,-1.44,2016,11,1,1,0
2016-12-01,47.13,22.29,104.3,110.9,57.9,27.49,0.05,-0.62,-1.03,2016,12,1,3,0
2017-01-01,7.38,83.67,86.3,187.0,89.4,27.52,-0.33,0.23,-0.48,2017,1,1,6,0
2017-02-01,7.38,79.62,98.8,147.3,68.2,27.79,-0.06,-0.21,-0.85,2017,2,1,2,0
2017-03-01,7.38,51.1,169.6,219.2,117.7,27.95,1.43,0.59,0.02,2017,3,1,2,0
2017-04-01,7.38,63.33,107.6,201.1,79.9,27.96,0.12,0.39,-0.65,2017,4,1,5,0
2017-05-01,7.38,20.63,122.2,65.4,120.3,28.41,0.43,-1.13,0.06,2017,5,1,0,0
2017-06-01,7.38,17.84,78.5,191.3,65.0,27.9,-0.49,0.28,-0.91,2017,6,1,3,0
2017-07-01,53.25,27.35,69.8,123.4,116.5,27.47,-0.68,-0.48,0.0,2017,7,1,5,0
2017-08-01,53.25,9.23,30.3,166.5,94.2,27.15,-1.51,0.0,-0.4,2017,8,1,1,0
2017-09-01,53.25,8.42,35.1,155.4,85.5,27.17,-1.41,-0.12,-0.55,2017,9,1,4,0
2017-10-01,53.25,40.13,86.6,161.8,196.3,27.32,-0.32,-0.05,1.4,2017,10,1,6,0
2017-11-01,53.25,40.13,78.9,134.5,103.3,27.67,-0.48,-0.36,-0.24,2017,11,1,2,0
2017-12-01,53.25,40.13,53.7,161.8,103.3,27.67,-1.01,-0.05,-0.24,2017,12,1,4,0
2018-01-01,7.38,34.11,95.75,134.13,117.8,27.72,-0.06,-0.22,-0.16,2018,1,1,0,0
2018-02-01,7.38,14.22,128.65,164.0,281.8,28.0,0.46,0.06,2.42,2018,2,1,3,0
2018-03-01,7.38,11.84,97.73,160.64,98.26,28.36,-0.01,0.03,-0.49,2018,3,1,3,0
2018-04-01,7.38,43.03,113.16,174.43,110.37,28.81,0.27,0.16,-0.31,2018,4,1,6,0
2018-05-01,7.38,53.63,114.28,168.91,115.7,28.79,0.29,0.11,-0.2,2018,5,1,1,0
2018-06-01,61.78,41.29,105.03,174.37,121.43,28.38,0.12,0.15,-0.05,2018,6,1,4,0
2018-07-01,61.78,41.29,100.25,152.02,115.6,27.8,0.01,-0.06,-0.15,2018,7,1,6,0
2018-08-01,61.78,41.29,96.42,134.98,114.03,27.53,-0.07,-0.23,-0.17,2018,8,1,2,0
2018-09-01,61.78,41.29,96.79,139.45,112.94,27.61,-0.05,-0.18,-0.19,2018,9,1,5,0
2018-10-01,61.78,41.29,96.1,131.59,111.53,27.73,-0.07,-0.25,-0.21,2018,10,1,0,0
2018-11-01,61.78,41.29,96.7,138.36,109.8,27.83,-0.06,-0.18,-0.26,2018,11,1,3,0
2018-12-01,61.78,41.29,99.03,137.36,105.97,27.86,-0.01,-0.18,-0.34,2018,12,1,5,0
