FECHA,variable,value,Year,Month,Day,DayOfWeek,Hour
1983-01-10,QH0894,57.62,1983,1,10,0,0
1983-01-11,QH0894,57.62,1983,1,11,1,0
1983-01-12,QH0894,57.62,1983,1,12,2,0
1984-01-01,QH0894,31.3,1984,1,1,6,0
1984-01-02,QH0894,55.66,1984,1,2,0,0
1984-01-03,QH0894,49.93,1984,1,3,1,0
1984-01-04,QH0894,93.45,1984,1,4,2,0
1984-01-05,QH0894,58.23,1984,1,5,3,0
1984-01-06,QH0894,99.05,1984,1,6,4,0
1984-01-07,QH0894,61.34,1984,1,7,5,0
1984-01-08,QH0894,56.34,1984,1,8,6,0
1984-01-09,QH0894,51.7,1984,1,9,0,0
1984-01-10,QH0894,45.61,1984,1,10,1,0
1984-01-11,QH0894,29.96,1984,1,11,2,0
1984-01-12,QH0894,26.88,1984,1,12,3,0
1985-01-01,QH0894,22.43,1985,1,1,1,0
1985-01-02,QH0894,20.03,1985,1,2,2,0
1985-01-03,QH0894,17.87,1985,1,3,3,0
1985-01-04,QH0894,24.9,1985,1,4,4,0
1985-01-05,QH0894,41.71,1985,1,5,5,0
1985-01-06,QH0894,116.33,1985,1,6,6,0
1985-01-07,QH0894,92.86,1985,1,7,0,0
1985-01-08,QH0894,65.66,1985,1,8,1,0
1985-01-09,QH0894,38.23,1985,1,9,2,0
1985-01-10,QH0894,34.64,1985,1,10,3,0
1985-01-11,QH0894,32.38,1985,1,11,4,0
1985-01-12,QH0894,28.15,1985,1,12,5,0
1986-01-01,QH0894,29.36,1986,1,1,2,0
1986-01-02,QH0894,32.93,1986,1,2,3,0
1986-01-03,QH0894,68.29,1986,1,3,4,0
1986-01-04,QH0894,55.61,1986,1,4,5,0
1986-01-05,QH0894,54.91,1986,1,5,6,0
1986-01-06,QH0894,95.96,1986,1,6,0,0
1986-01-07,QH0894,31.6,1986,1,7,1,0
1986-01-08,QH0894,57.5,1986,1,8,2,0
1986-01-09,QH0894,51.98,1986,1,9,3,0
1986-01-10,QH0894,51.36,1986,1,10,4,0
1986-01-11,QH0894,31.26,1986,1,11,5,0
1986-01-12,QH0894,50.98,1986,1,12,6,0
1987-01-01,QH0894,22.41,1987,1,1,3,0
1987-01-02,QH0894,66.04,1987,1,2,4,0
1987-01-03,QH0894,65.98,1987,1,3,5,0
1987-01-04,QH0894,53.21,1987,1,4,6,0
1987-01-05,QH0894,87.2,1987,1,5,0,0
1987-01-06,QH0894,54.54,1987,1,6,1,0
1987-01-07,QH0894,66.25,1987,1,7,2,0
1987-01-08,QH0894,44.07,1987,1,8,3,0
1987-01-09,QH0894,44.6,1987,1,9,4,0
1987-01-10,QH0894,41.99,1987,1,10,5,0
1987-01-11,QH0894,12.55,1987,1,11,6,0
1987-01-12,QH0894,20.1,1987,1,12,0,0
1988-01-01,QH0894,28.53,1988,1,1,4,0
1988-01-02,QH0894,53.61,1988,1,2,5,0
1988-01-03,QH0894,26.82,1988,1,3,6,0
1988-01-04,QH0894,97.13,1988,1,4,0,0
1988-01-05,QH0894,115.03,1988,1,5,1,0
1988-01-06,QH0894,76.02,1988,1,6,2,0
1988-01-07,QH0894,89.17,1988,1,7,3,0
1988-01-08,QH0894,58.67,1988,1,8,4,0
1988-01-09,QH0894,70.66,1988,1,9,5,0
1988-01-10,QH0894,95.44,1988,1,10,6,0
1988-01-11,QH0894,96.69,1988,1,11,0,0
1988-01-12,QH0894,36.8,1988,1,12,1,0
1989-01-01,QH0894,81.4,1989,1,1,6,0
1989-01-02,QH0894,112.6,1989,1,2,0,0
1989-01-03,QH0894,150.28,1989,1,3,1,0
1989-01-04,QH0894,113.19,1989,1,4,2,0
1989-01-05,QH0894,147.68,1989,1,5,3,0
1989-01-06,QH0894,162.47,1989,1,6,4,0
1989-01-07,QH0894,150.52,1989,1,7,5,0
1989-01-08,QH0894,102.65,1989,1,8,6,0
1989-01-09,QH0894,88.13,1989,1,9,0,0
1989-01-10,QH0894,125.16,1989,1,10,1,0
1989-01-11,QH0894,86.87,1989,1,11,2,0
1989-01-12,QH0894,45.69,1989,1,12,3,0
1990-01-01,QH0894,26.79,1990,1,1,0,0
1990-01-02,QH0894,53.5,1990,1,2,1,0
1990-01-03,QH0894,64.94,1990,1,3,2,0
1990-01-04,QH0894,111.34,1990,1,4,3,0
1990-01-05,QH0894,71.78,1990,1,5,4,0
1990-01-06,QH0894,65.34,1990,1,6,5,0
1990-01-07,QH0894,30.51,1990,1,7,6,0
1990-01-08,QH0894,44.93,1990,1,8,0,0
1990-01-09,QH0894,38.09,1990,1,9,1,0
1990-01-10,QH0894,32.15,1990,1,10,2,0
1990-01-11,QH0894,53.94,1990,1,11,3,0
1990-01-12,QH0894,53.94,1990,1,12,4,0
1991-01-01,QH0894,30.24,1991,1,1,1,0
1991-01-02,QH0894,45.02,1991,1,2,2,0
1991-01-03,QH0894,53.63,1991,1,3,3,0
1991-01-04,QH0894,62.47,1991,1,4,4,0
1991-01-05,QH0894,77.18,1991,1,5,5,0
1991-01-06,QH0894,76.74,1991,1,6,6,0
1991-01-07,QH0894,72.04,1991,1,7,0,0
1991-01-08,QH0894,53.93,1991,1,8,1,0
1991-01-09,QH0894,34.43,1991,1,9,2,0
1991-01-10,QH0894,36.01,1991,1,10,3,0
1991-01-11,QH0894,37.61,1991,1,11,4,0
1991-01-12,QH0894,28.65,1991,1,12,5,0
1992-01-01,QH0894,24.29,1992,1,1,2,0
1992-01-02,QH0894,37.66,1992,1,2,3,0
1992-01-03,QH0894,59.11,1992,1,3,4,0
1992-01-04,QH0894,54.02,1992,1,4,5,0
1992-01-05,QH0894,61.55,1992,1,5,6,0
1992-01-06,QH0894,79.02,1992,1,6,0,0
1992-01-07,QH0894,53.84,1992,1,7,1,0
1992-01-08,QH0894,36.55,1992,1,8,2,0
1992-01-09,QH0894,37.65,1992,1,9,3,0
1992-01-10,QH0894,27.64,1992,1,10,4,0
1992-01-11,QH0894,33.34,1992,1,11,5,0
1992-01-12,QH0894,33.15,1992,1,12,6,0
1993-01-01,QH0894,36.63,1993,1,1,4,0
1993-01-02,QH0894,48.91,1993,1,2,5,0
1993-01-03,QH0894,98.79,1993,1,3,6,0
1993-01-04,QH0894,67.67,1993,1,4,0,0
1993-01-05,QH0894,49.11,1993,1,5,1,0
1993-01-06,QH0894,57.83,1993,1,6,2,0
1993-01-07,QH0894,67.18,1993,1,7,3,0
1993-01-08,QH0894,35.68,1993,1,8,4,0
1993-01-09,QH0894,38.39,1993,1,9,5,0
1993-01-10,QH0894,42.41,1993,1,10,6,0
1993-01-11,QH0894,42.21,1993,1,11,0,0
1993-01-12,QH0894,49.12,1993,1,12,1,0
1994-01-01,QH0894,38.43,1994,1,1,5,0
1994-01-02,QH0894,41.89,1994,1,2,6,0
1994-01-03,QH0894,48.72,1994,1,3,0,0
1994-01-04,QH0894,46.74,1994,1,4,1,0
1994-01-05,QH0894,86.68,1994,1,5,2,0
1994-01-06,QH0894,79.19,1994,1,6,3,0
1994-01-07,QH0894,102.67,1994,1,7,4,0
1994-01-08,QH0894,63.03,1994,1,8,5,0
1994-01-09,QH0894,42.92,1994,1,9,6,0
1994-01-10,QH0894,30.68,1994,1,10,0,0
1994-01-11,QH0894,42.2,1994,1,11,1,0
1994-01-12,QH0894,43.97,1994,1,12,2,0
1995-01-01,QH0894,33.2,1995,1,1,6,0
1995-01-02,QH0894,34.54,1995,1,2,0,0
1995-01-03,QH0894,37.23,1995,1,3,1,0
1995-01-04,QH0894,38.44,1995,1,4,2,0
1995-01-05,QH0894,51.69,1995,1,5,3,0
1995-01-06,QH0894,51.32,1995,1,6,4,0
1995-01-07,QH0894,56.25,1995,1,7,5,0
1995-01-08,QH0894,37.28,1995,1,8,6,0
1995-01-09,QH0894,44.12,1995,1,9,0,0
1995-01-10,QH0894,48.52,1995,1,10,1,0
1995-01-11,QH0894,54.88,1995,1,11,2,0
1995-01-12,QH0894,56.23,1995,1,12,3,0
1996-01-01,QH0894,53.28,1996,1,1,0,0
1996-01-02,QH0894,67.12,1996,1,2,1,0
1996-01-03,QH0894,61.86,1996,1,3,2,0
1996-01-04,QH0894,68.94,1996,1,4,3,0
1996-01-05,QH0894,70.25,1996,1,5,4,0
1996-01-06,QH0894,55.47,1996,1,6,5,0
1996-01-07,QH0894,101.78,1996,1,7,6,0
1996-01-08,QH0894,86.03,1996,1,8,0,0
1996-01-09,QH0894,86.87,1996,1,9,1,0
1996-01-10,QH0894,82.77,1996,1,10,2,0
1996-01-11,QH0894,55.85,1996,1,11,3,0
1996-01-12,QH0894,53.47,1996,1,12,4,0
1997-01-01,QH0894,50.96,1997,1,1,2,0
1997-01-02,QH0894,67.94,1997,1,2,3,0
1997-01-03,QH0894,78.97,1997,1,3,4,0
1997-01-04,QH0894,77.23,1997,1,4,5,0
1997-01-05,QH0894,74.86,1997,1,5,6,0
1997-01-06,QH0894,51.26,1997,1,6,0,0
1997-01-07,QH0894,68.39,1997,1,7,1,0
1997-01-08,QH0894,55.56,1997,1,8,2,0
1997-01-09,QH0894,41.24,1997,1,9,3,0
1997-01-10,QH0894,45.53,1997,1,10,4,0
1997-01-11,QH0894,53.27,1997,1,11,5,0
1997-01-12,QH0894,51.05,1997,1,12,6,0
1998-01-01,QH0894,35.56,1998,1,1,3,0
1998-01-02,QH0894,50.89,1998,1,2,4,0
1998-01-03,QH0894,52.02,1998,1,3,5,0
1998-01-04,QH0894,67.51,1998,1,4,6,0
1998-01-05,QH0894,68.75,1998,1,5,0,0
1998-01-06,QH0894,70.02,1998,1,6,1,0
1998-01-07,QH0894,68.71,1998,1,7,2,0
1998-01-08,QH0894,50.71,1998,1,8,3,0
1998-01-09,QH0894,38.19,1998,1,9,4,0
1998-01-10,QH0894,54.81,1998,1,10,5,0
1998-01-11,QH0894,34.58,1998,1,11,6,0
1998-01-12,QH0894,32.08,1998,1,12,0,0
1999-01-01,QH0894,73.59,1999,1,1,4,0
1999-01-02,QH0894,81.75,1999,1,2,5,0
1999-01-03,QH0894,73.21,1999,1,3,6,0
1999-01-04,QH0894,44.95,1999,1,4,0,0
1999-01-05,QH0894,55.23,1999,1,5,1,0
1999-01-06,QH0894,24.61,1999,1,6,2,0
1999-01-07,QH0894,58.89,1999,1,7,3,0
1999-01-08,QH0894,58.89,1999,1,8,4,0
1999-01-09,QH0894,58.89,1999,1,9,5,0
1999-01-10,QH0894,58.89,1999,1,10,6,0
1999-01-11,QH0894,58.89,1999,1,11,0,0
1999-01-12,QH0894,58.89,1999,1,12,1,0
2000-01-01,QH0894,66.62,2000,1,1,5,0
2000-01-02,QH0894,53.96,2000,1,2,6,0
2000-01-03,QH0894,67.69,2000,1,3,0,0
2000-01-04,QH0894,46.7,2000,1,4,1,0
2000-01-05,QH0894,58.74,2000,1,5,2,0
2000-01-06,QH0894,58.74,2000,1,6,3,0
2000-01-07,QH0894,58.74,2000,1,7,4,0
2000-01-08,QH0894,58.74,2000,1,8,5,0
2000-01-09,QH0894,58.74,2000,1,9,6,0
2000-01-10,QH0894,58.74,2000,1,10,0,0
2000-01-11,QH0894,58.74,2000,1,11,1,0
2000-01-12,QH0894,58.74,2000,1,12,2,0
2001-01-01,QH0894,29.44,2001,1,1,0,0
2001-01-02,QH0894,46.2,2001,1,2,1,0
2001-01-03,QH0894,85.26,2001,1,3,2,0
2001-01-04,QH0894,47.56,2001,1,4,3,0
2001-01-05,QH0894,110.24,2001,1,5,4,0
2001-01-06,QH0894,46.79,2001,1,6,5,0
2001-01-07,QH0894,66.5,2001,1,7,6,0
2001-01-08,QH0894,45.04,2001,1,8,0,0
2001-01-09,QH0894,19.81,2001,1,9,1,0
2001-01-10,QH0894,22.71,2001,1,10,2,0
2001-01-11,QH0894,30.3,2001,1,11,3,0
2001-01-12,QH0894,49.99,2001,1,12,4,0
2002-01-01,QH0894,28.65,2002,1,1,1,0
2002-01-02,QH0894,18.54,2002,1,2,2,0
2002-01-03,QH0894,28.97,2002,1,3,3,0
2002-01-04,QH0894,64.28,2002,1,4,4,0
2002-01-05,QH0894,79.76,2002,1,5,5,0
2002-01-06,QH0894,43.31,2002,1,6,6,0
2002-01-07,QH0894,66.17,2002,1,7,0,0
2002-01-08,QH0894,51.08,2002,1,8,1,0
2002-01-09,QH0894,19.39,2002,1,9,2,0
2002-01-10,QH0894,35.29,2002,1,10,3,0
2002-01-11,QH0894,57.93,2002,1,11,4,0
2002-01-12,QH0894,37.88,2002,1,12,5,0
2003-01-01,QH0894,23.22,2003,1,1,2,0
2003-01-02,QH0894,17.96,2003,1,2,3,0
2003-01-03,QH0894,24.41,2003,1,3,4,0
2003-01-04,QH0894,65.84,2003,1,4,5,0
2003-01-05,QH0894,139.44,2003,1,5,6,0
2003-01-06,QH0894,56.34,2003,1,6,0,0
2003-01-07,QH0894,60.98,2003,1,7,1,0
2003-01-08,QH0894,28.77,2003,1,8,2,0
2003-01-09,QH0894,27.72,2003,1,9,3,0
2003-01-10,QH0894,28.78,2003,1,10,4,0
2003-01-11,QH0894,27.48,2003,1,11,5,0
2003-01-12,QH0894,47.0,2003,1,12,6,0
2004-01-01,QH0894,14.65,2004,1,1,3,0
2004-01-02,QH0894,13.8,2004,1,2,4,0
2004-01-03,QH0894,44.85,2004,1,3,5,0
2004-01-04,QH0894,49.14,2004,1,4,6,0
2004-01-05,QH0894,46.36,2004,1,5,0,0
2004-01-06,QH0894,128.84,2004,1,6,1,0
2004-01-07,QH0894,55.64,2004,1,7,2,0
2004-01-08,QH0894,43.86,2004,1,8,3,0
2004-01-09,QH0894,50.28,2004,1,9,4,0
2004-01-10,QH0894,42.15,2004,1,10,5,0
2004-01-11,QH0894,51.22,2004,1,11,6,0
2004-01-12,QH0894,49.04,2004,1,12,0,0
2005-01-01,QH0894,16.36,2005,1,1,5,0
2005-01-02,QH0894,102.42,2005,1,2,6,0
2005-01-03,QH0894,149.97,2005,1,3,0,0
2005-01-04,QH0894,106.29,2005,1,4,1,0
2005-01-05,QH0894,46.89,2005,1,5,2,0
2005-01-06,QH0894,99.43,2005,1,6,3,0
2005-01-07,QH0894,71.62,2005,1,7,4,0
2005-01-08,QH0894,36.17,2005,1,8,5,0
2005-01-09,QH0894,28.64,2005,1,9,6,0
2005-01-10,QH0894,44.23,2005,1,10,0,0
2005-01-11,QH0894,37.92,2005,1,11,1,0
2005-01-12,QH0894,67.8,2005,1,12,2,0
2006-01-01,QH0894,34.36,2006,1,1,6,0
2006-01-02,QH0894,111.24,2006,1,2,0,0
2006-01-03,QH0894,61.66,2006,1,3,1,0
2006-01-04,QH0894,110.95,2006,1,4,2,0
2006-01-05,QH0894,38.67,2006,1,5,3,0
2006-01-06,QH0894,39.33,2006,1,6,4,0
2006-01-07,QH0894,41.52,2006,1,7,5,0
2006-01-08,QH0894,30.88,2006,1,8,6,0
2006-01-09,QH0894,25.87,2006,1,9,0,0
2006-01-10,QH0894,20.79,2006,1,10,1,0
2006-01-11,QH0894,34.05,2006,1,11,2,0
2006-01-12,QH0894,60.68,2006,1,12,3,0
2007-01-01,QH0894,35.76,2007,1,1,0,0
2007-01-02,QH0894,21.6,2007,1,2,1,0
2007-01-03,QH0894,47.69,2007,1,3,2,0
2007-01-04,QH0894,94.05,2007,1,4,3,0
2007-01-05,QH0894,89.6,2007,1,5,4,0
2007-01-06,QH0894,193.66,2007,1,6,5,0
2007-01-07,QH0894,29.88,2007,1,7,6,0
2007-01-08,QH0894,59.85,2007,1,8,0,0
2007-01-09,QH0894,37.6,2007,1,9,1,0
2007-01-10,QH0894,38.19,2007,1,10,2,0
2007-01-11,QH0894,61.67,2007,1,11,3,0
2007-01-12,QH0894,44.43,2007,1,12,4,0
2008-01-01,QH0894,41.07,2008,1,1,1,0
2008-01-02,QH0894,91.02,2008,1,2,2,0
2008-01-03,QH0894,100.03,2008,1,3,3,0
2008-01-04,QH0894,94.55,2008,1,4,4,0
2008-01-05,QH0894,115.36,2008,1,5,5,0
2008-01-06,QH0894,75.67,2008,1,6,6,0
2008-01-07,QH0894,92.67,2008,1,7,0,0
2008-01-08,QH0894,69.6,2008,1,8,1,0
2008-01-09,QH0894,60.42,2008,1,9,2,0
2008-01-10,QH0894,82.16,2008,1,10,3,0
2008-01-11,QH0894,41.44,2008,1,11,4,0
2008-01-12,QH0894,78.54,2008,1,12,5,0
2009-01-01,QH0894,63.81,2009,1,1,3,0
2009-01-02,QH0894,58.11,2009,1,2,4,0
2009-01-03,QH0894,54.46,2009,1,3,5,0
2009-01-04,QH0894,63.5,2009,1,4,6,0
2009-01-05,QH0894,74.25,2009,1,5,0,0
2009-01-06,QH0894,65.91,2009,1,6,1,0
2009-01-07,QH0894,60.11,2009,1,7,2,0
2009-01-08,QH0894,47.18,2009,1,8,3,0
2009-01-09,QH0894,30.85,2009,1,9,4,0
2009-01-10,QH0894,24.38,2009,1,10,5,0
2009-01-11,QH0894,16.01,2009,1,11,6,0
2009-01-12,QH0894,23.88,2009,1,12,0,0
2010-01-01,QH0894,20.54,2010,1,1,4,0
2010-01-02,QH0894,49.9,2010,1,2,5,0
2010-01-03,QH0894,25.06,2010,1,3,6,0
2010-01-04,QH0894,50.44,2010,1,4,0,0
2010-01-05,QH0894,55.81,2010,1,5,1,0
2010-01-06,QH0894,83.85,2010,1,6,2,0
2010-01-07,QH0894,58.51,2010,1,7,3,0
2010-01-08,QH0894,43.03,2010,1,8,4,0
2010-01-09,QH0894,27.67,2010,1,9,5,0
2010-01-10,QH0894,18.82,2010,1,10,6,0
2010-01-11,QH0894,21.92,2010,1,11,0,0
2010-01-12,QH0894,39.19,2010,1,12,1,0
2011-01-01,QH0894,47.72,2011,1,1,5,0
2011-01-02,QH0894,72.83,2011,1,2,6,0
2011-01-03,QH0894,39.6,2011,1,3,0,0
2011-01-04,QH0894,121.27,2011,1,4,1,0
2011-01-05,QH0894,103.97,2011,1,5,2,0
2011-01-06,QH0894,90.62,2011,1,6,3,0
2011-01-07,QH0894,158.81,2011,1,7,4,0
2011-01-08,QH0894,30.95,2011,1,8,5,0
2011-01-09,QH0894,69.98,2011,1,9,6,0
2011-01-10,QH0894,51.8,2011,1,10,0,0
2011-01-11,QH0894,68.37,2011,1,11,1,0
2011-01-12,QH0894,77.81,2011,1,12,2,0
2012-01-01,QH0894,75.09,2012,1,1,6,0
2012-01-02,QH0894,91.8,2012,1,2,0,0
2012-01-03,QH0894,74.87,2012,1,3,1,0
2012-01-04,QH0894,86.96,2012,1,4,2,0
2012-01-05,QH0894,67.27,2012,1,5,3,0
2012-01-06,QH0894,74.32,2012,1,6,4,0
2012-01-07,QH0894,51.87,2012,1,7,5,0
2012-01-08,QH0894,48.35,2012,1,8,6,0
2012-01-09,QH0894,28.55,2012,1,9,0,0
2012-01-10,QH0894,33.74,2012,1,10,1,0
2012-01-11,QH0894,33.7,2012,1,11,2,0
2012-01-12,QH0894,22.73,2012,1,12,3,0
2013-01-01,QH0894,36.17,2013,1,1,1,0
2013-01-02,QH0894,48.22,2013,1,2,2,0
2013-01-03,QH0894,37.5,2013,1,3,3,0
2013-01-04,QH0894,28.69,2013,1,4,4,0
2013-01-05,QH0894,39.94,2013,1,5,5,0
2013-01-06,QH0894,88.29,2013,1,6,6,0
2013-01-07,QH0894,54.92,2013,1,7,0,0
2013-01-08,QH0894,34.73,2013,1,8,1,0
2013-01-09,QH0894,33.82,2013,1,9,2,0
2013-01-10,QH0894,13.83,2013,1,10,3,0
2013-01-11,QH0894,12.4,2013,1,11,4,0
2013-01-12,QH0894,38.96,2013,1,12,5,0
2014-01-01,QH0894,25.68,2014,1,1,2,0
2014-01-02,QH0894,13.35,2014,1,2,3,0
2014-01-03,QH0894,50.19,2014,1,3,4,0
2014-01-04,QH0894,63.5,2014,1,4,5,0
2014-01-05,QH0894,76.64,2014,1,5,6,0
2014-01-06,QH0894,77.8,2014,1,6,0,0
2014-01-07,QH0894,74.12,2014,1,7,1,0
2014-01-08,QH0894,48.4,2014,1,8,2,0
2014-01-09,QH0894,24.67,2014,1,9,3,0
2014-01-10,QH0894,59.89,2014,1,10,4,0
2014-01-11,QH0894,25.22,2014,1,11,5,0
2014-01-12,QH0894,29.94,2014,1,12,6,0
2015-01-01,QH0894,44.62,2015,1,1,3,0
2015-01-02,QH0894,33.79,2015,1,2,4,0
2015-01-03,QH0894,62.09,2015,1,3,5,0
2015-01-04,QH0894,95.07,2015,1,4,6,0
2015-01-05,QH0894,58.87,2015,1,5,0,0
2015-01-06,QH0894,114.58,2015,1,6,1,0
2015-01-07,QH0894,102.54,2015,1,7,2,0
2015-01-08,QH0894,48.98,2015,1,8,3,0
2015-01-09,QH0894,36.4,2015,1,9,4,0
2015-01-10,QH0894,45.36,2015,1,10,5,0
2015-01-11,QH0894,24.9,2015,1,11,6,0
2015-01-12,QH0894,23.31,2015,1,12,0,0
2016-01-01,QH0894,13.24,2016,1,1,4,0
2016-01-02,QH0894,31.33,2016,1,2,5,0
2016-01-03,QH0894,22.29,2016,1,3,6,0
2016-01-04,QH0894,22.29,2016,1,4,0,0
2016-01-05,QH0894,22.29,2016,1,5,1,0
2016-01-06,QH0894,22.29,2016,1,6,2,0
2016-01-07,QH0894,22.29,2016,1,7,3,0
2016-01-08,QH0894,22.29,2016,1,8,4,0
2016-01-09,QH0894,22.29,2016,1,9,5,0
2016-01-10,QH0894,22.29,2016,1,10,6,0
2016-01-11,QH0894,22.29,2016,1,11,0,0
2016-01-12,QH0894,22.29,2016,1,12,1,0
2017-01-01,QH0894,83.67,2017,1,1,6,0
2017-01-02,QH0894,79.62,2017,1,2,0,0
2017-01-03,QH0894,51.1,2017,1,3,1,0
2017-01-04,QH0894,63.33,2017,1,4,2,0
2017-01-05,QH0894,20.63,2017,1,5,3,0
2017-01-06,QH0894,17.84,2017,1,6,4,0
2017-01-07,QH0894,27.35,2017,1,7,5,0
2017-01-08,QH0894,9.23,2017,1,8,6,0
2017-01-09,QH0894,8.42,2017,1,9,0,0
2017-01-10,QH0894,40.13,2017,1,10,1,0
2017-01-11,QH0894,40.13,2017,1,11,2,0
2017-01-12,QH0894,40.13,2017,1,12,3,0
2018-01-01,QH0894,34.11,2018,1,1,0,0
2018-01-02,QH0894,14.22,2018,1,2,1,0
2018-01-03,QH0894,11.84,2018,1,3,2,0
2018-01-04,QH0894,43.03,2018,1,4,3,0
2018-01-05,QH0894,53.63,2018,1,5,4,0
2018-01-06,QH0894,41.29,2018,1,6,5,0
2018-01-07,QH0894,41.29,2018,1,7,6,0
2018-01-08,QH0894,41.29,2018,1,8,0,0
2018-01-09,QH0894,41.29,2018,1,9,1,0
2018-01-10,QH0894,41.29,2018,1,10,2,0
2018-01-11,QH0894,41.29,2018,1,11,3,0
2018-01-12,QH0894,41.29,2018,1,12,4,0
1980-01-01,PM0141,119.3,1980,1,1,1,0
1980-01-02,PM0141,120.2,1980,1,2,2,0
1980-01-03,PM0141,128.8,1980,1,3,3,0
1980-01-04,PM0141,156.6,1980,1,4,4,0
1980-01-05,PM0141,75.3,1980,1,5,5,0
1980-01-06,PM0141,91.0,1980,1,6,6,0
1980-01-07,PM0141,116.0,1980,1,7,0,0
1980-01-08,PM0141,69.0,1980,1,8,1,0
1980-01-09,PM0141,46.4,1980,1,9,2,0
1980-01-10,PM0141,157.9,1980,1,10,3,0
1980-01-11,PM0141,172.9,1980,1,11,4,0
1980-01-12,PM0141,111.3,1980,1,12,5,0
1981-01-01,PM0141,54.8,1981,1,1,3,0
1981-01-02,PM0141,168.0,1981,1,2,4,0
1981-01-03,PM0141,250.1,1981,1,3,5,0
1981-01-04,PM0141,145.4,1981,1,4,6,0
1981-01-05,PM0141,114.5,1981,1,5,0,0
1981-01-06,PM0141,88.3,1981,1,6,1,0
1981-01-07,PM0141,89.5,1981,1,7,2,0
1981-01-08,PM0141,64.3,1981,1,8,3,0
1981-01-09,PM0141,64.1,1981,1,9,4,0
1981-01-10,PM0141,73.8,1981,1,10,5,0
1981-01-11,PM0141,33.0,1981,1,11,6,0
1981-01-12,PM0141,144.7,1981,1,12,0,0
1982-01-01,PM0141,102.4,1982,1,1,4,0
1982-01-02,PM0141,60.8,1982,1,2,5,0
1982-01-03,PM0141,89.1,1982,1,3,6,0
1982-01-04,PM0141,144.1,1982,1,4,0,0
1982-01-05,PM0141,178.1,1982,1,5,1,0
1982-01-06,PM0141,53.9,1982,1,6,2,0
1982-01-07,PM0141,111.4,1982,1,7,3,0
1982-01-08,PM0141,79.1,1982,1,8,4,0
1982-01-09,PM0141,118.8,1982,1,9,5,0
1982-01-10,PM0141,171.6,1982,1,10,6,0
1982-01-11,PM0141,85.8,1982,1,11,0,0
1982-01-12,PM0141,186.0,1982,1,12,1,0
1983-01-01,PM0141,146.9,1983,1,1,5,0
1983-01-02,PM0141,104.9,1983,1,2,6,0
1983-01-03,PM0141,166.6,1983,1,3,0,0
1983-01-04,PM0141,149.7,1983,1,4,1,0
1983-01-05,PM0141,187.8,1983,1,5,2,0
1983-01-06,PM0141,59.3,1983,1,6,3,0
1983-01-07,PM0141,50.5,1983,1,7,4,0
1983-01-08,PM0141,71.1,1983,1,8,5,0
1983-01-09,PM0141,56.9,1983,1,9,6,0
1983-01-10,PM0141,140.5,1983,1,10,0,0
1983-01-11,PM0141,77.0,1983,1,11,1,0
1983-01-12,PM0141,156.6,1983,1,12,2,0
1984-01-01,PM0141,50.2,1984,1,1,6,0
1984-01-02,PM0141,179.2,1984,1,2,0,0
1984-01-03,PM0141,142.2,1984,1,3,1,0
1984-01-04,PM0141,162.6,1984,1,4,2,0
1984-01-05,PM0141,102.7,1984,1,5,3,0
1984-01-06,PM0141,93.0,1984,1,6,4,0
1984-01-07,PM0141,77.8,1984,1,7,5,0
1984-01-08,PM0141,70.3,1984,1,8,6,0
1984-01-09,PM0141,119.9,1984,1,9,0,0
1984-01-10,PM0141,116.8,1984,1,10,1,0
1984-01-11,PM0141,82.9,1984,1,11,2,0
1984-01-12,PM0141,71.4,1984,1,12,3,0
1985-01-01,PM0141,67.7,1985,1,1,1,0
1985-01-02,PM0141,43.8,1985,1,2,2,0
1985-01-03,PM0141,27.5,1985,1,3,3,0
1985-01-04,PM0141,129.5,1985,1,4,4,0
1985-01-05,PM0141,72.6,1985,1,5,5,0
1985-01-06,PM0141,90.3,1985,1,6,6,0
1985-01-07,PM0141,89.8,1985,1,7,0,0
1985-01-08,PM0141,67.7,1985,1,8,1,0
1985-01-09,PM0141,53.4,1985,1,9,2,0
1985-01-10,PM0141,71.4,1985,1,10,3,0
1985-01-11,PM0141,82.2,1985,1,11,4,0
1985-01-12,PM0141,127.0,1985,1,12,5,0
1986-01-01,PM0141,75.0,1986,1,1,2,0
1986-01-02,PM0141,79.3,1986,1,2,3,0
1986-01-03,PM0141,100.8,1986,1,3,4,0
1986-01-04,PM0141,153.5,1986,1,4,5,0
1986-01-05,PM0141,90.1,1986,1,5,6,0
1986-01-06,PM0141,54.3,1986,1,6,0,0
1986-01-07,PM0141,97.4,1986,1,7,1,0
1986-01-08,PM0141,26.3,1986,1,8,2,0
1986-01-09,PM0141,97.6,1986,1,9,3,0
1986-01-10,PM0141,112.2,1986,1,10,4,0
1986-01-11,PM0141,101.5,1986,1,11,5,0
1986-01-12,PM0141,66.6,1986,1,12,6,0
1987-01-01,PM0141,66.1,1987,1,1,3,0
1987-01-02,PM0141,114.8,1987,1,2,4,0
1987-01-03,PM0141,97.1,1987,1,3,5,0
1987-01-04,PM0141,147.6,1987,1,4,6,0
1987-01-05,PM0141,119.2,1987,1,5,0,0
1987-01-06,PM0141,48.6,1987,1,6,1,0
1987-01-07,PM0141,86.4,1987,1,7,2,0
1987-01-08,PM0141,68.5,1987,1,8,3,0
1987-01-09,PM0141,86.8,1987,1,9,4,0
1987-01-10,PM0141,94.3,1987,1,10,5,0
