FECHA,variable,value,Year,Month,Day,DayOfWeek,Hour
1987-01-11,PM0141,97.6,1987,1,11,6,0
1987-01-12,PM0141,34.6,1987,1,12,0,0
1988-01-01,PM0141,149.8,1988,1,1,4,0
1988-01-02,PM0141,140.9,1988,1,2,5,0
1988-01-03,PM0141,52.8,1988,1,3,6,0
1988-01-04,PM0141,264.4,1988,1,4,0,0
1988-01-05,PM0141,102.2,1988,1,5,1,0
1988-01-06,PM0141,53.2,1988,1,6,2,0
1988-01-07,PM0141,81.8,1988,1,7,3,0
1988-01-08,PM0141,98.13,1988,1,8,4,0
1988-01-09,PM0141,45.1,1988,1,9,5,0
1988-01-10,PM0141,121.4,1988,1,10,6,0
1988-01-11,PM0141,163.9,1988,1,11,0,0
1988-01-12,PM0141,121.3,1988,1,12,1,0
1989-01-01,PM0141,171.2,1989,1,1,6,0
1989-01-02,PM0141,175.2,1989,1,2,0,0
1989-01-03,PM0141,159.7,1989,1,3,1,0
1989-01-04,PM0141,80.0,1989,1,4,2,0
1989-01-05,PM0141,81.6,1989,1,5,3,0
1989-01-06,PM0141,125.1,1989,1,6,4,0
1989-01-07,PM0141,95.0,1989,1,7,5,0
1989-01-08,PM0141,31.8,1989,1,8,6,0
1989-01-09,PM0141,93.8,1989,1,9,0,0
1989-01-10,PM0141,103.2,1989,1,10,1,0
1989-01-11,PM0141,27.2,1989,1,11,2,0
1989-01-12,PM0141,22.7,1989,1,12,3,0
1990-01-01,PM0141,101.5,1990,1,1,0,0
1990-01-02,PM0141,62.7,1990,1,2,1,0
1990-01-03,PM0141,118.8,1990,1,3,2,0
1990-01-04,PM0141,140.5,1990,1,4,3,0
1990-01-05,PM0141,128.4,1990,1,5,4,0
1990-01-06,PM0141,89.3,1990,1,6,5,0
1990-01-07,PM0141,81.8,1990,1,7,6,0
1990-01-08,PM0141,55.1,1990,1,8,0,0
1990-01-09,PM0141,101.08,1990,1,9,1,0
1990-01-10,PM0141,153.9,1990,1,10,2,0
1990-01-11,PM0141,91.2,1990,1,11,3,0
1990-01-12,PM0141,55.7,1990,1,12,4,0
1991-01-01,PM0141,42.8,1991,1,1,1,0
1991-01-02,PM0141,63.1,1991,1,2,2,0
1991-01-03,PM0141,126.1,1991,1,3,3,0
1991-01-04,PM0141,102.0,1991,1,4,4,0
1991-01-05,PM0141,131.0,1991,1,5,5,0
1991-01-06,PM0141,107.58,1991,1,6,6,0
1991-01-07,PM0141,118.9,1991,1,7,0,0
1991-01-08,PM0141,87.1,1991,1,8,1,0
1991-01-09,PM0141,61.7,1991,1,9,2,0
1991-01-10,PM0141,100.4,1991,1,10,3,0
1991-01-11,PM0141,158.6,1991,1,11,4,0
1991-01-12,PM0141,88.1,1991,1,12,5,0
1992-01-01,PM0141,40.2,1992,1,1,2,0
1992-01-02,PM0141,109.8,1992,1,2,3,0
1992-01-03,PM0141,152.6,1992,1,3,4,0
1992-01-04,PM0141,106.9,1992,1,4,5,0
1992-01-05,PM0141,88.5,1992,1,5,6,0
1992-01-06,PM0141,109.34,1992,1,6,0,0
1992-01-07,PM0141,58.8,1992,1,7,1,0
1992-01-08,PM0141,39.6,1992,1,8,2,0
1992-01-09,PM0141,105.34,1992,1,9,3,0
1992-01-10,PM0141,106.38,1992,1,10,4,0
1992-01-11,PM0141,109.0,1992,1,11,5,0
1992-01-12,PM0141,89.3,1992,1,12,6,0
1993-01-01,PM0141,130.9,1993,1,1,4,0
1993-01-02,PM0141,156.7,1993,1,2,5,0
1993-01-03,PM0141,199.2,1993,1,3,6,0
1993-01-04,PM0141,149.2,1993,1,4,0,0
1993-01-05,PM0141,86.5,1993,1,5,1,0
1993-01-06,PM0141,83.2,1993,1,6,2,0
1993-01-07,PM0141,99.5,1993,1,7,3,0
1993-01-08,PM0141,54.0,1993,1,8,4,0
1993-01-09,PM0141,66.3,1993,1,9,5,0
1993-01-10,PM0141,73.9,1993,1,10,6,0
1993-01-11,PM0141,74.1,1993,1,11,0,0
1993-01-12,PM0141,122.5,1993,1,12,1,0
1994-01-01,PM0141,98.2,1994,1,1,5,0
1994-01-02,PM0141,112.6,1994,1,2,6,0
1994-01-03,PM0141,175.5,1994,1,3,0,0
1994-01-04,PM0141,164.9,1994,1,4,1,0
1994-01-05,PM0141,120.1,1994,1,5,2,0
1994-01-06,PM0141,122.1,1994,1,6,3,0
1994-01-07,PM0141,120.6,1994,1,7,4,0
1994-01-08,PM0141,143.2,1994,1,8,5,0
1994-01-09,PM0141,96.5,1994,1,9,6,0
1994-01-10,PM0141,38.2,1994,1,10,0,0
1994-01-11,PM0141,110.0,1994,1,11,1,0
1994-01-12,PM0141,96.2,1994,1,12,2,0
1995-01-01,PM0141,48.7,1995,1,1,6,0
1995-01-02,PM0141,78.7,1995,1,2,0,0
1995-01-03,PM0141,112.9,1995,1,3,1,0
1995-01-04,PM0141,113.7,1995,1,4,2,0
1995-01-05,PM0141,106.45,1995,1,5,3,0
1995-01-06,PM0141,101.75,1995,1,6,4,0
1995-01-07,PM0141,102.05,1995,1,7,5,0
1995-01-08,PM0141,21.9,1995,1,8,6,0
1995-01-09,PM0141,59.5,1995,1,9,0,0
1995-01-10,PM0141,138.3,1995,1,10,1,0
1995-01-11,PM0141,155.1,1995,1,11,2,0
1995-01-12,PM0141,179.7,1995,1,12,3,0
1996-01-01,PM0141,120.4,1996,1,1,0,0
1996-01-02,PM0141,141.2,1996,1,2,1,0
1996-01-03,PM0141,190.5,1996,1,3,2,0
1996-01-04,PM0141,250.8,1996,1,4,3,0
1996-01-05,PM0141,168.1,1996,1,5,4,0
1996-01-06,PM0141,73.6,1996,1,6,5,0
1996-01-07,PM0141,162.0,1996,1,7,6,0
1996-01-08,PM0141,68.4,1996,1,8,0,0
1996-01-09,PM0141,92.7,1996,1,9,1,0
1996-01-10,PM0141,181.2,1996,1,10,2,0
1996-01-11,PM0141,37.8,1996,1,11,3,0
1996-01-12,PM0141,63.5,1996,1,12,4,0
1997-01-01,PM0141,118.1,1997,1,1,2,0
1997-01-02,PM0141,117.0,1997,1,2,3,0
1997-01-03,PM0141,165.8,1997,1,3,4,0
1997-01-04,PM0141,203.6,1997,1,4,5,0
1997-01-05,PM0141,104.6,1997,1,5,6,0
1997-01-06,PM0141,52.6,1997,1,6,0,0
1997-01-07,PM0141,116.4,1997,1,7,1,0
1997-01-08,PM0141,68.6,1997,1,8,2,0
1997-01-09,PM0141,50.2,1997,1,9,3,0
1997-01-10,PM0141,82.7,1997,1,10,4,0
1997-01-11,PM0141,287.3,1997,1,11,5,0
1997-01-12,PM0141,101.8,1997,1,12,6,0
1998-01-01,PM0141,50.8,1998,1,1,3,0
1998-01-02,PM0141,191.4,1998,1,2,4,0
1998-01-03,PM0141,190.0,1998,1,3,5,0
1998-01-04,PM0141,129.1,1998,1,4,6,0
1998-01-05,PM0141,148.0,1998,1,5,0,0
1998-01-06,PM0141,117.7,1998,1,6,1,0
1998-01-07,PM0141,132.2,1998,1,7,2,0
1998-01-08,PM0141,62.8,1998,1,8,3,0
1998-01-09,PM0141,30.4,1998,1,9,4,0
1998-01-10,PM0141,104.69,1998,1,10,5,0
1998-01-11,PM0141,57.7,1998,1,11,6,0
1998-01-12,PM0141,40.1,1998,1,12,0,0
1999-01-01,PM0141,139.4,1999,1,1,4,0
1999-01-02,PM0141,196.4,1999,1,2,5,0
1999-01-03,PM0141,170.5,1999,1,3,6,0
1999-01-04,PM0141,227.1,1999,1,4,0,0
1999-01-05,PM0141,189.1,1999,1,5,1,0
1999-01-06,PM0141,102.37,1999,1,6,2,0
1999-01-07,PM0141,113.0,1999,1,7,3,0
1999-01-08,PM0141,95.7,1999,1,8,4,0
1999-01-09,PM0141,127.7,1999,1,9,5,0
1999-01-10,PM0141,63.4,1999,1,10,6,0
1999-01-11,PM0141,43.9,1999,1,11,0,0
1999-01-12,PM0141,179.1,1999,1,12,1,0
2000-01-01,PM0141,105.26,2000,1,1,5,0
2000-01-02,PM0141,207.0,2000,1,2,6,0
2000-01-03,PM0141,150.5,2000,1,3,0,0
2000-01-04,PM0141,191.0,2000,1,4,1,0
2000-01-05,PM0141,223.7,2000,1,5,2,0
2000-01-06,PM0141,103.1,2000,1,6,3,0
2000-01-07,PM0141,61.8,2000,1,7,4,0
2000-01-08,PM0141,68.3,2000,1,8,5,0
2000-01-09,PM0141,214.1,2000,1,9,6,0
2000-01-10,PM0141,48.9,2000,1,10,0,0
2000-01-11,PM0141,35.6,2000,1,11,1,0
2000-01-12,PM0141,50.3,2000,1,12,2,0
2001-01-01,PM0141,151.1,2001,1,1,0,0
2001-01-02,PM0141,87.1,2001,1,2,1,0
2001-01-03,PM0141,165.8,2001,1,3,2,0
2001-01-04,PM0141,123.0,2001,1,4,3,0
2001-01-05,PM0141,107.6,2001,1,5,4,0
2001-01-06,PM0141,139.8,2001,1,6,5,0
2001-01-07,PM0141,94.9,2001,1,7,6,0
2001-01-08,PM0141,89.3,2001,1,8,0,0
2001-01-09,PM0141,65.3,2001,1,9,1,0
2001-01-10,PM0141,39.3,2001,1,10,2,0
2001-01-11,PM0141,95.61,2001,1,11,3,0
2001-01-12,PM0141,98.23,2001,1,12,4,0
2002-01-01,PM0141,82.7,2002,1,1,1,0
2002-01-02,PM0141,90.9,2002,1,2,2,0
2002-01-03,PM0141,116.7,2002,1,3,3,0
2002-01-04,PM0141,128.0,2002,1,4,4,0
2002-01-05,PM0141,126.8,2002,1,5,5,0
2002-01-06,PM0141,57.5,2002,1,6,6,0
2002-01-07,PM0141,83.4,2002,1,7,0,0
2002-01-08,PM0141,59.7,2002,1,8,1,0
2002-01-09,PM0141,93.15,2002,1,9,2,0
2002-01-10,PM0141,155.1,2002,1,10,3,0
2002-01-11,PM0141,121.1,2002,1,11,4,0
2002-01-12,PM0141,105.1,2002,1,12,5,0
2003-01-01,PM0141,37.5,2003,1,1,2,0
2003-01-02,PM0141,46.8,2003,1,2,3,0
2003-01-03,PM0141,87.0,2003,1,3,4,0
2003-01-04,PM0141,138.5,2003,1,4,5,0
2003-01-05,PM0141,135.3,2003,1,5,6,0
2003-01-06,PM0141,96.6,2003,1,6,0,0
2003-01-07,PM0141,71.9,2003,1,7,1,0
2003-01-08,PM0141,30.9,2003,1,8,2,0
2003-01-09,PM0141,59.6,2003,1,9,3,0
2003-01-10,PM0141,85.2,2003,1,10,4,0
2003-01-11,PM0141,138.0,2003,1,11,5,0
2003-01-12,PM0141,98.7,2003,1,12,6,0
2004-01-01,PM0141,55.9,2004,1,1,3,0
2004-01-02,PM0141,117.2,2004,1,2,4,0
2004-01-03,PM0141,99.4,2004,1,3,5,0
2004-01-04,PM0141,174.1,2004,1,4,6,0
2004-01-05,PM0141,126.7,2004,1,5,0,0
2004-01-06,PM0141,120.2,2004,1,6,1,0
2004-01-07,PM0141,74.5,2004,1,7,2,0
2004-01-08,PM0141,54.5,2004,1,8,3,0
2004-01-09,PM0141,86.0,2004,1,9,4,0
2004-01-10,PM0141,84.0,2004,1,10,5,0
2004-01-11,PM0141,128.4,2004,1,11,6,0
2004-01-12,PM0141,140.1,2004,1,12,0,0
2005-01-01,PM0141,59.0,2005,1,1,5,0
2005-01-02,PM0141,146.6,2005,1,2,6,0
2005-01-03,PM0141,219.0,2005,1,3,0,0
2005-01-04,PM0141,115.8,2005,1,4,1,0
2005-01-05,PM0141,91.3,2005,1,5,2,0
2005-01-06,PM0141,125.0,2005,1,6,3,0
2005-01-07,PM0141,40.6,2005,1,7,4,0
2005-01-08,PM0141,35.7,2005,1,8,5,0
2005-01-09,PM0141,43.9,2005,1,9,6,0
2005-01-10,PM0141,55.8,2005,1,10,0,0
2005-01-11,PM0141,73.6,2005,1,11,1,0
2005-01-12,PM0141,210.9,2005,1,12,2,0
2006-01-01,PM0141,122.7,2006,1,1,6,0
2006-01-02,PM0141,126.1,2006,1,2,0,0
2006-01-03,PM0141,174.9,2006,1,3,1,0
2006-01-04,PM0141,164.5,2006,1,4,2,0
2006-01-05,PM0141,76.7,2006,1,5,3,0
2006-01-06,PM0141,89.7,2006,1,6,4,0
2006-01-07,PM0141,40.5,2006,1,7,5,0
2006-01-08,PM0141,65.7,2006,1,8,6,0
2006-01-09,PM0141,54.6,2006,1,9,0,0
2006-01-10,PM0141,57.0,2006,1,10,1,0
2006-01-11,PM0141,190.4,2006,1,11,2,0
2006-01-12,PM0141,141.5,2006,1,12,3,0
2007-01-01,PM0141,106.8,2007,1,1,0,0
2007-01-02,PM0141,36.3,2007,1,2,1,0
2007-01-03,PM0141,167.0,2007,1,3,2,0
2007-01-04,PM0141,170.8,2007,1,4,3,0
2007-01-05,PM0141,107.5,2007,1,5,4,0
2007-01-06,PM0141,209.3,2007,1,6,5,0
2007-01-07,PM0141,35.3,2007,1,7,6,0
2007-01-08,PM0141,104.7,2007,1,8,0,0
2007-01-09,PM0141,58.7,2007,1,9,1,0
2007-01-10,PM0141,115.4,2007,1,10,2,0
2007-01-11,PM0141,147.2,2007,1,11,3,0
2007-01-12,PM0141,107.5,2007,1,12,4,0
2008-01-01,PM0141,148.2,2008,1,1,1,0
2008-01-02,PM0141,223.9,2008,1,2,2,0
2008-01-03,PM0141,158.5,2008,1,3,3,0
2008-01-04,PM0141,196.8,2008,1,4,4,0
2008-01-05,PM0141,201.4,2008,1,5,5,0
2008-01-06,PM0141,96.6,2008,1,6,6,0
2008-01-07,PM0141,109.4,2008,1,7,0,0
2008-01-08,PM0141,79.6,2008,1,8,1,0
2008-01-09,PM0141,82.6,2008,1,9,2,0
2008-01-10,PM0141,152.9,2008,1,10,3,0
2008-01-11,PM0141,121.3,2008,1,11,4,0
2008-01-12,PM0141,70.8,2008,1,12,5,0
2009-01-01,PM0141,169.3,2009,1,1,3,0
2009-01-02,PM0141,110.5,2009,1,2,4,0
2009-01-03,PM0141,106.0,2009,1,3,5,0
2009-01-04,PM0141,127.9,2009,1,4,6,0
2009-01-05,PM0141,74.0,2009,1,5,0,0
2009-01-06,PM0141,100.5,2009,1,6,1,0
2009-01-07,PM0141,81.0,2009,1,7,2,0
2009-01-08,PM0141,60.5,2009,1,8,3,0
2009-01-09,PM0141,96.35,2009,1,9,4,0
2009-01-10,PM0141,97.2,2009,1,10,5,0
2009-01-11,PM0141,77.0,2009,1,11,6,0
2009-01-12,PM0141,96.7,2009,1,12,0,0
2010-01-01,PM0141,68.1,2010,1,1,4,0
2010-01-02,PM0141,136.9,2010,1,2,5,0
2010-01-03,PM0141,80.0,2010,1,3,6,0
2010-01-04,PM0141,109.6,2010,1,4,0,0
2010-01-05,PM0141,126.9,2010,1,5,1,0
2010-01-06,PM0141,111.0,2010,1,6,2,0
2010-01-07,PM0141,84.0,2010,1,7,3,0
2010-01-08,PM0141,39.5,2010,1,8,4,0
2010-01-09,PM0141,38.3,2010,1,9,5,0
2010-01-10,PM0141,36.1,2010,1,10,6,0
2010-01-11,PM0141,48.1,2010,1,11,0,0
2010-01-12,PM0141,85.8,2010,1,12,1,0
2011-01-01,PM0141,115.3,2011,1,1,5,0
2011-01-02,PM0141,83.3,2011,1,2,6,0
2011-01-03,PM0141,75.6,2011,1,3,0,0
2011-01-04,PM0141,215.9,2011,1,4,1,0
2011-01-05,PM0141,112.1,2011,1,5,2,0
2011-01-06,PM0141,108.61,2011,1,6,3,0
2011-01-07,PM0141,135.0,2011,1,7,4,0
2011-01-08,PM0141,53.6,2011,1,8,5,0
2011-01-09,PM0141,81.5,2011,1,9,6,0
2011-01-10,PM0141,101.6,2011,1,10,0,0
2011-01-11,PM0141,122.0,2011,1,11,1,0
2011-01-12,PM0141,111.5,2011,1,12,2,0
2012-01-01,PM0141,130.3,2012,1,1,6,0
2012-01-02,PM0141,129.5,2012,1,2,0,0
2012-01-03,PM0141,91.3,2012,1,3,1,0
2012-01-04,PM0141,70.6,2012,1,4,2,0
2012-01-05,PM0141,55.1,2012,1,5,3,0
2012-01-06,PM0141,60.3,2012,1,6,4,0
2012-01-07,PM0141,44.2,2012,1,7,5,0
2012-01-08,PM0141,52.1,2012,1,8,6,0
2012-01-09,PM0141,22.5,2012,1,9,0,0
2012-01-10,PM0141,80.2,2012,1,10,1,0
2012-01-11,PM0141,102.1,2012,1,11,2,0
2012-01-12,PM0141,58.9,2012,1,12,3,0
2013-01-01,PM0141,69.1,2013,1,1,1,0
2013-01-02,PM0141,85.1,2013,1,2,2,0
2013-01-03,PM0141,69.7,2013,1,3,3,0
2013-01-04,PM0141,36.8,2013,1,4,4,0
2013-01-05,PM0141,148.7,2013,1,5,5,0
2013-01-06,PM0141,107.6,2013,1,6,6,0
2013-01-07,PM0141,101.9,2013,1,7,0,0
2013-01-08,PM0141,41.5,2013,1,8,1,0
2013-01-09,PM0141,32.8,2013,1,9,2,0
2013-01-10,PM0141,71.5,2013,1,10,3,0
2013-01-11,PM0141,26.3,2013,1,11,4,0
2013-01-12,PM0141,58.1,2013,1,12,5,0
2014-01-01,PM0141,86.1,2014,1,1,2,0
2014-01-02,PM0141,47.9,2014,1,2,3,0
2014-01-03,PM0141,139.8,2014,1,3,4,0
2014-01-04,PM0141,69.3,2014,1,4,5,0
2014-01-05,PM0141,119.0,2014,1,5,6,0
2014-01-06,PM0141,66.0,2014,1,6,0,0
2014-01-07,PM0141,68.8,2014,1,7,1,0
2014-01-08,PM0141,52.5,2014,1,8,2,0
2014-01-09,PM0141,83.5,2014,1,9,3,0
2014-01-10,PM0141,106.6,2014,1,10,4,0
2014-01-11,PM0141,73.2,2014,1,11,5,0
2014-01-12,PM0141,53.9,2014,1,12,6,0
2015-01-01,PM0141,96.8,2015,1,1,3,0
2015-01-02,PM0141,38.0,2015,1,2,4,0
2015-01-03,PM0141,110.3,2015,1,3,5,0
2015-01-04,PM0141,110.2,2015,1,4,6,0
2015-01-05,PM0141,48.1,2015,1,5,0,0
2015-01-06,PM0141,95.0,2015,1,6,1,0
2015-01-07,PM0141,103.5,2015,1,7,2,0
2015-01-08,PM0141,49.0,2015,1,8,3,0
2015-01-09,PM0141,30.4,2015,1,9,4,0
2015-01-10,PM0141,96.6,2015,1,10,5,0
2015-01-11,PM0141,51.4,2015,1,11,6,0
2015-01-12,PM0141,31.6,2015,1,12,0,0
2016-01-01,PM0141,58.4,2016,1,1,4,0
2016-01-02,PM0141,87.2,2016,1,2,5,0
2016-01-03,PM0141,134.9,2016,1,3,6,0
2016-01-04,PM0141,152.8,2016,1,4,0,0
2016-01-05,PM0141,106.8,2016,1,5,1,0
2016-01-06,PM0141,122.4,2016,1,6,2,0
2016-01-07,PM0141,46.7,2016,1,7,3,0
2016-01-08,PM0141,36.4,2016,1,8,4,0
2016-01-09,PM0141,68.9,2016,1,9,5,0
2016-01-10,PM0141,66.9,2016,1,10,6,0
2016-01-11,PM0141,42.9,2016,1,11,0,0
2016-01-12,PM0141,104.3,2016,1,12,1,0
2017-01-01,PM0141,86.3,2017,1,1,6,0
2017-01-02,PM0141,98.8,2017,1,2,0,0
2017-01-03,PM0141,169.6,2017,1,3,1,0
2017-01-04,PM0141,107.6,2017,1,4,2,0
2017-01-05,PM0141,122.2,2017,1,5,3,0
2017-01-06,PM0141,78.5,2017,1,6,4,0
2017-01-07,PM0141,69.8,2017,1,7,5,0
2017-01-08,PM0141,30.3,2017,1,8,6,0
2017-01-09,PM0141,35.1,2017,1,9,0,0
2017-01-10,PM0141,86.6,2017,1,10,1,0
2017-01-11,PM0141,78.9,2017,1,11,2,0
2017-01-12,PM0141,53.7,2017,1,12,3,0
2018-01-01,PM0141,95.75,2018,1,1,0,0
2018-01-02,PM0141,128.65,2018,1,2,1,0
2018-01-03,PM0141,97.73,2018,1,3,2,0
2018-01-04,PM0141,113.16,2018,1,4,3,0
2018-01-05,PM0141,114.28,2018,1,5,4,0
2018-01-06,PM0141,105.03,2018,1,6,5,0
2018-01-07,PM0141,100.25,2018,1,7,6,0
2018-01-08,PM0141,96.42,2018,1,8,0,0
2018-01-09,PM0141,96.79,2018,1,9,1,0
2018-01-10,PM0141,96.1,2018,1,10,2,0
2018-01-11,PM0141,96.7,2018,1,11,3,0
2018-01-12,PM0141,99.03,2018,1,12,4,0
1980-01-01,PM0501,245.5,1980,1,1,1,0
1980-01-02,PM0501,31.4,1980,1,2,2,0
1980-01-03,PM0501,161.2,1980,1,3,3,0
1980-01-04,PM0501,224.3,1980,1,4,4,0
1980-01-05,PM0501,82.8,1980,1,5,5,0
1980-01-06,PM0501,178.7,1980,1,6,6,0
1980-01-07,PM0501,154.0,1980,1,7,0,0
1980-01-08,PM0501,168.3,1980,1,8,1,0
1980-01-09,PM0501,189.5,1980,1,9,2,0
1980-01-10,PM0501,345.7,1980,1,10,3,0
1980-01-11,PM0501,103.8,1980,1,11,4,0
1980-01-12,PM0501,19.9,1980,1,12,5,0
1981-01-01,PM0501,29.9,1981,1,1,3,0
1981-01-02,PM0501,141.2,1981,1,2,4,0
1981-01-03,PM0501,97.4,1981,1,3,5,0
1981-01-04,PM0501,130.0,1981,1,4,6,0
1981-01-05,PM0501,140.1,1981,1,5,0,0
1981-01-06,PM0501,100.8,1981,1,6,1,0
1981-01-07,PM0501,99.3,1981,1,7,2,0
1981-01-08,PM0501,121.8,1981,1,8,3,0
1981-01-09,PM0501,158.6,1981,1,9,4,0
1981-01-10,PM0501,83.3,1981,1,10,5,0
1981-01-11,PM0501,157.7,1981,1,11,6,0
1981-01-12,PM0501,142.02,1981,1,12,0,0
1982-01-01,PM0501,89.9,1982,1,1,4,0
1982-01-02,PM0501,63.0,1982,1,2,5,0
1982-01-03,PM0501,225.2,1982,1,3,6,0
1982-01-04,PM0501,299.9,1982,1,4,0,0
1982-01-05,PM0501,178.0,1982,1,5,1,0
1982-01-06,PM0501,271.5,1982,1,6,2,0
1982-01-07,PM0501,211.7,1982,1,7,3,0
1982-01-08,PM0501,97.6,1982,1,8,4,0
1982-01-09,PM0501,206.4,1982,1,9,5,0
1982-01-10,PM0501,108.0,1982,1,10,6,0
1982-01-11,PM0501,190.3,1982,1,11,0,0
1982-01-12,PM0501,137.53,1982,1,12,1,0
1983-01-01,PM0501,174.7,1983,1,1,5,0
1983-01-02,PM0501,45.9,1983,1,2,6,0
1983-01-03,PM0501,241.8,1983,1,3,0,0
1983-01-04,PM0501,222.9,1983,1,4,1,0
1983-01-05,PM0501,271.4,1983,1,5,2,0
1983-01-06,PM0501,131.0,1983,1,6,3,0
1983-01-07,PM0501,110.4,1983,1,7,4,0
1983-01-08,PM0501,144.9,1983,1,8,5,0
1983-01-09,PM0501,205.4,1983,1,9,6,0
1983-01-10,PM0501,237.8,1983,1,10,0,0
1983-01-11,PM0501,145.2,1983,1,11,1,0
1983-01-12,PM0501,81.5,1983,1,12,2,0
1984-01-01,PM0501,96.0,1984,1,1,6,0
1984-01-02,PM0501,194.0,1984,1,2,0,0
1984-01-03,PM0501,145.8,1984,1,3,1,0
1984-01-04,PM0501,244.5,1984,1,4,2,0
1984-01-05,PM0501,63.1,1984,1,5,3,0
1984-01-06,PM0501,181.0,1984,1,6,4,0
1984-01-07,PM0501,96.4,1984,1,7,5,0
1984-01-08,PM0501,240.5,1984,1,8,6,0
1984-01-09,PM0501,122.1,1984,1,9,0,0
1984-01-10,PM0501,129.3,1984,1,10,1,0
1984-01-11,PM0501,75.5,1984,1,11,2,0
1984-01-12,PM0501,165.7,1984,1,12,3,0
1985-01-01,PM0501,56.2,1985,1,1,1,0
1985-01-02,PM0501,39.2,1985,1,2,2,0
1985-01-03,PM0501,96.5,1985,1,3,3,0
1985-01-04,PM0501,165.6,1985,1,4,4,0
1985-01-05,PM0501,159.9,1985,1,5,5,0
1985-01-06,PM0501,253.4,1985,1,6,6,0
1985-01-07,PM0501,171.4,1985,1,7,0,0
1985-01-08,PM0501,202.2,1985,1,8,1,0
1985-01-09,PM0501,125.5,1985,1,9,2,0
1985-01-10,PM0501,71.3,1985,1,10,3,0
1985-01-11,PM0501,99.6,1985,1,11,4,0
1985-01-12,PM0501,48.3,1985,1,12,5,0
1986-01-01,PM0501,16.5,1986,1,1,2,0
1986-01-02,PM0501,51.7,1986,1,2,3,0
1986-01-03,PM0501,91.8,1986,1,3,4,0
1986-01-04,PM0501,121.6,1986,1,4,5,0
1986-01-05,PM0501,119.6,1986,1,5,6,0
1986-01-06,PM0501,204.3,1986,1,6,0,0
1986-01-07,PM0501,35.5,1986,1,7,1,0
1986-01-08,PM0501,104.6,1986,1,8,2,0
1986-01-09,PM0501,54.8,1986,1,9,3,0
1986-01-10,PM0501,60.9,1986,1,10,4,0
1986-01-11,PM0501,63.6,1986,1,11,5,0
1986-01-12,PM0501,140.06,1986,1,12,6,0
1987-01-01,PM0501,39.7,1987,1,1,3,0
1987-01-02,PM0501,45.8,1987,1,2,4,0
1987-01-03,PM0501,36.4,1987,1,3,5,0
1987-01-04,PM0501,30.6,1987,1,4,6,0
1987-01-05,PM0501,89.0,1987,1,5,0,0
1987-01-06,PM0501,67.9,1987,1,6,1,0
1987-01-07,PM0501,19.3,1987,1,7,2,0
1987-01-08,PM0501,33.1,1987,1,8,3,0
1987-01-09,PM0501,37.6,1987,1,9,4,0
1987-01-10,PM0501,48.9,1987,1,10,5,0
1987-01-11,PM0501,18.0,1987,1,11,6,0
1987-01-12,PM0501,21.6,1987,1,12,0,0
1988-01-01,PM0501,26.7,1988,1,1,4,0
1988-01-02,PM0501,39.1,1988,1,2,5,0
1988-01-03,PM0501,26.2,1988,1,3,6,0
1988-01-04,PM0501,70.4,1988,1,4,0,0
1988-01-05,PM0501,56.8,1988,1,5,1,0
1988-01-06,PM0501,83.3,1988,1,6,2,0
1988-01-07,PM0501,127.51,1988,1,7,3,0
1988-01-08,PM0501,146.25,1988,1,8,4,0
1988-01-09,PM0501,141.25,1988,1,9,5,0
1988-01-10,PM0501,120.74,1988,1,10,6,0
1988-01-11,PM0501,156.29,1988,1,11,0,0
1988-01-12,PM0501,134.23,1988,1,12,1,0
1989-01-01,PM0501,25.5,1989,1,1,6,0
1989-01-02,PM0501,155.9,1989,1,2,0,0
1989-01-03,PM0501,179.53,1989,1,3,1,0
1989-01-04,PM0501,146.02,1989,1,4,2,0
1989-01-05,PM0501,164.4,1989,1,5,3,0
1989-01-06,PM0501,190.77,1989,1,6,4,0
1989-01-07,PM0501,184.38,1989,1,7,5,0
1989-01-08,PM0501,135.94,1989,1,8,6,0
1989-01-09,PM0501,133.07,1989,1,9,0,0
1989-01-10,PM0501,164.96,1989,1,10,1,0
1989-01-11,PM0501,133.49,1989,1,11,2,0
1989-01-12,PM0501,117.99,1989,1,12,3,0
1990-01-01,PM0501,94.6,1990,1,1,0,0
1990-01-02,PM0501,146.6,1990,1,2,1,0
1990-01-03,PM0501,303.6,1990,1,3,2,0
1990-01-04,PM0501,292.4,1990,1,4,3,0
1990-01-05,PM0501,85.9,1990,1,5,4,0
1990-01-06,PM0501,202.6,1990,1,6,5,0
1990-01-07,PM0501,122.0,1990,1,7,6,0
1990-01-08,PM0501,206.7,1990,1,8,0,0
1990-01-09,PM0501,170.3,1990,1,9,1,0
1990-01-10,PM0501,153.5,1990,1,10,2,0
1990-01-11,PM0501,112.7,1990,1,11,3,0
1990-01-12,PM0501,151.75,1990,1,12,4,0
1991-01-01,PM0501,130.4,1991,1,1,1,0
1991-01-02,PM0501,134.9,1991,1,2,2,0
1991-01-03,PM0501,63.8,1991,1,3,3,0
1991-01-04,PM0501,186.9,1991,1,4,4,0
1991-01-05,PM0501,273.5,1991,1,5,5,0
1991-01-06,PM0501,289.4,1991,1,6,6,0
1991-01-07,PM0501,209.1,1991,1,7,0,0
1991-01-08,PM0501,141.1,1991,1,8,1,0
1991-01-09,PM0501,99.3,1991,1,9,2,0
1991-01-10,PM0501,91.9,1991,1,10,3,0
1991-01-11,PM0501,107.3,1991,1,11,4,0
