Fecha_Hora,Centro_Alto_Rendimiento,Kennedy,Las_Ferias,MinAmbiente,Puente_Aranda,San_Cristobal,Suba,Tunal,Usaquen
05/09/2014 08:00,0.1,0,0,SinData,0,,0,0.2,0
05/09/2014 09:00,0,0,0,0,0,0,0,0,0
05/09/2014 10:00,0,0,0,0,0,0,0,0,0
05/09/2014 11:00,0,0,0,0,Invalido,0,0,,0
05/09/2014 12:00,0,0,0,0,0,0,0,0,0
05/09/2014 13:00,0,0,0,0,0,0.1,0,0,0.1
05/09/2014 14:00,0,0,0,0,0,0,0,0,0
05/09/2014 15:00,0,0,0,0,0,0,0,0,0
05/09/2014 16:00,0,0,0,0,0,0,0,0,0
05/09/2014 17:00,0,0,0,0,0,0,0,0,0
05/09/2014 18:00,0,0,0,0,0,0,0,0,0
05/09/2014 19:00,0,0,0,0,0,0,0,0,0
05/09/2014 20:00,0,0,0,0,0,0,0,0,0
05/09/2014 21:00,0,0,0,0,0,0,0,0,0
05/09/2014 22:00,0,0,0,0,0,0,0,0,0
05/09/2014 23:00,0,0,0,0,0,0,0,0,0
06/09/2014 00:00,0,0,0,0,0,0,0,0,0
06/09/2014 01:00,0,0,0,0,0,0,0,0,0
06/09/2014 02:00,0,0,0,0,0,0,0,0,0
06/09/2014 03:00,0,0,0,0,0,0,0,0,0
06/09/2014 04:00,0,0,0,0,0,0,0,0,0
06/09/2014 05:00,0,0,0,0,0,0,0,0,0
06/09/2014 06:00,0,0,0,0,0,0,0,0,0
06/09/2014 07:00,0,0,0,0,0,0,0,0,0
06/09/2014 08:00,0,0,0,0,0,0,0,0,0
06/09/2014 09:00,0,0,0,0,0,0,0,0,0
06/09/2014 10:00,0,0,0,0,0,0,0,0,0
06/09/2014 11:00,0,0,0,0,0,0,0,0,0
06/09/2014 12:00,0,0,0,0,0,0,0,0,0
06/09/2014 13:00,0,0,0,0.3,0,0,0,0,0
06/09/2014 14:00,0.6,0,0,0.3,0,0,0.8,0,0.4
06/09/2014 15:00,0,0,0.2,0,0,0,0.9,0,0
06/09/2014 16:00,0,0,0,0,0,0,0,0,0
06/09/2014 17:00,0,0,0,0,0,0,0,0,0
06/09/2014 18:00,0,0,0,0,0,0,0,0,0
06/09/2014 19:00,0,0,0,0,0,0,0,0,0
06/09/2014 20:00,0,0,0,0,0,0,0,0,0
06/09/2014 21:00,0,0,0,0,0,0,0,0,0
06/09/2014 22:00,0,0,0,0,0,0,0,0,0
06/09/2014 23:00,0,0,0,0,0,0,0,0,0
07/09/2014 00:00,0,0,0,0,0,0,0,0,0
07/09/2014 01:00,0,0,0,0,0,0,0,0,0
07/09/2014 02:00,0,0,0,0,0,0,0,0,0
07/09/2014 03:00,0,0,0,0,0,0,0,0,0
07/09/2014 04:00,0,0,0,0,0,0,0,0,0
07/09/2014 05:00,0,0,0,0,0,0,0,0,0
07/09/2014 06:00,0,0,0,0,0,0.3,0,0,0
07/09/2014 07:00,0,0,0.1,0,0,0.1,0,0.1,0
07/09/2014 08:00,0,0,0.1,0,0,1.1,0.2,0,0.5
07/09/2014 09:00,0,0,0,0,0,0.6,0,0.3,0
07/09/2014 10:00,0,0,0,0,0,0.2,0,0,0
07/09/2014 11:00,0,0,0,0,0,0.1,0,0,0
07/09/2014 12:00,0,0,0,0,0,0,0,0,0.1
07/09/2014 13:00,0,0,0,0,0,0.1,0,0,0
07/09/2014 14:00,0,0,0,0,0,0.2,0,0,0
07/09/2014 15:00,0,0,0,0,0,0,0,0,0.1
07/09/2014 16:00,0.1,0,0,0.1,0,0,0,0,0.1
07/09/2014 17:00,0,0,0,0.3,0,0.1,0,0,0
07/09/2014 18:00,0,0,0,0,0,0,0,0,0
07/09/2014 19:00,0,0,0,0,0,0,0,0,0
07/09/2014 20:00,0,0,0,0,0,0,0,0,0
07/09/2014 21:00,0,0,0,0,0,0,0,0,0
07/09/2014 22:00,0,0,0,0,0,0,0,0,0
07/09/2014 23:00,0,0,0,0,0,0,0,0,0
08/09/2014 00:00,0,0,0,0,0,0,0,0,0
08/09/2014 01:00,0,0,0,0,0,0,0,0,0
08/09/2014 02:00,0,0,0,0,0,0,0,0,0
08/09/2014 03:00,0,0,0,0,0,0,0,0.4,0
08/09/2014 04:00,0,0,0,0,0,0,0,0.1,0
08/09/2014 05:00,0,0,0,0,0,0,0,0,0
08/09/2014 06:00,0,0,0,0,0,0,0,0,0
08/09/2014 07:00,0,0,0,0,0,0,0,0,0
08/09/2014 08:00,0,0,0,0,0,0,0,0,0
08/09/2014 09:00,0,0,0,0,0,0,0,0,0.2
08/09/2014 10:00,0,0,0,0,0,0,0,0,0.1
08/09/2014 11:00,0,0,0,0,0,0,0,0,0
08/09/2014 12:00,0,0,0,0,0,0,0,0,0
08/09/2014 13:00,0,0,0,0,0,0,0,0,0
08/09/2014 14:00,0,0,0,0,0,0,0,0.2,0
08/09/2014 15:00,0,0,0.4,0,0,0,0.1,0,0.1
08/09/2014 16:00,0,0,0,0.1,0,0,0.1,0,0.2
08/09/2014 17:00,0,0,0,0,0,0,0,0,0
08/09/2014 18:00,0,0,0,0,0,0,0,0,0
08/09/2014 19:00,Sin Data,0,0,0,0,0,0,0,0
08/09/2014 20:00,Sin Data,0,0,0,0,0,0,0,0
08/09/2014 21:00,Sin Data,0,0,0,0,0,0,0,0
08/09/2014 22:00,Sin Data,0,0,0,0,0,0,0,0
08/09/2014 23:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 00:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 01:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 02:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 03:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 04:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 05:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 06:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 07:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 08:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 09:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 10:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 11:00,Sin Data,0,0,0,0,0,0,0,9.7
09/09/2014 12:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 13:00,Sin Data,0,0,0,0,0,0.5,0,0
09/09/2014 14:00,Sin Data,0,0,0,0,0,3.2,0,0
09/09/2014 15:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 16:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 17:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 18:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 19:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 20:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 21:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 22:00,Sin Data,0,0,0,0,0,0,0,0
09/09/2014 23:00,Sin Data,0,0,0,0,0,0,0,0
