"PRECIPITATION.mm.","WINDDIR.deg.","WINDDPEED.m.s.","PARTICULAS.microg.m3.","PL2","PL3","X","Y"
14.1,171.16,1.32,21.12,"UH","M",-1.30432016400562,0.20285194050923
0,138.3,1.46,22.42,"UH","M",-1.09009174613667,0.971236317795367
2.4,195.8,1.88,14.25,"H","M",-1.80896982783506,-0.511886864436279
11.7,142.13,1.4,21.13,"UH","M",-1.10516786188577,0.859420733433182
0,69.8,1.39,23.29,"UH","M",0.479964496607963,1.30450530163578
0,71.09,1.61,18.1,"UH","M",0.521772883457379,1.52310638436341
0,52.32,1.62,16.83,"UH","M",0.9902263183879,1.28212785570393
0,101.71,1.64,26.05,"UH","H",-0.332851446177267,1.60586734034219
13.6,162.15,1.37,19.05,"UH","M",-1.30405129723168,0.419940726994161
12.4,144.93,1.43,21.22,"UH","M",-1.17038446854902,0.82164481120447
14.1,59.5,1.57,18.4,"UH","M",0.796835229848306,1.3527577818932
0,56.66,1.77,17.17,"UH","M",0.972802952356331,1.4787002454476
10.5,113.9,1.72,16.45,"UH","M",-0.696843529261364,1.57251680300293
1.9,202.86,1.44,13.16,"H","M",-1.32689785078296,-0.559412275149168
1,95.95,1.32,23.69,"UH","M",-0.136831912137961,1.31288881015137
3.4,136.88,1.51,24.49,"UH","M",-1.10218482414706,1.03212819621398
0,151.78,1.76,16.61,"UH","M",-1.55080366679334,0.832230729461688
5.8,118.78,1.74,23.52,"UH","M",-0.837719095477123,1.52506613531118
0,95.53,1.96,24.68,"UH","M",-0.188879178074012,1.95087791931994
0.7,83.4,1.93,23.97,"UH","M",0.221828700451232,1.91720943760877
1.1,126.1,1.84,23.27,"UH","M",-1.08412129753015,1.48670138637238
13.5,140.38,1.81,19.1,"UH","M",-1.39422615413255,1.15422416849274
0.4,152.71,1.48,28.08,"UH","H",-1.3152719574814,0.678571792711019
2.4,136.61,1.33,24.4,"UH","M",-0.966503790465184,0.913657716552775
2.4,129.71,1.5,23.1,"UH","M",-0.958353140011373,1.15393208596968
0.2,159.55,1.58,22.84,"UH","M",-1.48042436490861,0.552035958778911
0,128.31,1.71,22.72,"UH","M",-1.06005634575612,1.34178259931413
0.1,137.67,1.56,32.3,"UH","H",-1.15327462392425,1.05050351822942
15.6,108.35,1.76,15.98,"UH","M",-0.554084724744577,1.67050594665351
2.9,137.6,1.61,15.97,"UH","M",-1.18891309840767,1.0856268440098
1.2,115.795153846154,1.88856325492689,15.47,"UH","M",-0.821817644325527,1.70037846591143
1.4,115.795153846154,1.88856325492689,23.7,"UH","M",-0.821817644325527,1.70037846591143
0,154.39,1.84,21.89,"UH","M",-1.65923306304343,0.795327380707787
0.2,135.16,1.39,26.59,"UH","H",-0.985619304288754,0.980129882726443
3.7,111.07,1.36,22.79,"UH","M",-0.488931241034118,1.2690729851119
12.5,118.21,1.77,16.52,"UH","M",-0.836687096228491,1.55976110446592
4.4,115.795153846154,1.88856325492689,26.7,"UH","H",-0.821817644325527,1.70037846591143
22.9,66.4,1.27,25.14,"UH","H",0.508443271347257,1.16378066654404
0.1,18.54,1.59,18.01,"UH","M",1.50748202685761,0.505566947793533
0,75.56,1.54,15.48,"UH","M",0.384023678677646,1.49135033248895
0,173.05,2.28,13.24,"H","M",-2.26324684445114,0.275887152803399
0.9,121.86,1.74,23.11,"UH","M",-0.918451190784415,1.47785229645817
6.3,151.31,1.45,27.91,"UH","H",-1.27198344947797,0.696102078903749
7.2,147.47,1.56,19.52,"UH","M",-1.31525160124551,0.838876168108924
3.5,155.13,1.4,20.28,"UH","M",-1.27017008129497,0.588785159954904
1,127.2,1.76,13.96,"H","M",-1.06409444215778,1.40189265572259
5.6,131.72,1.57,18.12,"UH","M",-1.04482077582034,1.17185730633647
10.8,102.72,1.6,14.56,"H","M",-0.352298746795682,1.56073238993948
0.4,112.06,1.54,11.15,"H","M",-0.578389092049127,1.42725823108455
6.4,66.61,1.73,12.63,"H","M",0.686788731703942,1.58783539386313
0.6,88.21,1.71,22.15,"UH","M",0.0534140931726378,1.70916556677536
0.2,107.09,1.79,16.73,"UH","M",-0.526033571092986,1.71096133272589
2.7,126.93,1.61,12.88,"H","M",-0.967350559625898,1.28698597303602
0,132.3,1.39,21.08,"UH","M",-0.935487393778585,1.02808722202027
0,96.25,1.7,20.72,"UH","M",-0.18507368724834,1.68989577497794
0,76.18,1.76,23.98,"UH","M",0.420415481820709,1.70904968407752
0,52.48,1.55,43.38,"UH","H",0.94400940293412,1.22936823091048
0,89.49,1.39,14.53,"H","M",0.0123724756852931,1.38994493482491
2.2,64.12,1.09,18.94,"UH","M",0.475771654979033,0.980684114441807
2.7,102.75,2.05,12.85,"H","M",-0.452429741794077,1.99945175704245
0.4,91.37,1.51,14.76,"H","M",-0.0361021858506857,1.50956835955739
0.3,95,1.43,12.95,"H","M",-0.124632712129151,1.4245584182712
0.4,125.47,1.37,15.72,"UH","M",-0.794978950549219,1.11575466307951
0.2,47.46,1.65,14.86,"H","M",1.11557285336925,1.21572908529228
0.2,85.95,1.52,13.91,"H","M",0.107353018615374,1.51620425055273
0.2,49.78,1.51,13.97,"H","M",0.975043637892961,1.15299171905286
9.2,89.48,1.67,17.66,"UH","M",0.0151562311561878,1.66993122273258
7.2,126.83,1.29,11.95,"H","M",-0.773281184070187,1.03253872099937
4.4,139.59,0.25,15.46,"UH","M",-0.190356294419052,0.162063201174873
0,9.67,0.5,18.36,"UH","M",0.492895777399783,0.0839866216814539
2.5,26.2,0.62,17.59,"UH","M",0.556300189198084,0.273733628730882
3.6,111.77,0.57,19.87,"UH","M",-0.211402529455699,0.529347683984479
2.8,75.12,0.49,20.04,"UH","M",0.125829769818012,0.473568230593593
11.4,115.37,0.44,12.76,"H","M",-0.188523319324542,0.397566293932039
0.2,44.92,0.76,17.52,"UH","M",0.538150983175332,0.536650276537172
0.8,116.63,1.11,17.52,"UH","M",-0.497532196998481,0.992250831670029
3.3,82.36,0.44,18.66,"UH","M",0.058497277063194,0.436094105183952
4.4,35.51,0.31,21.48,"UH","M",0.2523443877932,0.180061961416827
0.2,22.16,0.53,16.39,"UH","M",0.490851095149051,0.19991298704931
0,38.51,0.29,17.34,"UH","M",0.226924853733468,0.180568853233452
0,93.93,0.3,14.62,"H","M",-0.0205613002754466,0.299294558806175
0.1,24.67,1.33,16.45,"UH","M",1.20860670739923,0.555130459288255
0,66.29,1.52,19.84,"UH","M",0.611203527382149,1.39170048793396
0.1,81.38,1.69,22.12,"UH","M",0.253298003448771,1.67090996808591
0,54.36,1.85,22.36,"UH","M",1.07797738738687,1.50348420420122
0.4,167.55,1.26,22.26,"UH","M",-1.23037048832641,0.271640316329213
9.3,124.04,1.54,19.85,"UH","M",-0.862048178626051,1.27611634960434
15.1,140.76,1.44,17.09,"UH","M",-1.11528440668618,0.910901033154899
21.8,124.93,1.25,15.14,"UH","M",-0.715719031894235,1.02481523573002
6.8,79.98,1.42,15.49,"UH","M",0.247068540367804,1.39834085128073
27.1,98.58,1.25,11.46,"H","M",-0.186487741566896,1.23601064811161
0.2,20.75,1.58,23.81,"UH","M",1.4775136313039,0.559779840036391
0.1,13.97,1.52,20.77,"UH","M",1.4750418401742,0.366949001545888
4.1,109.94,1.58,10.41,"H","M",-0.538836741213822,1.48527942365
0.5,116.88,1.49,12.08,"H","M",-0.673663844679815,1.32901355311795
0.1,114.53,1.84,15.17,"UH","M",-0.76391213832954,1.67392898442938
0.5,145.4,1.68,14.82,"H","M",-1.38286909913786,0.953977491689211
0,31.24,1.38,23.96,"UH","M",1.17990331291866,0.715701175186661
0,76.8,1.62,20.6,"UH","M",0.369928409579263,1.57719782265452
3.4,38.87,1.68,14.92,"H","M",1.30800069543228,1.0542932138398
0.7,16.22,1.81,15.09,"UH","M",1.73795519604131,0.505580593528877
0.1,11.88,1.94,13.09,"H","M",1.89844695439142,0.39937346101357
0,13.28,2.03,18.35,"UH","M",1.97571600546611,0.466311339927574
0,129.13,2,17.42,"UH","M",-1.26216411581918,1.5514321592446
0,83.51,2.06,22.1,"UH","M",0.232841390147007,2.04679869235702
8.5,117.51,1.75,20.96,"UH","M",-0.808330982894423,1.55212790133189
13.4,154.94,1.76,15.54,"UH","M",-1.5943219166511,0.7454781191195
7.8,142.92,1.61,12.55,"H","M",-1.2844490476571,0.97071656211933
0.1,84.16,1.72,18.43,"UH","M",0.175011428049034,1.71107305514763
5.1,86.22,1.58,16.73,"UH","M",0.104162444763177,1.57656277550276
0,108.62,1.31,15.35,"UH","M",-0.418270061713291,1.24143068895302
0.1,100.32,1.54,17.7,"UH","M",-0.275884293120716,1.51508674893858
29.4,150.73,1.39,17.66,"UH","M",-1.21253229617489,0.679606820693287
20,152.46,1.25,12.36,"H","M",-1.1083603196257,0.57795968880124
0,67.36,1.44,22.17,"UH","M",0.554313241837554,1.32903605290584
1.7,128.19,1.53,18.11,"UH","M",-0.945954978896607,1.20252616516262
24.9,149.89,1.54,14.21,"H","M",-1.33219837097603,0.772559059469764
7.8,110.48,1.64,14.91,"H","M",-0.573803855435789,1.53634277929342
3.4,138.74,1.39,18.39,"UH","M",-1.04489735867964,0.916673065942442
0.1,131.33,1.62,18.02,"UH","M",-1.06983980029194,1.21648789624529
0,169.76,1.79,16.18,"UH","M",-1.76148841400187,0.318211513520776
0,142.75,1.61,17.75,"UH","M",-1.28156322408074,0.97452332074906
0,148.96,1.58,24.92,"UH","M",-1.35375589335148,0.814705456724176
0.4,95.17,1.82,16.91,"UH","M",-0.164002245581967,1.81259572531882
0,125.94,1.58,25.15,"UH","H",-0.927361612677358,1.27921868315486
1.1,141.29,1.42,22.13,"UH","M",-1.10805620343192,0.888037977811782
4.7,175.63,1.12,24.08,"UH","M",-1.1167439198053,0.0853405974779923
0.1,8.64,1.6,16.42,"UH","M",1.58184279158066,0.240360942593211
19.2,141.62,1.4,22.66,"UH","M",-1.09747432347595,0.869223854545544
11.9,146.7,1.55,19.5,"UH","M",-1.29550141012082,0.850985367897105
21.4,204.8,1.57,21.24,"UH","M",-1.42521064129667,-0.658539769440498
27.1,165.65,1.78,16.46,"UH","M",-1.72446367098365,0.44116328888248
3.1,202.08,2.05,16.21,"UH","M",-1.89965279800155,-0.770596682477202
0.2,108.35,1.79,17.88,"UH","M",-0.563529350734541,1.6989804798351
0,45.45,1.56,18.29,"UH","M",1.09438902420253,1.11171608952332
0.1,70.62,1.67,11.96,"H","M",0.554159214274057,1.57537537280331
0,27.96,1.52,23.89,"UH","M",1.34257819857879,0.712659652780293
0,41.23,1.6,22.99,"UH","M",1.20331186684361,1.05453333333439
0.1,177.76,2.45,8.02,"H","L",-2.44812788922252,0.095759271148617
0,95.99,1.75,14.46,"H","M",-0.182621048506577,1.74044521678861
2.1,111.2,1.92,18.85,"UH","M",-0.694319174557617,1.79006169833378
3.2,63.58,1.6,14.66,"H","M",0.711916503163447,1.43289039794519
0.5,162.68,1.53,20.21,"UH","M",-1.46062511502409,0.455493439426795
3.6,99.6,1.3,16.24,"UH","M",-0.216799370730933,1.28179484819166
0.9,333.42,1.4,17,"UH","M",1.25203467167516,-0.626425718599792
3.1,164.49,1.45,20.47,"UH","M",-1.39719650512282,0.387739508010962
7,125.04,1.43,21.5,"UH","M",-0.821031886728467,1.17081452031272
0,357.98,1.87,28.02,"UH","H",1.86883795191259,-0.0659144103451079
0.2,127.9,1.44,18.11,"UH","M",-0.884570688142478,1.13628108216195
5.6,156.92,1.47,21.28,"UH","M",-1.35233883737113,0.57626354121851
0.2,49.24,1.61,20.03,"UH","M",1.05115605970985,1.2194961820913
0,119.04,1.44,20.07,"UH","M",-0.699004946585195,1.25896468761019
0,42.99,1.75,24.6,"UH","M",1.28007726288431,1.19327373265593
0.3,187.59,2.01,21.92,"UH","M",-1.99238960258052,-0.265487610876714
0.1,204.11,1.92,14.73,"H","M",-1.75250476074326,-0.784300365658602
1.1,182.26,2.29,10.86,"H","M",-2.28821876676072,-0.0903043489765126
0,178.99,1.98,13.38,"H","M",-1.97969237513845,0.0349012867768728
0,93.1,1.81,24.09,"UH","M",-0.0978826515024427,1.80735137329044
5.9,116.27,1.32,19.56,"UH","M",-0.58423428480529,1.18366815470302
0,133.01,1.73,20.4,"UH","M",-1.1800779713073,1.26503596060951
0.9,193.43,1.52,17.23,"UH","M",-1.47843469096463,-0.353030968262461
0.1,158.86,2.11,20.82,"UH","M",-1.96800118266748,0.760967374477657
0,136.01,1.37,24,"UH","M",-0.985661611290806,0.95150995161775
0.1,125.26,1.78,16.86,"UH","M",-1.02757212751227,1.45344264515663
0,174.96,2.41,9.77,"H","L",-2.40068199803505,0.211721383687291
0,176.22,2.52,6.85,"H","L",-2.51451784447275,0.166132506837472
0,123.14,1.74,17.59,"UH","M",-0.951234798627051,1.45696683485965
0,88.18,1.58,19.23,"UH","M",0.0501802482084841,1.57920294537774
0.7,150.31,1.95,12.32,"H","M",-1.69400005136399,0.965848759371162
0.2,21.52,1.49,15.72,"UH","M",1.38613147157457,0.546570712269258
11.9,159.96,1.48,18.85,"UH","M",-1.39039135272126,0.50716061191495
5.9,176.23,1.43,20.8,"UH","M",-1.42690552639936,0.0940245645083057
1,187.8,2.42,10.21,"H","M",-2.39760977394089,-0.328431685291017
0,48.6,1.65,15.26,"UH","M",1.09116457778403,1.23768326489026
0.2,122.26,1.49,19.1,"UH","M",-0.795305551555758,1.25999566652612
0.6,305.17,2.04,14.75,"H","M",1.17504893745419,-1.66759107535024
0.8,202.55,2.08,17.09,"UH","M",-1.9209740710619,-0.797658208951602
0,153.51,1.84,18.25,"UH","M",-1.64682249249219,0.820716563876837
1.5,94.26,1.29,20.89,"UH","M",-0.0958244792544846,1.28643603384529
2,135.98,1.46,23.56,"UH","M",-1.04988202150594,1.01456776063435
0.6,150.98,1.25,23.92,"UH","M",-1.09306302921948,0.606393613219619
0.2,23.18,1.56,16.79,"UH","M",1.43406556008018,0.614048833067786
0.3,195.39,2.34,11.35,"H","M",-2.25609166653589,-0.621007562101538
0.4,157.79,2.17,10.54,"H","M",-2.00899603636009,0.820265155842586
0.4,15.23,1.4,19.16,"UH","M",1.35083071236862,0.367772193785346
0.3,32.47,1.76,19.38,"UH","M",1.484863880908,0.944869967336691
0,46.02,1.46,15.1,"UH","M",1.01383455752858,1.05059006751484
3.4,51.84,1.56,22.66,"UH","M",0.963860996420922,1.22660995413313
0,149.2,1.82,15.31,"UH","M",-1.56330701241381,0.931918014064441
0,9.2,1.83,16.33,"UH","M",1.80645936508357,0.292582573476058
0.1,24.47,1.75,16.38,"UH","M",1.59281198825911,0.724879279644598
0.1,0.02,1.91,12.31,"H","M",1.90999988363615,0.000666715760722285
0,190.47,1.5,14.67,"H","M",-1.47502528661274,-0.272581004204277
0,119.77,1.92,13.7,"H","M",-0.953317501430996,1.6666090547772
0.1,186.44,3.08,8.29,"H","L",-3.06056475954917,-0.345461072489667
0,194.62,2.82,8.73,"H","L",-2.72869156607787,-0.711788126632839
0,218.65,2.26,11.71,"H","M",-1.76500516618969,-1.41150868340358
0,172.8,2.73,9.32,"H","L",-2.70847313458852,0.342159727630551
0.3,105.65,1.56,15.83,"UH","M",-0.420825968179721,1.50216693629756
0,80.2,1.85,22.89,"UH","M",0.31488757345716,1.82300461219446
0.6,55.66,1.76,19.77,"UH","M",0.992820641067571,1.45324023295193
0,6.09,1.49,15.23,"UH","M",1.48159114859586,0.158074882262804
0.1,2.64,1.9,16.33,"UH","M",1.89798344831933,0.0875147410776192
0,168.17,2.83,9.06,"H","L",-2.76989131139004,0.580174217874209
0,180.62,2.87,9.23,"H","L",-2.86983197040623,-0.0310557826225603
0,188.68,2.98,8.31,"H","L",-2.94586894718448,-0.449728969507438
0,175.87,2.96,8.03,"H","L",-2.95231350228471,0.213178292111114
0,186.21,2.54,9.66,"H","L",-2.52509553244337,-0.274759079985565
0,149.91,2.23,8.32,"H","L",-1.92948283068794,1.11803220261334
0,169.28,2.46,8.17,"H","L",-2.41706789994214,0.457583617570939
0,164.64,2.39,11.96,"H","M",-2.30463054418097,0.633070339558047
0,86.88,1.6,20.73,"UH","M",0.0870837835760149,1.59762837188067
0,138.09,1.93,14.58,"H","M",-1.43629630392276,1.28916753268837
0,178.48,2.98,7.56,"H","L",-2.97895141725136,0.0790471609619338
0,173.21,2.46,8.46,"H","L",-2.44274594959917,0.290847426869915
0,147.05,2.04,10.34,"H","M",-1.71185689295618,1.10957017715799
0,169.01,2.55,8.69,"H","L",-2.50323420091887,0.486126048828986
0,157.24,2.44,13.91,"H","M",-2.25000565174405,0.943967460837409
0,63.32,1.51,26.14,"UH","H",0.678000759965191,1.34922754548172
0.1,68.38,1.74,21.73,"UH","M",0.641101405238469,1.61758739739195
0,91.8,1.73,20.91,"UH","M",-0.0543406132051619,1.72914634943272
0.1,94.95,1.66,22.17,"UH","M",-0.143235367224553,1.65380882497828
0.1,76.09,1.61,22.29,"UH","M",0.387039911895391,1.56278600793583
0,128.7,1.5,23.48,"UH","M",-0.937863984503557,1.17064561100749
0.1,178.6,2.58,8.37,"H","L",-2.57922984363545,0.0630350196338461
0,164.46,2.64,8.74,"H","L",-2.54349123814072,0.707285176927504
0,177.14,2.84,11.44,"H","M",-2.83646259351078,0.141703760056411
0,152.7,2.79,13.24,"H","M",-2.47924207910731,1.27963225701124
0.1,118.51,1.71,17.81,"UH","M",-0.816203751726673,1.50263483111077
0,84.42,1.7,16.55,"UH","M",0.165300339668079,1.69194438375072
0.2,42.36,2.08,18.19,"UH","M",1.53696589800678,1.40147630317613
0,206.53,2.28,19.07,"UH","M",-2.03991739150319,-1.01839925169004
0,183.53,3.3,11.79,"H","M",-3.29373889898004,-0.203184805893006
0,165.08,2.64,19.46,"UH","M",-2.55099573741156,0.679721080817734
0,39.21,2.07,18.98,"UH","M",1.60390672564581,1.30858061097822
0.3,31.96,1.82,28.35,"UH","H",1.54412047407696,0.963375296307905
0.7,59.08,1.95,19.53,"UH","M",1.00198944674669,1.67287690778738
0.4,138.27,2.35,12.81,"H","M",-1.75378095046325,1.56420982537262
0,54.02,2.1,27.9,"UH","H",1.23375591419462,1.69936645376734
0,153.3,2.03,33.6,"UH","H",-1.81354391830551,0.91211756719027
4.8,69.02,1.65,32.75,"UH","H",0.590769377011116,1.54061401499074
1.6,193.61,1.68,21.08,"UH","M",-1.6328255088333,-0.395323737844426
0,164.89,2.41,8.88,"H","L",-2.32667943044092,0.628221957562086
0,8.8,1.8,22.06,"UH","M",1.77881108660379,0.275374505311269
0,98.61,1.53,26.73,"UH","H",-0.229053104914424,1.51275730873431
0,147.21,2.38,14.6,"H","M",-2.00077350513463,1.2889163592535
0,168.58,3.25,12.75,"H","M",-3.18565688829044,0.643498399444531
0,161.54,2.22,14.56,"H","M",-2.1057697768498,0.702946404006692
0,159.64,2.81,13.31,"H","M",-2.63444555982623,0.977648501411362
0,169.79,3.31,9.21,"H","L",-3.25758511020159,0.586719055249546
0,173.74,3.03,9.86,"H","L",-3.01193308635068,0.330392317323011
0,56.49,2.42,19.8,"UH","M",1.33603969219668,2.01777053722047
0,105.84,2.09,28.01,"UH","H",-0.57046954523121,2.01063783361492
2.3,155.83,1.86,22.85,"UH","M",-1.6969424049731,0.761568430414572
0.1,82.63,1.82,26.15,"UH","H",0.233462940874521,1.80496400386219
0.1,39.13,2.17,22.8,"UH","M",1.6833038927804,1.36944806566382
0,166.72,2.19,14.47,"H","M",-2.13143746402501,0.503064943074574
0,126.08,2.63,11.03,"H","M",-1.54884455584044,2.12555417287903
8.7,104.5,1.39,23,"UH","M",-0.348028205635673,1.34572522012557
3.5,117.83,1.32,24.73,"UH","M",-0.616241659311956,1.16732438393467
2.9,146.51,1.17,20.28,"UH","M",-0.975759104434659,0.645595980558175
0.1,126.87,1.35,25.72,"UH","H",-0.810001929329094,1.07999855300049
0,14.56,2.1,22.18,"UH","M",2.0325583157305,0.527926787684425
5.8,130.41,1.56,31.58,"UH","H",-1.01127437533121,1.18782327717488
10.2,105.73,1.22,32.01,"UH","H",-0.330747457156643,1.17431091265662
0,143.33,1.54,31.42,"UH","H",-1.23521621318327,0.919696094744983
0.2,64.39,1.39,26.13,"UH","H",0.60081796694773,1.25344236827738
0,16.67,1.88,26.12,"UH","H",1.80098891129808,0.539294855697096
0,19.78,2.07,19.08,"UH","M",1.94786783368349,0.700507603457095
0,15.95,1.78,28,"UH","H",1.7114733265646,0.489141137564521
0,148.17,2,22.27,"UH","M",-1.69923332617741,1.05480145203164
0,119.24,1.89,26.61,"UH","H",-0.923206324525244,1.64917860838558
0,116.1,1.67,32.8,"UH","H",-0.734698413659378,1.49970605152023
0.6,150.89,1.4,21.32,"UH","M",-1.22316225946741,0.681083025052429
0,157.38,1.5,20.65,"UH","M",-1.38461402474537,0.576926340600275
0,162.59,1.48,30.34,"UH","H",-1.41219841984724,0.442826854403573
0.1,155.24,1.52,27.54,"UH","H",-1.38026653692918,0.636603712707942
0,176.59,1.77,24.14,"UH","M",-1.76686614739466,0.105280659148543
0,75.68,1.96,29.6,"UH","H",0.484781006017607,1.89910172876667
0,20.18,1.92,38.75,"UH","H",1.80213791498941,0.662343517638404
0,53.84,1.68,31.38,"UH","H",0.991270827394648,1.35638569247701
0,125.54,1.51,18.4210277957337,"UH","M",-0.877719472743721,1.22870196840669
0,110.66,1.55,31,"UH","H",-0.546873626568604,1.45032039100459
0.3,122.49,2.23,25.39,"UH","H",-1.19784985331103,1.88097201704936
0.2,155.93,2.06,36.63,"UH","H",-1.88087857805145,0.840176037879649
10.4,181.68,1.51,26.7,"UH","H",-1.50935093358979,-0.0442691684090652
0,136.67,1.8,31.39,"UH","H",-1.30934441567201,1.23515877568373
0,175.69,2.27,33.76,"UH","H",-2.26358051282311,0.170596781820424
1.1,44.16,1.63,22.95,"UH","M",1.16935734791998,1.13556302901492
11.8,117.04,1.7,27.18,"UH","H",-0.772841129222555,1.51417191526656
0,92.84,1.73,31.18,"UH","H",-0.0857164069872738,1.72787519733724
0,166.05,2.02,30.21,"UH","H",-1.96042307640646,0.486971622882738
9.8,28.53,1.92,26.48,"UH","H",1.68684893273164,0.917028177398126
0.1,155.51,1.54,26.51,"UH","H",-1.40145179734772,0.638383003933262
15.3,202.36,1.55,34.9,"UH","H",-1.43345836067134,-0.589658484397049
15.7,50.38,1.55,31.9,"UH","H",0.98842401169268,1.19395057398091
19,68.47,1.69,25.54,"UH","H",0.620210297916174,1.57208116404934
0,154.19,2.06,28,"UH","H",-1.85450015879804,0.896899749703414
0.3,128.22,1.53,23.23,"UH","M",-0.94658449042608,1.20203069947685
5.5,118,1.69,23.7,"UH","M",-0.793406941108155,1.49218143193159
4,128.63,1.89,20.14,"UH","M",-1.17990567008953,1.47645609812502
0.1,100.76,1.9,25.81,"UH","H",-0.354721455906566,1.8665938735353
0,53.06,1.64,25.06,"UH","H",0.985604517242906,1.31079507764958
0,2.98,1.84,19.11,"UH","M",1.83751184640109,0.0956567526925029
0,185.64,2.07,14.61,"H","M",-2.05997919570328,-0.203434788739943
0,35.76,1.85,23.53,"UH","M",1.50122319778252,1.08112391077047
0,91.03,1.9,20.16,"UH","M",-0.0341542537949868,1.8996929980783
0,116.15,1.73,18.85,"UH","M",-0.762450234909737,1.55292293411041
10.8,94.72,1.82,16.43,"UH","M",-0.149761240188498,1.81382787797994
1.1,63.85,1.74,14.47,"H","M",0.766857461701122,1.56189936725556
0,55.31,1.98,20.58,"UH","M",1.12688932664194,1.62804190532691
0,56.44,2.28,15.73,"UH","M",1.26040663061883,1.89994082157632
0.6,90.37,2.13,12.41,"H","M",-0.0137548442334637,2.12995558739146
1.6,92.74,1.53,15.82,"UH","M",-0.0731398076669567,1.52825081990308
0,106.21,1.88,17.78,"UH","M",-0.524818364751611,1.80526055848441
0,108.33,1.83,18.3,"UH","M",-0.575515841585245,1.73714752283288
0.1,59.85,1.84,22.58,"UH","M",0.924168580983805,1.59107273055709
0,26.99,2.03,57.11,"UH","H",1.8089040662214,0.921285015186773
0,172.99,2.53,14.5,"H","M",-2.51108791176706,0.308767711034273
0,23.58,1.75,25.66,"UH","H",1.60387923833707,0.700050990165213
0,27.59,1.83,23.93,"UH","M",1.62190049984607,0.847548682141068
0,18.29,1.85,25.89,"UH","H",1.75653849062533,0.580579478582992
0,103.1,1.89,19.8,"UH","M",-0.428370971055655,1.84081457815741
1,133.6,1.38,19.76,"UH","M",-0.951674970355224,0.999357168783705
0,43.52,1.55,23.66,"UH","M",1.12395777091171,1.06734199261866
0,25.45,1.89,21.63,"UH","M",1.70659559528983,0.812176996803869
0,129.95,1.92,23.97,"UH","M",-1.23286822104686,1.47188177158791
0,167.66,1.51,24.08,"UH","M",-1.47511388575289,0.322705785598932
0,43.61,1.66,9.91,"H","L",1.20192547189283,1.14497823560764
0,84.63,1.91,14.62,"H","M",0.178751218545459,1.90161720697634
0,107.99,1.96,14.69,"H","M",-0.605347958027011,1.86417645348087
0,19.07,2.27,15.88,"UH","M",2.14542265766636,0.741661391722538
0,52.36,2.28,15.14,"UH","M",1.39239175391931,1.80544875408235
3.2,130.8,1.72,22.56,"UH","M",-1.12388343886298,1.30203149572102
0,81.94,1.88,20.46,"UH","M",0.263594857823087,1.86142895403752
0,124.67,1.95,18.73,"UH","M",-1.10925549501324,1.60376190464263
0,47.95,1.79,21.18,"UH","M",1.19890417316814,1.32918350259097
0,79.1,1.98,17.3,"UH","M",0.374408977119985,1.94427825113896
0,174.51,2.82,10.28,"H","M",-2.80706441027743,0.269795101055985
0,166.47,2.82,8.89,"H","L",-2.74173810624552,0.65975158716082
0,62,1.84,12.59,"H","M",0.863827675526039,1.62462357086043
0,109.57,2.28,10.1,"H","M",-0.76370484114707,2.14829116173961
4.7,17.81,1.78,16.88,"UH","M",1.69469532333384,0.544433431257125
0,52.02,1.73,18.1,"UH","M",1.06461842040997,1.36363030874346
0,34.68,1.73,23.9,"UH","M",1.42265288307503,0.984357035977452
0,41.73,1.67,18.53,"UH","M",1.24630390947814,1.11158740781799
1.4,57.57,1.96,24.45,"UH","M",1.05108686873056,1.65433261298392
0,69.83,1.98,18.4210277957337,"UH","M",0.682717380623454,1.85857390980145
0,56.47,1.89,18.4210277957337,"UH","M",1.04398597402319,1.57549778992001
12.8,115.04,1.62,18.4210277957337,"UH","M",-0.685666427052508,1.46774028724875
0,57.99,1.45,18.4210277957337,"UH","M",0.768597539290568,1.22953561257756
0,175.31,2.73,18.4210277957337,"UH","M",-2.72085906621412,0.223217252470335
0,154.57,2.51,18.4210277957337,"UH","M",-2.26680755363049,1.0778142301917
0.2,107.75,2.09,17.86,"UH","M",-0.637166384968542,1.99050722125445
4.5,118.49,1.42,20.95,"UH","M",-0.677347626069467,1.24803853845066
0.5,101.79,1.86,19.37,"UH","M",-0.380044879699027,1.82075970117271
0,101.81,1.81,16.56,"UH","M",-0.370447076900173,1.77168534543133
0.8,18.3,1.59,17.86,"UH","M",1.50958650945063,0.499248004988174
0,5.38,1.9,22.88,"UH","M",1.89163003250068,0.178145502725896
0,11.97,1.58,23.25,"UH","M",1.54564499974609,0.327691218618865
0,20.69,1.58,20.4,"UH","M",1.47809902113703,0.558232284729007
0,157.72,1.63,20.57,"UH","M",-1.50830765104107,0.617987079000022
0,118.68,1.94,17.51,"UH","M",-0.931039535656664,1.70198865538059
0,60.05,1.92,21.03,"UH","M",0.958548595151904,1.66360590006537
0,81.28,1.55,23.77,"UH","M",0.234989083750338,1.53208359123064
0,57.43,1.7,24.45,"UH","M",0.915160327020851,1.43264844810131
4.3,17,1.46,21.22,"UH","M",1.39620494370603,0.426862688895196
0,48.03,1.96,19.88,"UH","M",1.31073315366858,1.45725035593546
0.1,18.43,1.81,23.45,"UH","M",1.71716620072057,0.572223941392588
0,30.32,1.8,25.64,"UH","H",1.55379489236141,0.908692154952159
