Date,Time,PM2.5,lat,lon
2013-05-09,8:33:32,306,4.658730011,-74.05781379
2013-05-09,8:33:33,298,4.658680726,-74.05780499
2013-05-09,8:33:34,304,4.658677625,-74.05782368
2013-05-09,8:33:35,345,4.65867796,-74.05785629
2013-05-09,8:33:36,347,4.658669326,-74.05788009
2013-05-09,8:33:37,310,4.65865449,-74.05788747
2013-05-09,8:33:38,203,4.658638816,-74.05786064
2013-05-09,8:33:39,154,4.658627249,-74.05785235
2013-05-09,8:33:40,272,4.658621047,-74.05784396
2013-05-09,8:33:41,501,4.658616353,-74.05785033
2013-05-09,8:33:42,719,4.658611491,-74.05786416
2013-05-09,8:33:43,427,4.658606295,-74.05786953
2013-05-09,8:33:44,412,4.65860202,-74.05787984
2013-05-09,8:33:45,120,4.658599757,-74.05788034
2013-05-09,8:33:46,55,4.658598918,-74.05788059
2013-05-09,8:33:47,45,4.658599757,-74.05788043
2013-05-09,8:33:48,39,4.658601098,-74.05789752
2013-05-09,8:33:49,44,4.658603026,-74.05789115
2013-05-09,8:33:50,48,4.658604031,-74.05789048
2013-05-09,8:33:51,59,4.658605037,-74.05789015
2013-05-09,8:33:52,51,4.658606462,-74.05788805
2013-05-09,8:33:53,37,4.65860663,-74.05788663
2013-05-09,8:33:54,46,4.658607133,-74.05788453
2013-05-09,8:33:55,59,4.658607719,-74.05788185
2013-05-09,8:34:00,310,4.658604953,-74.05788956
2013-05-09,8:34:05,203,4.65858316,-74.05791555
2013-05-09,8:34:10,415,4.658531863,-74.05795234
2013-05-09,8:34:15,26,4.658486517,-74.05796299
2013-05-09,8:34:20,290,4.658439998,-74.05798403
2013-05-09,8:34:25,167,4.658358358,-74.05804656
2013-05-09,8:34:30,93,4.658278227,-74.05810498
2013-05-09,8:34:35,65,4.658195581,-74.05810372
2013-05-09,8:34:40,133,4.658086449,-74.05816248
2013-05-09,8:34:45,55,4.657964827,-74.05826314
2013-05-09,8:34:50,101,4.657832896,-74.05834797
2013-05-09,8:34:55,314,4.65770809,-74.05842676
2013-05-09,8:35:00,237,4.657599377,-74.05846079
2013-05-09,8:35:05,111,4.657484293,-74.05854779
2013-05-09,8:35:10,48,4.65737734,-74.05865852
2013-05-09,8:35:15,29,4.657296957,-74.05874854
2013-05-09,8:35:20,487,4.657206768,-74.05882113
2013-05-09,8:35:25,29,4.65711968,-74.05887217
2013-05-09,8:35:30,86,4.656999148,-74.05894778
2013-05-09,8:35:35,144,4.656856321,-74.05900938
2013-05-09,8:35:36,150,4.656830672,-74.05902875
2013-05-09,8:35:37,141,4.656817261,-74.05906663
2013-05-09,8:35:38,99,4.656788344,-74.05909739
2013-05-09,8:35:39,88,4.656768478,-74.05911692
2013-05-09,8:35:40,79,4.656738555,-74.05913277
2013-05-09,8:35:41,39,4.656716594,-74.05917325
2013-05-09,8:35:42,56,4.656672087,-74.05916344
2013-05-09,8:35:43,61,4.656636799,-74.05917224
2013-05-09,8:35:44,43,4.656603355,-74.05920217
2013-05-09,8:35:45,32,4.656575192,-74.05921197
2013-05-09,8:35:46,30,4.656549795,-74.05923352
2013-05-09,8:35:47,25,4.656530684,-74.05926185
2013-05-09,8:35:48,25,4.656503946,-74.05928892
2013-05-09,8:35:49,25,4.656478129,-74.05931088
2013-05-09,8:35:50,27,4.656452062,-74.05933175
2013-05-09,8:35:51,27,4.656427922,-74.05934734
2013-05-09,8:35:52,26,4.656404955,-74.05935774
2013-05-09,8:35:53,27,4.656382157,-74.05936805
2013-05-09,8:35:54,34,4.656358771,-74.05939068
2013-05-09,8:35:59,75,4.656248046,-74.05948338
2013-05-09,8:36:04,129,4.656121647,-74.05957349
2013-05-09,8:36:09,30,4.655999858,-74.05964867
2013-05-09,8:36:10,32,4.65597555,-74.05966376
2013-05-09,8:36:11,33,4.655953171,-74.0597076
2013-05-09,8:36:12,32,4.655942358,-74.05972126
2013-05-09,8:36:13,32,4.65592769,-74.05971833
2013-05-09,8:36:14,33,4.65589894,-74.05974783
2013-05-09,8:36:15,34,4.655874129,-74.05977524
2013-05-09,8:36:16,35,4.655845882,-74.05978614
2013-05-09,8:36:17,33,4.655825682,-74.05979427
2013-05-09,8:36:18,33,4.655798357,-74.05980952
2013-05-09,8:36:19,44,4.655776061,-74.05981849
2013-05-09,8:36:20,74,4.655759549,-74.05982478
2013-05-09,8:36:21,120,4.655750161,-74.05982964
2013-05-09,8:36:22,144,4.655745886,-74.05983425
2013-05-09,8:36:23,183,4.655746892,-74.05982754
2013-05-09,8:36:28,172,4.655679166,-74.05986736
2013-05-09,8:36:33,185,4.655559557,-74.05995268
2013-05-09,8:36:38,96,4.655456124,-74.06006953
2013-05-09,8:36:39,79,4.655433828,-74.0600873
2013-05-09,8:36:40,81,4.65540533,-74.06010456
2013-05-09,8:36:41,72,4.655387728,-74.06011404
2013-05-09,8:36:42,74,4.655369036,-74.06011529
2013-05-09,8:36:43,72,4.65534959,-74.06012937
2013-05-09,8:36:44,69,4.65533115,-74.06014379
2013-05-09,8:36:45,64,4.655317068,-74.06014672
2013-05-09,8:36:46,55,4.655303992,-74.06016064
2013-05-09,8:36:47,54,4.655287983,-74.06018193
2013-05-09,8:36:48,56,4.655268034,-74.06019073
2013-05-09,8:36:49,57,4.655243643,-74.06020389
2013-05-09,8:36:50,56,4.655223526,-74.06021764
2013-05-09,8:36:51,59,4.655205756,-74.06023063
2013-05-09,8:36:52,62,4.655185053,-74.06025007
2013-05-09,8:36:57,110,4.655073993,-74.06032576
2013-05-09,8:37:02,69,4.654932339,-74.0603722
2013-05-09,8:37:07,63,4.65479672,-74.06042794
2013-05-09,8:37:08,63,4.654761348,-74.06044194
2013-05-09,8:37:09,67,4.654729245,-74.06046675
2013-05-09,8:37:10,71,4.654689431,-74.06051293
2013-05-09,8:37:11,82,4.65464727,-74.06054939
2013-05-09,8:37:12,97,4.654610557,-74.06057613
2013-05-09,8:37:13,119,4.654585244,-74.06060019
2013-05-09,8:37:14,147,4.654554231,-74.06063304
2013-05-09,8:37:15,160,4.654530426,-74.06064939
2013-05-09,8:37:16,160,4.654499497,-74.06066288
2013-05-09,8:37:17,219,4.654472927,-74.06067789
2013-05-09,8:37:18,310,4.654441159,-74.0606913
2013-05-09,8:37:19,333,4.654409559,-74.06071099
2013-05-09,8:37:20,333,4.654380223,-74.06073044
2013-05-09,8:37:21,331,4.65435273,-74.06074863
2013-05-09,8:37:22,284,4.654330099,-74.0607602
2013-05-09,8:37:23,172,4.654302439,-74.06077939
2013-05-09,8:37:24,101,4.654282238,-74.06079607
2013-05-09,8:37:25,104,4.654260445,-74.06081015
2013-05-09,8:37:30,79,4.654160533,-74.06088484
2013-05-09,8:37:35,101,4.65404788,-74.06095977
2013-05-09,8:37:40,46,4.653873034,-74.06103177
2013-05-09,8:37:45,69,4.653707072,-74.06107058
2013-05-09,8:37:50,76,4.653556282,-74.06115792
2013-05-09,8:37:55,77,4.653406916,-74.06121114
2013-05-09,8:38:00,61,4.653266687,-74.06126512
2013-05-09,8:38:05,55,4.65315504,-74.06131198
2013-05-09,8:38:06,59,4.65313266,-74.06132136
2013-05-09,8:38:07,65,4.653136684,-74.06124693
2013-05-09,8:38:08,68,4.65306418,-74.06124744
2013-05-09,8:38:09,135,4.652989833,-74.06127334
2013-05-09,8:38:10,227,4.652950689,-74.06129873
2013-05-09,8:38:11,84,4.652936943,-74.06130267
2013-05-09,8:38:12,74,4.652939541,-74.06129924
2013-05-09,8:38:13,81,4.652926465,-74.06133117
2013-05-09,8:38:14,83,4.652920682,-74.06134257
2013-05-09,8:38:15,87,4.652915988,-74.06133478
2013-05-09,8:38:16,96,4.652908696,-74.06135162
2013-05-09,8:38:17,95,4.652901236,-74.06135456
2013-05-09,8:38:18,103,4.652894195,-74.06135204
2013-05-09,8:38:19,105,4.652887573,-74.06135472
2013-05-09,8:38:20,94,4.652888495,-74.0613559
2013-05-09,8:38:21,99,4.652888328,-74.06136646
2013-05-09,8:38:26,90,4.652881538,-74.06137073
2013-05-09,8:38:31,83,4.652865781,-74.06137769
2013-05-09,8:38:36,152,4.652855136,-74.06136889
2013-05-09,8:38:41,129,4.652853878,-74.0613616
2013-05-09,8:38:46,42,4.652865445,-74.06136738
2013-05-09,8:38:51,40,4.652826721,-74.06139278
2013-05-09,8:38:56,50,4.652738795,-74.06148087
2013-05-09,8:39:01,65,4.652622286,-74.06155145
2013-05-09,8:39:06,57,4.652514495,-74.06162085
2013-05-09,8:39:11,56,4.652425228,-74.06168204
2013-05-09,8:39:16,67,4.652329255,-74.06171875
2013-05-09,8:39:21,73,4.652231773,-74.06176946
2013-05-09,8:39:26,75,4.652179135,-74.06181866
2013-05-09,8:39:31,66,4.65213622,-74.06184926
2013-05-09,8:39:36,106,4.652121551,-74.06184708
2013-05-09,8:39:41,48,4.652132029,-74.06184079
