Oni_date,ONI,"ElNino Index 1,2_temp","ElNino Index 1,2_annomaly",WC_Tx_Muis,WC_Tn_Muis,WC_Ra_Muis,WC_Tx_Quin,WC_Tn_Quin,WC_Ra_Quin,WC_Tx_Pvie,WC_Tn_Pvie,WC_Ra_Pvie,WC_Tx_Chon,WC_Tn_Chon,WC_Ra_Chon,WC_Tx_Calc,WC_Tn_Calc,WC_Ra_Calc,WC_Tx_Guaq,WC_Tn_Guaq,WC_Ra_Guaq,WC_Tx_Mila,WC_Tn_Mila,WC_Ra_Mila,WC_Tx_Scru,WC_Tn_Scru,WC_Ra_Scru,WC_Tx_Scri,WC_Tn_Scri,WC_Ra_Scri,IN_Ta_Muis,IN_Tx_Muis,IN_Tn_Muis,IN_Ra_Muis,IN_Ta_Quin,IN_Tx_Quin,IN_Tn_Quin,IN_Ra_Quin,IN_Ta_Pvie,IN_Tx_Pvie,IN_Tn_Pvie,IN_Ra_Pvie,IN_Ta_Chon,IN_Tx_Chon,IN_Tn_Chon,IN_Ra_Chon,IN_Ta_Calc,IN_Tx_Calc,IN_Tn_Calc,IN_Ra_Calc,IN_Ta_Guag,IN_Tx_Guag,IN_Tn_Guag,IN_Ra_Guag,IN_Ta_Mila,IN_Tx_Mila,IN_Tn_Mila,IN_Ra_Mila,IN_Ta_Scru,IN_Tx_Scru,IN_Tn_Scru,IN_Ra_Scru,IN_Ta_Scri,IN_Tx_Scri,IN_Tn_Scri,IN_Ra_Scri,WC_Tn_Taba,WC_Tx_Taba,WC_Ra_Taba,WC_Tn_Quit,WC_Tx_Quit,WC_Ra_Quit,WC_Tn_Papa,WC_Tx_Papa,WC_Ra_Papa,WC_Tn_Izob,WC_Tx_Izob,WC_Ra_Izob,WC_Tn_Sier,WC_Tx_Sier,WC_Ra_Sier,IN_Ta_Taba,IN_Tx_Taba,IN_Tn_Taba,IN_Ra_Taba,IN_Ta_Quit,IN_Tx_Quit,IN_Tn_Quit,IN_Ra_Quit,IN_Ta_Papa,IN_Tx_Papa,IN_Tn_Papa,IN_Ra_Papa,IN_Ta_Izob,IN_Tx_Izob,IN_Tn_Izob,IN_Ra_Izob,IN_Ta_Sier,IN_Tx_Sier,IN_Tn_Sier,IN_Ra_Sier,WC_Tn_Lumb,WC_Tx_Lumb,WC_Ra_Lumb,WC_Tn_Yasu,WC_Tx_Yasu,WC_Ra_Yasu,WC_Tn_Glqz,WC_Tx_Glqz,WC_Ra_Glqz,WC_Tn_Tena,WC_Tx_Tena,WC_Ra_Tena,WC_Tn_Maca,WC_Tx_Maca,WC_Ra_Maca,WC_Tn_Sang,WC_Tx_Sang,WC_Ra_Sang,WC_Tn_Puyo,WC_Tx_Puyo,WC_Ra_Puyo,WC_Tn_Yanz,WC_Tx_Yanz,WC_Ra_Yanz,IN_Ta_Lumb,IN_Tn_Lumb,IN_Tx_Lumb,IN_Ra_Lumb,IN_Ta_Yasu,IN_Tn_Yasu,IN_Tx_Yasu,IN_Ra_Yasu,IN_Ta_Glqz,IN_Tm_Glqz,IN_Tx_Glqz,IN_Ra_Glqz,IN_Ta_Puyo,IN_Tn_Puyo,IN_Tx_Puyo,IN_Ra_Puyo,IN_Ta_Maca,IN_Tn_Maca,IN_Tx_Maca,IN_Ra_Maca,IN_Ta_Sang,IN_Tn_Sang,IN_Tx_Sang,IN_Ra_Sang,IN_Ta_Tena,IN_Tn_Tena,IN_Tx_Tena,IN_Ra_Tena,IN_Ta_Yanz,IN_Tn_Yanz,IN_Tx_Yanz,IN_Ra_Yanz
Jun-01,-0.10,22.28,-0.85,28.00,20.00,34.70,28.00,20.00,18.10,28.00,19.00,5.80,27.50,19.75,9.70,28.00,20.00,7.70,28.00,19.00,15.60,28.00,19.00,19.10,25.00,18.00,15.50,27.00,20.00,20.80,24.04347826,25.93478261,22.53043478,12,,,,,23.19,29.04333333,19.81666667,0.2,23.96551724,28.57241379,17.16551724,2.5,,,,,24.11428571,28.53571429,20.20714286,0,23.42068966,27.30689655,20.07241379,0,25.12580645,28.57096774,22.03548387,2.4,23.32333333,26.83666667,21.10333333,4.7,8.00000,20.00000,5.60000,7.00000,19.00000,4.90000,2.00000,11.00000,20.90000,4.00000,16.00000,8.80000,8.00000,18.00000,55.00000,15.09666667,21.87,9.236666667,13,15.35666667,21.63,8.53,8.5,,,,,12.01333333,18.70333333,5.876666667,38.2,,,,,18.00,26.00,156.30,20.00,28.00,319.30,16.00,26.00,152.40,17.00,26.00,156.90,14.00000,24.00000,214.39999,15.00000,24.00000,242.60001,15.00000,24.00000,241.50000,17.00000,27.00000,122.70000,,,,,23.94074074,21.06296296,28.2,211.6,21.80666667,17.95333333,25.63333333,311.6,19.88275862,16.58965517,25.15862069,473.6,,,,,21.044,16.1,26.5,418.5,,,,,,,,
Jul-01,-0.10,21.38,-0.58,28.00,20.00,40.30,28.00,20.00,40.40,29.00,19.00,4.90,28.50,19.50,8.80,29.00,20.00,5.60,28.00,19.00,10.50,28.00,19.00,13.50,24.00,17.00,13.40,26.00,19.00,11.60,24.04482759,26.68275862,22.37931034,24.2,,,,,23.65806452,29.69677419,20.04516129,0.2,24.31935484,29.33225806,17.00322581,2.4,,,,,23.88387097,28.20322581,20.33870968,0.5,23.08064516,26.58709677,20.10967742,0.5,23.39666667,26.61666667,20.45666667,1.9,22.49333333,26.06333333,20.31333333,21.8,8.00000,21.00000,5.60000,7.00000,20.00000,10.80000,2.00000,12.00000,64.50000,4.00000,17.00000,18.00000,8.00000,19.00000,128.20000,15.20333333,22.08,8.613333333,25.1,15.19354839,22.2483871,7.735483871,35,,,,,11.73225806,19.17096774,5.325806452,36.1,,,,,18.00,27.00,197.90,19.00,28.00,268.30,16.00,26.00,138.00,17.00,27.00,274.50,15.00000,24.00000,230.20000,16.00000,25.00000,276.60001,15.00000,24.00000,289.89999,17.00000,28.00000,111.90000,,,,,24.96333333,21.61,29.83,193.2,22.09677419,18.03870968,25.72258065,216.2,20.19666667,16.71333333,25.56,426.7,,,,,,,,,,,,,,,,
Aug-01,-0.10,20.16,-0.84,28.00,21.00,9.20,28.00,21.00,5.10,29.00,19.00,4.00,29.00,19.50,1.45,30.00,19.00,1.90,29.00,19.00,1.50,29.00,19.00,0.70,24.00,16.00,10.00,25.00,18.00,5.40,23.75517241,26.05862069,22.3137931,16.2,,,,,23.7483871,30.31612903,20.02903226,0,24.23333333,30,16.67666667,1.4,,,,,23.91666667,28.45333333,20.07,0,23.13,26.80333333,19.88666667,0,21.52258065,24.50645161,19.31612903,12.2,21.00645161,24.6483871,18.85483871,34.9,8.00000,22.00000,2.20000,8.00000,21.00000,2.90000,2.00000,12.00000,13.40000,5.00000,18.00000,4.70000,9.00000,20.00000,36.20000,16.07419355,21.48709677,9.935483871,0,16.2516129,23.01935484,8.780645161,0,,,,,12.33870968,19.89032258,5.696774194,12.4,,,,,18.00,28.00,83.70,20.00,30.00,226.50,17.00,27.00,70.90,18.00,28.00,81.40,15.00000,25.00000,114.70000,16.00000,26.00000,124.70000,16.00000,25.00000,129.50000,18.00000,29.00000,61.80000,,,,,25.17857143,21.34285714,30.25,134.8,21.67333333,17.18666667,25.93666667,82.4,20.42258065,16.31935484,26.09354839,227,,,,,21.22105263,15.84210526,26.81578947,208,,,,,,,,
Sep-01,-0.20,19.60,-1.13,28.00,20.00,16.40,28.00,20.00,13.30,29.00,18.00,3.30,28.75,19.00,2.70,30.00,19.00,2.20,29.00,19.00,1.30,29.00,19.00,3.40,24.00,16.00,8.40,25.00,17.00,6.10,23.44482759,25.78275862,21.65172414,21.8,,,,,23.86333333,30.80333333,19.53333333,0,24.13448276,30.7137931,16.57241379,1.2,,,,,24.44482759,29.83793103,20.24482759,0,23.8862069,28.36896552,20.11034483,0,21.27741935,24.4,19.31612903,17.6,20.89,24.7,18.6,1.6,8.00000,22.00000,11.30000,7.00000,20.00000,14.60000,2.00000,13.00000,20.30000,4.00000,17.00000,15.80000,9.00000,20.00000,48.90000,14.60666667,21.78,8.333333333,36,14.7862069,21.85517241,9.003448276,94.6,,,,,11.74666667,18.77666667,5.3,91.4,,,,,18.00,29.00,123.00,20.00,31.00,217.80,16.00,27.00,82.10,18.00,28.00,106.70,15.00000,26.00000,120.80000,16.00000,26.00000,151.20000,15.00000,26.00000,149.30000,17.00000,29.00000,69.70000,,,,,25.79333333,21.69,31.67666667,121.6,22.75517241,17.66896552,27.50344828,140.5,20.75,16.42666667,27.31333333,385.7,,,,,22.008,15.616,28.92,339.4,,,,,,,,
Oct-01,-0.30,19.88,-1.13,28.00,21.00,17.10,29.00,20.00,6.90,29.00,19.00,4.40,29.00,19.50,1.60,30.00,20.00,1.70,29.00,19.00,2.30,29.00,19.00,2.20,24.00,16.00,8.90,26.00,18.00,8.90,23.68064516,25.98709677,21.98064516,0.6,,,,,24.19354839,31.39032258,19.70645161,0,24.7516129,30.97419355,20.72258065,1.2,,,,,,,,,23.81612903,28.33870968,20.29677419,0.1,21.39666667,24.26,19.51666667,12.3,21.03870968,24.98709677,18.77096774,7.2,8.00000,21.00000,13.50000,7.00000,20.00000,12.70000,3.00000,14.00000,15.70000,5.00000,17.00000,11.80000,9.00000,20.00000,28.90000,16.22903226,24.44193548,8.774193548,28.8,16.23870968,23.98709677,9.993548387,9.3,,,,,13.2516129,20.99677419,6.025806452,7.9,,,,,19.00,29.00,124.00,21.00,31.00,259.20,17.00,28.00,58.80,18.00,29.00,75.50,16.00000,27.00000,79.40000,17.00000,27.00000,102.80000,16.00000,27.00000,105.90000,18.00000,29.00000,65.20000,,,,,26.76774194,22.38064516,32.81935484,120.9,23.98387097,19.04516129,28.64516129,163.8,21.83870968,17.42903226,28.01612903,584.5,,,,,22.85,16.76785714,29.86785714,548.8,,,,,,,,
Nov-01,-0.30,20.77,-0.89,28.00,21.00,31.00,28.00,20.00,36.60,30.00,19.00,9.20,29.50,19.50,5.65,30.00,20.00,3.90,29.00,20.00,13.60,30.00,20.00,12.90,25.00,17.00,10.60,27.00,19.00,11.80,23.5,25.45172414,22,4,,,,,24.59,30.92666667,20.57,2.1,24.73793103,30.24482759,21.35517241,3.9,,,,,,,,,25.02333333,29.60333333,21.21,0,21.96451613,24.64193548,20.15806452,14,22.19666667,26.23,19.99,6.1,8.00000,21.00000,50.40000,7.00000,20.00000,59.90000,3.00000,14.00000,68.90000,5.00000,17.00000,76.70000,9.00000,21.00000,102.80000,14.92666667,22.22,8.566666667,45.3,15.01785714,21.51428571,9.778571429,86.4,,,,,12.29666667,19.13666667,6.136666667,119,,,,,19.00,29.00,214.90,21.00,31.00,209.00,17.00,28.00,141.50,18.00,28.00,254.40,16.00000,27.00000,207.80000,17.00000,27.00000,343.60001,16.00000,26.00000,362.50000,18.00000,30.00000,124.70000,,,,,26.69,22.49666667,32.15666667,177.6,24.47,18.82,29.75333333,42.3,21.93333333,17.76,27.96333333,208.8,,,,,22.93846154,16.92307692,29.13461538,174.4,,,,,,,,
Dec-01,-0.30,21.79,-1.02,29.00,21.00,30.90,30.00,21.00,58.10,30.00,20.00,11.00,30.25,20.50,19.28,31.00,21.00,11.90,31.00,21.00,54.30,31.00,21.00,57.30,26.00,18.00,5.10,27.00,20.00,12.50,24.88666667,27.06333333,23,66.3,,,,,25.77096774,31.65483871,22.08709677,2.5,25.77241379,31.05862069,22.38275862,11.4,,,,,26.32903226,30.91612903,22.56774194,0.5,25.82580645,29.84516129,22.45806452,0.7,23.69666667,26.21666667,22.34333333,23,23.52258065,27.58064516,21.37419355,4.6,9.00000,21.00000,28.60000,8.00000,20.00000,38.90000,3.00000,14.00000,39.30000,5.00000,17.00000,47.80000,9.00000,20.00000,56.90000,15.31612903,22.81290323,9.625806452,37.4,15.27,21.64,10.41666667,118.1,,,,,12.59354839,18.95806452,7.306451613,192.6,,,,,19.00,29.00,160.60,21.00,31.00,157.70,17.00,28.00,139.90,18.00,29.00,165.70,16.00000,26.00000,122.40000,17.00000,27.00000,218.89999,16.00000,26.00000,219.20000,18.00000,29.00000,195.60001,,,,,26.02666667,22.69333333,30.90333333,381.7,24.24333333,19.59666667,29.16666667,114.1,21.71612903,18.14193548,27.31612903,453.8,,,,,22.74137931,17.39655172,29.36206897,463.7,,,,,,,,
Jan-02,-0.10,23.79,-0.78,29.00,22.00,126.70,29.00,21.00,144.70,30.00,21.00,42.60,29.50,21.00,103.97,31.00,21.00,82.60,30.00,22.00,141.70,30.00,21.00,179.50,28.00,20.00,9.70,29.00,21.00,12.60,25.57142857,28.38214286,23.19285714,144.8,,,,,26.46129032,32.06129032,22.40322581,60.9,26.4962963,31.56666667,22.37037037,111.5,,,,,27.67419355,32.28387097,23.62903226,73.5,26.96129032,31.26774194,23.33548387,57.1,24.69677419,27.33548387,23.22580645,35.4,25.53225806,29.66129032,23.25483871,9.1,8.00000,21.00000,25.50000,8.00000,20.00000,36.40000,3.00000,14.00000,45.10000,5.00000,17.00000,52.70000,9.00000,20.00000,45.30000,15.60322581,23.08709677,8.738709677,23.9,15.07333333,22.01666667,9.62,36.6,,,,,12.24516129,19.1483871,6.035483871,94,,,,,19.00,29.00,126.10,21.00,32.00,151.30,17.00,27.00,69.00,18.00,28.00,151.30,16.00000,26.00000,139.60001,17.00000,26.00000,208.60001,17.00000,26.00000,201.30000,18.00000,29.00000,76.40000,,,,,26.66451613,22.25806452,32.47419355,102.5,24.63793103,19.05517241,29.44137931,44,21.2,17.38709677,26.99354839,319.2,,,,,22.22068966,16.48275862,29.13793103,377.7,,,,,,,,
Feb-02,0.00,26.03,-0.07,30.00,23.00,269.40,30.00,22.00,347.20,31.00,22.00,117.80,30.50,21.50,293.02,31.00,22.00,219.80,31.00,23.00,241.00,31.00,22.00,287.70,29.00,20.00,54.70,30.00,22.00,101.40,26.08214286,29.74642857,23.71428571,345.1,,,,,26.06071429,30.64642857,23.12142857,233.7,26.3962963,30.67777778,23.22592593,430.2,,,,,26.336,30.172,23.344,448.2,25.89285714,29.75,23.17142857,590.2,26.34516129,29.28064516,24.91935484,15.3,26.65185185,30.90740741,23.95185185,117.1,9.00000,21.00000,85.00000,8.00000,20.00000,125.60000,3.00000,14.00000,104.50000,6.00000,17.00000,150.50000,10.00000,20.00000,128.60001,15.03928571,21.93928571,9.282142857,33.1,14.93571429,20.88928571,10.36071429,59.1,,,,,11.95,18.25,6.785714286,93.4,,,,,19.00,29.00,216.20,21.00,31.00,171.50,18.00,28.00,99.30,19.00,29.00,277.60,17.00000,26.00000,158.39999,18.00000,27.00000,295.29999,17.00000,26.00000,305.29999,19.00000,29.00000,120.30000,,,,,25.98928571,22.48928571,30.81428571,310.5,23.65,19.16153846,28.15769231,111.8,21.16666667,18.06666667,26.28518519,330.7,,,,,22.05714286,17.26071429,28.10714286,305.3,,,,,,,,
Mar-02,0.10,27.25,0.77,30.00,23.00,348.40,30.00,22.00,628.50,31.00,22.00,157.10,31.50,22.00,422.07,32.00,22.00,326.10,32.00,23.00,352.30,32.00,23.00,405.20,29.00,20.00,83.30,30.00,22.00,185.80,26.80322581,30.57741935,24.20645161,84.1,,,,,26.84193548,31.61935484,23.39032258,230.1,27.35,31.92,23.54666667,258,,,,,27.03448276,31.27586207,24.09655172,457.4,26.72258065,30.88387097,23.78387097,594,26.55,30.74642857,23.98214286,39.7,26.69666667,30.94666667,23.52,197.1,9.00000,21.00000,137.50000,8.00000,20.00000,197.39999,3.00000,14.00000,162.30000,6.00000,17.00000,221.39999,10.00000,20.00000,215.00000,14.99032258,21.6483871,10.01935484,26.7,14.99677419,20.88064516,10.5516129,123.1,,,,,12.24516129,18.2483871,7.567741935,201.4,,,,,19.00,29.00,343.20,21.00,31.00,243.50,18.00,28.00,231.20,19.00,29.00,505.40,16.00000,26.00000,224.50000,17.00000,27.00000,421.20001,17.00000,26.00000,458.79999,19.00000,29.00000,315.00000,,,,,25.65806452,22.44193548,30.79354839,267.5,23.4483871,18.96129032,27.50967742,123.8,20.91612903,17.79354839,26.12580645,443.5,,,,,22.12857143,17.21428571,28.65357143,310.2,,,,,,,,
Apr-02,0.20,26.35,0.82,30.00,23.00,307.50,31.00,22.00,545.50,32.00,22.00,106.60,31.50,22.00,296.43,32.00,22.00,210.10,32.00,23.00,268.60,32.00,23.00,333.40,29.00,21.00,167.10,30.00,22.00,324.50,26.66206897,30.05862069,23.65517241,183.5,,,,,26.39,31.18,23.11,132.3,27.12142857,31.74642857,23.225,121,,,,,27.22333333,31.26,24.36666667,458.9,26.57241379,30.6137931,23.67586207,265,26.85483871,31.13548387,23.99677419,28.3,26.4,30.48275862,23.30689655,321.5,10.00000,21.00000,170.10001,9.00000,20.00000,244.00000,4.00000,13.00000,179.10001,6.00000,17.00000,254.60001,10.00000,20.00000,332.60001,14.42,20.93333333,9.466666667,109.2,14.29,20.07333333,9.743333333,256.6,,,,,11.6,17.71333333,6.536666667,248,,,,,19.00,28.00,469.30,21.00,30.00,302.30,18.00,28.00,283.80,19.00,28.00,678.20,17.00000,26.00000,334.29999,18.00000,27.00000,602.79999,17.00000,26.00000,657.00000,19.00000,30.00000,288.70001,,,,,25.92333333,22.62333333,30.86666667,333.2,23.52068966,18.92068966,27.84827586,205.6,21.33,17.63333333,26.70333333,494.6,,,,,22.42666667,17.02333333,28.75,364.4,,,,,,,,
May-02,0.40,25.04,0.63,30.00,22.00,175.50,30.00,22.00,222.90,31.00,22.00,33.90,30.50,22.00,78.25,31.00,22.00,52.00,31.00,22.00,67.10,31.00,22.00,68.30,27.00,20.00,15.10,29.00,21.00,34.90,26.36129032,29.33870968,24.26129032,311.2,,,,,26.14516129,30.89032258,22.57419355,18.4,26.61290323,30.71612903,23.28387097,71.5,,,,,27.84444444,31.86666667,24.63333333,7.3,26.9483871,30.81935484,23.6516129,6.5,25.15666667,29.27333333,22.62333333,0.2,25.68064516,29.17741935,22.6516129,18.2,9.00000,21.00000,72.40000,9.00000,20.00000,110.00000,4.00000,13.00000,128.60001,6.00000,18.00000,133.00000,10.00000,20.00000,219.00000,15.66451613,21.45483871,10.54193548,32.9,15.45,21.225,10.38214286,133.1,,,,,12.45714286,18.68571429,7.010714286,117.9,,,,,19.00,28.00,345.20,22.00,30.00,346.70,18.00,28.00,177.30,19.00,28.00,489.30,17.00000,26.00000,252.80000,17.00000,27.00000,377.00000,17.00000,26.00000,436.70001,19.00000,30.00000,137.10001,,,,,25.6,22.58387097,30.45483871,378.7,23.39666667,18.98,27.57333333,149.1,,,,,,,,,22.44827586,17.79310345,27.74137931,275.6,,,,,,,,
Jun-02,0.70,23.51,0.38,28.00,21.00,68.80,28.00,21.00,54.40,29.00,20.00,7.40,28.50,20.50,17.33,29.00,20.00,11.90,29.00,20.00,11.90,29.00,20.00,14.20,25.00,18.00,13.30,27.00,20.00,17.70,25.23333333,27.6952381,23.33809524,181.6,,,,,24.59333333,29.73333333,20.99,0.9,25.15,29.72142857,21.48571429,4.2,,,,,25.53666667,29.97666667,21.92666667,0,25.06,29.37333333,21.61,5.8,23.20645161,26.98064516,20.61935484,0,23.74,27.37666667,20.85666667,4,8.00000,20.00000,12.20000,7.00000,20.00000,13.40000,2.00000,12.00000,42.20000,5.00000,17.00000,21.40000,9.00000,19.00000,87.40000,15.03666667,20.14333333,10.36333333,41.3,15.23666667,21.2,10.03333333,37.3,,,,,11.62,17.91333333,6.203333333,69.7,,,,,18.00,27.00,205.60,20.00,29.00,315.30,17.00,27.00,91.60,17.00,26.00,203.40,15.00000,25.00000,158.89999,16.00000,25.00000,202.30000,16.00000,25.00000,216.30000,18.00000,28.00000,70.40000,,,,,24.61666667,21.81,29.31333333,300.4,22.39655172,17.20344828,26.32068966,157.2,20.5,16.82758621,25.8137931,370.6,,,,,21.77142857,16.225,27.475,333.7,,,,,,,,
Jul-02,0.80,21.72,-0.23,28.00,21.00,43.60,28.00,21.00,44.40,29.00,19.00,5.00,28.50,20.00,9.10,29.00,20.00,5.80,28.00,20.00,9.80,28.00,19.00,12.30,24.00,17.00,17.60,26.00,19.00,15.30,24.51785714,27.18571429,22.84285714,58.3,,,,,24.16774194,29.39032258,21.13870968,0,24.77,29.12333333,21.57666667,8.6,,,,,24.76333333,29.17666667,21.47666667,0,24.40967742,28.29354839,21.31612903,0,22.47666667,26.00666667,19.93333333,3.7,22.07,25.45666667,19.74333333,7.8,8.00000,21.00000,6.10000,7.00000,20.00000,11.70000,2.00000,12.00000,68.90000,5.00000,17.00000,19.40000,9.00000,19.00000,133.80000,15.62580645,22.09354839,9.451612903,1.4,15.86774194,22.7516129,9.693548387,8.2,,,,,12.52903226,19.7,5.832258065,26.5,,,,,18.00,28.00,211.60,20.00,29.00,276.20,16.00,27.00,117.80,18.00,27.00,278.60,15.00000,24.00000,207.39999,16.00000,25.00000,256.79999,15.00000,24.00000,273.70001,17.00000,28.00000,94.20000,,,,,24.76774194,21.70322581,29.80322581,446.5,22.11923077,18.08846154,25.39230769,218,20.34,16.95333333,25.13,579.5,,,,,21.47931034,16.69655172,26.33103448,432.8,,,,,,,,
Aug-02,0.90,20.74,-0.26,28.00,21.00,11.10,28.00,21.00,7.40,30.00,19.00,3.40,29.50,20.00,1.13,30.00,20.00,1.50,29.00,20.00,1.20,29.00,19.00,0.40,24.00,16.00,22.20,25.00,18.00,12.30,23.63666667,26.05,22.11,2.9,,,,,23.53,29.88,19.94333333,0.2,24.12903226,29.29677419,20.81935484,7.1,,,,,24.43870968,29.24193548,20.43548387,0,23.85,28.31,20.38666667,0,22.08064516,25.71935484,20.03870968,11.1,21.5516129,25.16129032,19.26451613,13.7,8.00000,22.00000,3.00000,8.00000,21.00000,4.00000,2.00000,13.00000,14.70000,5.00000,18.00000,5.20000,9.00000,20.00000,32.10000,15.52333333,21.44333333,9.816666667,6.3,16.04193548,23.13548387,10.17741935,9.8,,,,,12.51935484,19.92580645,5.8,11.8,,,,,19.00,28.00,97.40,20.00,30.00,238.20,17.00,27.00,21.90,18.00,28.00,60.40,15.00000,26.00000,48.10000,16.00000,26.00000,54.00000,16.00000,26.00000,60.90000,18.00000,29.00000,21.00000,,,,,25.39354839,21.69354839,30.98387097,241.3,21.75806452,17.01290323,25.66774194,96.6,20.86129032,16.39354839,26.70322581,335.4,,,,,22.07,15.57,28.15,233.7,,,,,,,,
Sep-02,1.00,20.93,0.20,28.00,21.00,19.80,29.00,21.00,17.90,30.00,19.00,3.20,29.50,20.00,2.95,30.00,20.00,2.30,30.00,20.00,1.10,30.00,20.00,2.60,24.00,16.00,12.40,25.00,17.00,9.10,23.6862069,25.86206897,22.08965517,15.6,,,,,24.30666667,30.95666667,20.67,0,24.57,29.70666667,20.70666667,5.2,,,,,25.06333333,30.24,21.18333333,0,24.62666667,29.11,21.06333333,0,21.36129032,23.64193548,19.59677419,11.2,21.73666667,25.42666667,19.56666667,6.3,9.00000,22.00000,14.40000,8.00000,21.00000,19.50000,2.00000,14.00000,24.40000,5.00000,18.00000,20.00000,9.00000,21.00000,53.50000,15.74666667,22.88666667,8.566666667,9.9,16.04444444,23.51851852,9.225925926,19.1,,,,,12.61666667,20.37333333,5.45,22.9,,,,,19.00,29.00,130.70,20.00,31.00,227.00,17.00,28.00,46.70,18.00,29.00,106.60,16.00000,26.00000,87.30000,17.00000,27.00000,116.00000,16.00000,27.00000,119.90000,18.00000,30.00000,39.50000,,,,,26.26,21.96333333,31.90333333,193.6,23.24814815,17.24814815,28.25185185,88.4,21.25333333,16.62,27.41,269.7,,,,,22.46551724,15.84482759,29.02413793,170.9,,,,,,,,
Oct-02,1.20,21.39,0.37,29.00,21.00,74.40,29.00,21.00,56.80,30.00,20.00,13.80,29.50,20.50,11.15,30.00,21.00,8.70,30.00,20.00,3.80,30.00,20.00,4.80,24.00,16.00,5.50,26.00,18.00,5.50,24.83870968,27.16129032,23.14516129,51.1,,,,,24.70666667,30.46333333,21.82,1.5,25.26451613,29.67419355,21.73548387,25.7,,,,,25.35483871,29.82903226,21.72580645,2.3,24.79354839,28.81290323,21.77741935,5.3,21.13666667,22.94666667,19.68333333,11.5,22.66,26.21666667,20.22333333,4.4,10.00000,21.00000,77.90000,8.00000,20.00000,112.60000,4.00000,13.00000,100.60000,6.00000,17.00000,121.00000,10.00000,20.00000,148.20000,15.26451613,21.57096774,9.861290323,114.3,15.31612903,22.42258065,9.777419355,144.6,,,,,12.4516129,19.04516129,6.667741935,129.6,,,,,20.00,28.00,247.50,22.00,30.00,275.60,18.00,29.00,118.10,19.00,28.00,322.30,16.00000,27.00000,199.60001,17.00000,27.00000,330.89999,17.00000,27.00000,364.50000,19.00000,30.00000,106.80000,,,,,25.79354839,21.84193548,31.20967742,217.3,23.45862069,18.42758621,28.25172414,106.2,21.37,17.25,27.12,388.3,,,,,22.70322581,16.87096774,29,326.6,,,,,,,,
Nov-02,1.30,22.63,0.97,28.00,22.00,143.40,28.00,21.00,196.30,30.00,20.00,27.80,30.00,20.50,23.30,31.00,21.00,14.40,30.00,21.00,28.60,30.00,20.00,28.60,25.00,17.00,8.30,27.00,19.00,9.20,24.68214286,26.82857143,22.95357143,20.7,,,,,25.17666667,30.84,21.68666667,0.7,25.53571429,30.37142857,21.34642857,6,,,,,26.05333333,30.78666667,22.47,0,25.58333333,29.49666667,22.29333333,0,23.06129032,25.3516129,21.42903226,12,24.04,27.41666667,22.07666667,56,10.00000,20.00000,250.10001,9.00000,19.00000,317.29999,4.00000,13.00000,327.50000,6.00000,17.00000,387.79999,10.00000,20.00000,427.00000,14.58333333,20.66,9.51,80.7,14.87,21.13,9.336666667,95,,,,,12.01,17.8,6.99,185,,,,,21.00,28.00,624.80,23.00,30.00,227.00,18.00,29.00,283.60,19.00,28.00,912.20,16.00000,27.00000,370.20001,18.00000,27.00000,776.40002,17.00000,26.00000,903.50000,19.00000,30.00000,289.39999,,,,,26.14074074,22.07037037,31.51111111,142.9,23.04333333,18.97666667,27.69333333,147.4,21.33,17.55333333,27.05,330,,,,,22.16666667,17.03333333,28.1,365.3,,,,,,,,
Dec-02,1.10,23.91,1.10,29.00,22.00,89.00,30.00,23.00,197.30,31.00,21.00,26.40,30.50,21.00,58.77,31.00,21.00,34.20,31.00,22.00,54.80,32.00,22.00,66.20,26.00,18.00,25.90,27.00,20.00,68.10,25.26206897,27.60344828,23.35517241,197.7,,,,,25.4483871,30.54516129,22.19677419,31.7,25.82413793,30.02068966,21.66896552,120.6,,,,,26.99677419,31.32903226,23.30645161,12.2,26.23225806,30.06774194,22.89354839,55.9,23.03333333,25.11666667,21.54666667,20.2,25.12666667,28.88,22.93333333,25.6,10.00000,20.00000,86.90000,9.00000,20.00000,130.00000,4.00000,14.00000,119.40000,7.00000,17.00000,157.80000,11.00000,20.00000,155.89999,14.77419355,21.69354839,9.209677419,98.4,15.01666667,21.0375,10.32916667,138.1,,,,,12.63461538,18.23846154,7.307692308,193,,,,,21.00,28.00,290.20,23.00,30.00,156.40,18.00,29.00,93.10,20.00,29.00,407.20,17.00000,27.00000,175.30000,18.00000,27.00000,389.70001,17.00000,26.00000,418.70001,19.00000,30.00000,101.70000,,,,,26.31612903,22.32580645,31.83225806,156.9,24.06774194,19.83225806,28.56129032,92,21.14193548,18.18709677,26.04193548,375.8,,,,,22.4,17.93125,27.84375,179.4,,,,,,,,
