Oni_date,ONI,"ElNino Index 1,2_temp","ElNino Index 1,2_annomaly",WC_Tx_Muis,WC_Tn_Muis,WC_Ra_Muis,WC_Tx_Quin,WC_Tn_Quin,WC_Ra_Quin,WC_Tx_Pvie,WC_Tn_Pvie,WC_Ra_Pvie,WC_Tx_Chon,WC_Tn_Chon,WC_Ra_Chon,WC_Tx_Calc,WC_Tn_Calc,WC_Ra_Calc,WC_Tx_Guaq,WC_Tn_Guaq,WC_Ra_Guaq,WC_Tx_Mila,WC_Tn_Mila,WC_Ra_Mila,WC_Tx_Scru,WC_Tn_Scru,WC_Ra_Scru,WC_Tx_Scri,WC_Tn_Scri,WC_Ra_Scri,IN_Ta_Muis,IN_Tx_Muis,IN_Tn_Muis,IN_Ra_Muis,IN_Ta_Quin,IN_Tx_Quin,IN_Tn_Quin,IN_Ra_Quin,IN_Ta_Pvie,IN_Tx_Pvie,IN_Tn_Pvie,IN_Ra_Pvie,IN_Ta_Chon,IN_Tx_Chon,IN_Tn_Chon,IN_Ra_Chon,IN_Ta_Calc,IN_Tx_Calc,IN_Tn_Calc,IN_Ra_Calc,IN_Ta_Guag,IN_Tx_Guag,IN_Tn_Guag,IN_Ra_Guag,IN_Ta_Mila,IN_Tx_Mila,IN_Tn_Mila,IN_Ra_Mila,IN_Ta_Scru,IN_Tx_Scru,IN_Tn_Scru,IN_Ra_Scru,IN_Ta_Scri,IN_Tx_Scri,IN_Tn_Scri,IN_Ra_Scri,WC_Tn_Taba,WC_Tx_Taba,WC_Ra_Taba,WC_Tn_Quit,WC_Tx_Quit,WC_Ra_Quit,WC_Tn_Papa,WC_Tx_Papa,WC_Ra_Papa,WC_Tn_Izob,WC_Tx_Izob,WC_Ra_Izob,WC_Tn_Sier,WC_Tx_Sier,WC_Ra_Sier,IN_Ta_Taba,IN_Tx_Taba,IN_Tn_Taba,IN_Ra_Taba,IN_Ta_Quit,IN_Tx_Quit,IN_Tn_Quit,IN_Ra_Quit,IN_Ta_Papa,IN_Tx_Papa,IN_Tn_Papa,IN_Ra_Papa,IN_Ta_Izob,IN_Tx_Izob,IN_Tn_Izob,IN_Ra_Izob,IN_Ta_Sier,IN_Tx_Sier,IN_Tn_Sier,IN_Ra_Sier,WC_Tn_Lumb,WC_Tx_Lumb,WC_Ra_Lumb,WC_Tn_Yasu,WC_Tx_Yasu,WC_Ra_Yasu,WC_Tn_Glqz,WC_Tx_Glqz,WC_Ra_Glqz,WC_Tn_Tena,WC_Tx_Tena,WC_Ra_Tena,WC_Tn_Maca,WC_Tx_Maca,WC_Ra_Maca,WC_Tn_Sang,WC_Tx_Sang,WC_Ra_Sang,WC_Tn_Puyo,WC_Tx_Puyo,WC_Ra_Puyo,WC_Tn_Yanz,WC_Tx_Yanz,WC_Ra_Yanz,IN_Ta_Lumb,IN_Tn_Lumb,IN_Tx_Lumb,IN_Ra_Lumb,IN_Ta_Yasu,IN_Tn_Yasu,IN_Tx_Yasu,IN_Ra_Yasu,IN_Ta_Glqz,IN_Tm_Glqz,IN_Tx_Glqz,IN_Ra_Glqz,IN_Ta_Puyo,IN_Tn_Puyo,IN_Tx_Puyo,IN_Ra_Puyo,IN_Ta_Maca,IN_Tn_Maca,IN_Tx_Maca,IN_Ra_Maca,IN_Ta_Sang,IN_Tn_Sang,IN_Tx_Sang,IN_Ra_Sang,IN_Ta_Tena,IN_Tn_Tena,IN_Tx_Tena,IN_Ra_Tena,IN_Ta_Yanz,IN_Tn_Yanz,IN_Tx_Yanz,IN_Ra_Yanz
Aug-80,0.00,20.52,-0.48,28.00,20.00,20.20,28.00,20.00,21.20,29.00,18.00,4.10,28.50,19.00,2.30,29.00,19.00,2.40,29.00,19.00,1.30,28.00,19.00,0.50,23.00,15.00,8.40,24.00,17.00,4.50,,,,,,,,,24.20322581,31.06129032,19.72580645,0,,,,,,,,,,,,,23.95517241,28.86551724,19.10689655,0,21.98387097,23.82580645,19.48064516,4.5,,,,,8.00000,22.00000,6.90000,7.00000,21.00000,12.60000,1.00000,12.00000,39.50000,4.00000,18.00000,18.70000,8.00000,19.00000,77.20000,,,,,15.27241379,21.64827586,9.237931034,8,,,,,11.5516129,17.56129032,5.190322581,36.7,,,,,18.00,28.00,112.00,19.00,30.00,212.80,16.00,27.00,35.70,17.00,28.00,133.60,15.00000,25.00000,62.70000,16.00000,26.00000,97.40000,15.00000,25.00000,118.40000,17.00000,28.00000,38.10000,,,,,25.26538462,21.02307692,31.58076923,280.1,,,,,20.6,15.91935484,26.61612903,226.1,,,,,,,,,,,,,,,,
Sep-80,-0.10,20.43,-0.30,28.00,20.00,23.90,28.00,20.00,27.80,29.00,19.00,2.90,29.25,19.00,3.15,30.00,19.00,2.30,29.00,19.00,1.10,29.00,19.00,2.50,23.00,15.00,4.20,24.00,16.00,2.90,,,,,,,,,24.21,30.75666667,19.78333333,0,,,,,,,,,,,,,24.46428571,29.46428571,19.22857143,0,20.985,23.16,17.915,1.2,,,,,8.00000,22.00000,23.70000,7.00000,21.00000,34.70000,2.00000,13.00000,40.70000,4.00000,18.00000,34.60000,8.00000,20.00000,78.80000,,,,,15.56296296,22.27407407,9.411111111,11.9,,,,,12.29333333,19.05333333,5.936666667,63.4,,,,,18.00,29.00,133.50,20.00,31.00,202.60,17.00,28.00,45.00,18.00,29.00,152.10,15.00000,26.00000,65.90000,16.00000,27.00000,111.30000,15.00000,26.00000,129.39999,18.00000,29.00000,39.50000,,,,,26.05238095,21.73809524,32.27142857,119.9,,,,,21.05,16.67666667,26.96,386.8,,,,,,,,,,,,,,,,
Oct-80,0.00,20.52,-0.50,28.00,21.00,62.10,28.00,21.00,49.20,29.00,19.00,10.60,29.00,19.50,8.80,30.00,20.00,6.80,29.00,20.00,3.70,29.00,19.00,4.50,23.00,15.00,8.60,25.00,17.00,8.60,,,,,,,,,24.98387097,31.22903226,21.15483871,0.3,,,,,,,,,,,,,25.07037037,29.43333333,20.7,2.8,20.78666667,23,18.41333333,12.2,,,,,8.00000,21.00000,78.90000,7.00000,20.00000,109.50000,3.00000,13.00000,103.90000,5.00000,17.00000,114.70000,9.00000,20.00000,152.80000,,,,,14.76071429,21.175,9.364285714,101.4,,,,,12.07419355,17.57096774,6.638709677,216.4,,,,,19.00,29.00,265.20,21.00,30.00,273.10,17.00,28.00,136.80,18.00,28.00,336.50,16.00000,26.00000,181.39999,17.00000,27.00000,309.10001,16.00000,26.00000,350.89999,18.00000,29.00000,153.00000,,,,,25.76521739,22.37826087,31.59130435,257.7,,,,,21.02903226,17.60967742,26.01612903,428.4,,,,,,,,,,,,,,,,
Nov-80,0.10,21.24,-0.41,28.00,20.00,38.40,28.00,20.00,47.60,29.00,19.00,9.70,29.50,19.50,6.85,30.00,20.00,4.40,29.00,20.00,12.40,29.00,20.00,11.50,24.00,16.00,18.60,26.00,18.00,21.20,,,,,,,,,24.91666667,31.52666667,20.66,0,,,,,,,,,,,,,24.89310345,29.47586207,20.13448276,1,21.46071429,23.69642857,19.08214286,5.9,,,,,8.00000,20.00000,70.60000,7.00000,19.00000,85.20000,2.00000,14.00000,99.70000,5.00000,17.00000,105.60000,9.00000,20.00000,138.10001,,,,,13.99166667,19.93333333,8.379166667,72.4,,,,,11.38333333,16.92,5.813333333,172.1,,,,,19.00,28.00,247.70,21.00,31.00,208.10,17.00,28.00,183.90,18.00,28.00,316.00,16.00000,27.00000,181.00000,17.00000,27.00000,336.20001,16.00000,26.00000,371.00000,18.00000,30.00000,224.80000,,,,,26.688,22.82,32.736,76.3,,,,,21.04,17.2,26.62,387.9,,,,,,,,,,,,,,,,
Dec-80,0.00,22.41,-0.40,28.00,21.00,38.80,29.00,21.00,81.90,30.00,20.00,8.70,29.50,20.00,19.50,30.00,20.00,10.70,30.00,21.00,24.50,31.00,21.00,28.90,25.00,17.00,2.60,27.00,19.00,5.60,,,,,,,,,25.54482759,31.64482759,21.8862069,1,,,,,,,,,,,,,26.12,30.38333333,21.46666667,8.6,22.12962963,24.97037037,18.6,3.2,,,,,9.00000,20.00000,42.90000,8.00000,20.00000,59.00000,3.00000,14.00000,57.80000,5.00000,17.00000,69.70000,9.00000,20.00000,76.80000,,,,,14.33,20.82333333,9.363333333,63.8,,,,,11.64827586,17.43793103,6.334482759,76,,,,,19.00,28.00,188.70,21.00,31.00,151.70,17.00,28.00,89.10,18.00,28.00,204.40,16.00000,26.00000,89.70000,17.00000,27.00000,191.30000,16.00000,26.00000,207.10001,18.00000,29.00000,133.00000,,,,,26.58148148,22.1037037,32.58148148,131.8,,,,,21.30322581,17.28709677,27.10645161,435.9,,,,,,,,,,,,,,,,
Jan-81,-0.30,23.06,-1.50,29.00,22.00,185.90,29.00,21.00,231.50,30.00,21.00,57.60,30.00,21.00,162.75,31.00,21.00,122.70,30.00,22.00,147.70,30.00,21.00,191.50,27.00,19.00,13.20,28.00,20.00,17.90,24.71612903,27.22580645,21.50322581,91.9,,,,,25.92580645,31.87741935,21.61935484,49.8,,,,,,,,,,,,,26.34285714,30.97142857,21.49285714,121.6,24.06296296,26.58518519,20.6,31.6,,,,,9.00000,21.00000,37.10000,8.00000,20.00000,57.30000,3.00000,14.00000,66.90000,6.00000,18.00000,83.90000,9.00000,20.00000,62.50000,,,,,14.64193548,21.1516129,9.64516129,9.6,,,,,11.45483871,17.71612903,5.874193548,95.6,,,,,19.00,29.00,133.80,22.00,32.00,132.70,18.00,28.00,65.70,19.00,29.00,192.90,16.00000,26.00000,133.20000,17.00000,27.00000,229.60001,17.00000,26.00000,228.80000,19.00000,29.00000,75.50000,,,,,26.48333333,21.25333333,32.52666667,49.4,,,,,21.38387097,17.40967742,26.68064516,397.5,,,,,,,,,,,,,,,,
Feb-81,-0.50,24.93,-1.17,30.00,22.00,219.30,29.00,22.00,272.50,30.00,22.00,94.70,30.25,21.50,235.63,31.00,22.00,176.20,30.00,22.00,204.30,30.00,22.00,249.40,28.00,20.00,4.40,29.00,21.00,6.50,25.43571429,29.28571429,21.28571429,283.6,,,,,26.20714286,31.51785714,22.58571429,95.6,,,,,,,,,,,,,25.93636364,30.06818182,21.43636364,239.3,25.15416667,28.21666667,23.54583333,13.2,,,,,9.00000,20.00000,66.10000,8.00000,19.00000,96.30000,3.00000,13.00000,81.40000,6.00000,17.00000,117.90000,9.00000,20.00000,103.50000,,,,,14.52142857,20.48214286,10.05,108.6,,,,,11.64285714,17.06785714,6.828571429,168.2,,,,,19.00,28.00,185.30,21.00,31.00,172.50,17.00,27.00,89.00,18.00,28.00,223.50,16.00000,26.00000,138.60001,17.00000,26.00000,252.70000,17.00000,25.00000,259.10001,19.00000,29.00000,105.60000,,,,,,,,,,,,,20.53928571,17.63928571,25.39642857,421.2,,,,,,,,,,,,,,,,
Mar-81,-0.50,25.94,-0.55,30.00,23.00,231.00,30.00,22.00,417.70,31.00,22.00,107.30,30.50,21.50,280.47,31.00,22.00,217.60,31.00,23.00,253.60,31.00,22.00,324.90,29.00,21.00,45.00,30.00,22.00,99.60,26.19354839,31,22.14516129,99,,,,,26.89677419,33.27741935,22.23870968,39,,,,,,,,,,,,,27.18333333,31.66666667,22.92,314.5,26.776,29.628,24.2,20.5,,,,,9.00000,21.00000,103.60000,9.00000,20.00000,142.60001,4.00000,13.00000,123.60000,6.00000,17.00000,160.50000,10.00000,20.00000,171.89999,,,,,14.39285714,19.76428571,10.23928571,129.9,,,,,11.77419355,17.01290323,7.2,223.8,,,,,19.00,29.00,312.70,22.00,31.00,254.00,18.00,28.00,170.10,19.00,28.00,424.40,16.00000,26.00000,230.10001,17.00000,27.00000,399.70001,17.00000,26.00000,425.10001,19.00000,29.00000,179.60001,,,,,26.51481481,22.22962963,31.87407407,53.7,,,,,21.37096774,17.54193548,26.91935484,423.6,,,,,,,,,,,,,,,,
Apr-81,-0.40,24.81,-0.73,30.00,23.00,139.70,30.00,22.00,231.30,31.00,22.00,42.70,30.50,21.50,120.53,32.00,22.00,84.20,31.00,23.00,109.30,31.00,22.00,143.20,28.00,20.00,8.80,29.00,21.00,15.60,26,30.33,22,88.3,,,,,26.93333333,33.41,22.55333333,17.9,,,,,,,,,,,,,26.79615385,31.24230769,22.99615385,158.3,26.43703704,29.35185185,24.75925926,11.5,,,,,10.00000,20.00000,73.70000,9.00000,19.00000,102.50000,4.00000,13.00000,76.00000,6.00000,17.00000,107.90000,10.00000,19.00000,149.10001,,,,,14.74347826,20.94347826,9.97826087,132,,,,,11.84,17.31,7.043333333,240.9,,,,,19.00,28.00,272.10,21.00,30.00,309.10,18.00,28.00,115.30,19.00,28.00,314.70,17.00000,26.00000,165.00000,18.00000,26.00000,294.79999,17.00000,26.00000,318.20001,19.00000,29.00000,102.60000,,,,,25.436,21.836,30.16,227.7,,,,,21.20666667,17.51333333,26.32666667,544.7,,,,,,,,,,,,,,,,
May-81,-0.30,23.65,-0.77,29.00,22.00,79.00,29.00,22.00,100.70,30.00,21.00,7.10,29.50,21.00,20.95,30.00,21.00,12.40,30.00,22.00,13.60,30.00,21.00,14.40,26.00,19.00,1.50,28.00,20.00,2.30,25.87741935,30.25806452,22.06451613,2.3,,,,,25.45483871,32.54193548,20.43225806,0,,,,,,,,,,,,,24.89655172,29.17586207,20.57586207,0,25.45555556,28.44444444,23.44444444,4.7,,,,,9.00000,20.00000,42.10000,8.00000,19.00000,55.90000,3.00000,12.00000,64.50000,6.00000,17.00000,61.60000,10.00000,19.00000,105.60000,,,,,14.31923077,20.56538462,9.026923077,48.6,,,,,11.90322581,17.61290323,6.251612903,93.8,,,,,19.00,27.00,281.60,22.00,30.00,388.60,17.00,28.00,36.60,18.00,27.00,240.80,16.00000,26.00000,73.50000,17.00000,26.00000,130.60001,17.00000,25.00000,167.70000,18.00000,29.00000,36.00000,,,,,25.33571429,22.1,30.82857143,417.8,,,,,21.27096774,17.77096774,26.38387097,505.4,,,,,,,,,,,,,,,,
Jun-81,-0.30,22.49,-0.63,28.00,21.00,51.30,28.00,21.00,46.80,29.00,20.00,2.40,28.50,21.00,6.35,29.00,21.00,3.80,29.00,20.00,4.50,29.00,20.00,5.00,25.00,18.00,7.00,26.00,20.00,8.90,24.87666667,28.27666667,22.35,12.5,,,,,25.19333333,32.33666667,20.65666667,0,,,,,,,,,,,,,24.10714286,28.50714286,19.7,0.1,25.15833333,27.8,23.60416667,7.4,,,,,9.00000,20.00000,13.50000,8.00000,19.00000,13.30000,2.00000,12.00000,38.50000,5.00000,16.00000,18.50000,9.00000,18.00000,69.20000,,,,,14.40357143,20.62142857,8.589285714,25.6,,,,,11.65666667,17.39666667,5.876666667,76.8,,,,,19.00,27.00,185.60,20.00,29.00,326.40,17.00,27.00,44.00,18.00,26.00,156.20,16.00000,25.00000,45.60000,16.00000,25.00000,78.10000,16.00000,24.00000,102.80000,18.00000,28.00000,42.00000,,,,,24.71071429,21.75357143,29.26071429,325.1,,,,,20.40333333,17.48666667,25.09666667,497.2,,,,,,,,,,,,,,,,
Jul-81,-0.30,21.07,-0.89,28.00,21.00,95.70,28.00,20.00,108.00,29.00,19.00,9.00,28.50,20.00,19.75,29.00,20.00,12.00,28.00,20.00,14.50,28.00,19.00,20.50,24.00,16.00,4.90,25.00,18.00,4.00,24.69354839,26.96451613,22.5,81.6,,,,,24.64666667,30.73666667,20.85,0,,,,,,,,,,,,,24.22592593,28.45185185,19.67777778,1.9,24.06206897,26.07586207,22.76551724,4.2,,,,,8.00000,21.00000,15.60000,7.00000,20.00000,30.40000,2.00000,12.00000,175.80000,4.00000,17.00000,49.00000,9.00000,19.00000,326.79999,,,,,14.14137931,20.25862069,8.617241379,14.9,,,,,10.78387097,16.93225806,5.122580645,48.6,,,,,18.00,27.00,430.70,20.00,28.00,286.60,16.00,27.00,202.70,18.00,27.00,661.20,15.00000,24.00000,359.70001,16.00000,25.00000,489.60001,15.00000,24.00000,550.09998,17.00000,28.00000,173.50000,,,,,23.4125,19.97083333,28.54166667,206.9,,,,,19.13,15.95,23.9,530.9,,,,,,,,,,,,,,,,
Aug-81,-0.20,19.88,-1.13,27.00,20.00,22.70,28.00,21.00,27.80,29.00,19.00,3.60,28.50,19.00,1.80,29.00,19.00,1.90,29.00,19.00,1.30,28.00,19.00,0.50,22.00,14.00,3.60,24.00,16.00,1.90,24.02903226,26.40322581,21.96774194,15.6,,,,,,,,,,,,,,,,,,,,,23.59285714,27.97142857,19.06785714,0.2,23.47333333,25.29,22.37,7.5,,,,,8.00000,21.00000,10.60000,7.00000,20.00000,18.20000,2.00000,12.00000,57.40000,4.00000,17.00000,24.50000,9.00000,19.00000,105.80000,,,,,14.84482759,21.47586207,9.137931034,46.6,,,,,11.27096774,17.93870968,4.925806452,81.2,,,,,18.00,28.00,165.20,20.00,30.00,265.00,16.00,27.00,71.20,17.00,27.00,182.10,15.00000,25.00000,42.90000,16.00000,26.00000,69.40000,15.00000,25.00000,106.50000,17.00000,28.00000,110.10000,,,,,24.95,21.175,30.23928571,253.7,,,,,,,,,,,,,,,,,,,,,,,,
Sep-81,-0.20,19.93,-0.79,29.00,20.00,41.10,29.00,20.00,46.30,30.00,19.00,5.50,29.50,19.50,7.37,30.00,20.00,5.10,30.00,20.00,1.30,30.00,19.00,3.50,24.00,16.00,4.20,25.00,17.00,2.90,24.17333333,26.51666667,22.45333333,52.7,,,,,24.81481481,31.41851852,20.78518519,0.1,,,,,,,,,,,,,24.83571429,29.55357143,20.33214286,0,22.98965517,24.96206897,21.7137931,5.2,,,,,8.00000,22.00000,31.10000,7.00000,21.00000,50.90000,2.00000,13.00000,57.90000,5.00000,18.00000,57.20000,9.00000,20.00000,116.60000,,,,,15.20333333,21.80666667,8.976666667,38.6,,,,,11.84,18.49333333,5.313333333,40.9,,,,,19.00,29.00,158.30,20.00,31.00,201.90,17.00,28.00,47.90,18.00,29.00,213.90,15.00000,26.00000,122.40000,16.00000,27.00000,214.20000,16.00000,27.00000,230.20000,18.00000,29.00000,34.40000,,,,,25.28888889,20.65925926,31.2,170.6,,,,,20.52,15.64666667,26.60666667,351.1,,,,,,,,,,,,,,,,
Oct-81,-0.10,20.44,-0.57,29.00,21.00,48.50,29.00,21.00,35.00,30.00,20.00,8.10,29.50,20.00,6.40,30.00,20.00,5.00,30.00,20.00,3.10,30.00,20.00,3.50,23.00,15.00,20.50,25.00,17.00,20.80,24.61666667,26.82333333,23.06666667,13.9,,,,,,,,,,,,,,,,,,,,,24.60344828,29.40689655,20.01034483,1.2,23.38275862,25.64137931,21.47586207,6.1,,,,,9.00000,21.00000,50.80000,8.00000,20.00000,70.20000,3.00000,14.00000,63.40000,5.00000,18.00000,75.00000,9.00000,20.00000,89.60000,,,,,14.95925926,22.77407407,9.348148148,72.3,,,,,11.88387097,18.56774194,5.683870968,191.4,,,,,19.00,29.00,181.20,21.00,31.00,237.90,17.00,28.00,103.60,18.00,29.00,189.60,16.00000,27.00000,140.50000,17.00000,27.00000,225.20000,16.00000,27.00000,235.70000,18.00000,30.00000,114.60000,,,,,,,,,,,,,21.39354839,16.74193548,27.77096774,296.9,,,,,,,,,,,,,,,,
Nov-81,-0.20,21.19,-0.46,28.00,21.00,83.20,28.00,21.00,109.90,30.00,20.00,17.60,29.50,20.00,13.47,30.00,20.00,8.50,30.00,20.00,19.50,30.00,20.00,19.30,24.00,15.00,5.40,25.00,17.00,5.90,24.44137931,26.56896552,22.5,22.8,,,,,,,,,,,,,,,,,,,,,25.13103448,29.75517241,20.23103448,0.1,24.38064516,26.54193548,22.45483871,8.93,,,,,9.00000,20.00000,155.20000,8.00000,19.00000,188.60001,3.00000,14.00000,200.89999,5.00000,17.00000,229.30000,9.00000,20.00000,272.79999,,,,,14.24827586,20.76896552,9.434482759,83.4,,,,,11.47333333,17.88333333,6.21,161.7,,,,,19.00,28.00,528.50,22.00,31.00,233.70,17.00,29.00,195.20,18.00,28.00,614.50,16.00000,27.00000,317.29999,17.00000,27.00000,590.79999,17.00000,26.00000,667.50000,18.00000,30.00000,180.20000,,,,,,,,,,,,,21.48928571,17.06071429,27.73571429,371.2,,,,,,,,,,,,,,,,
Dec-81,-0.10,22.63,-0.18,29.00,22.00,72.90,30.00,22.00,162.10,31.00,21.00,20.70,30.50,20.75,46.90,31.00,21.00,26.80,31.00,21.00,54.80,31.00,21.00,65.70,27.00,18.00,92.40,28.00,20.00,246.50,24.95333333,28.32333333,22.84,198.4,,,,,26.05806452,32.50967742,21.7516129,8.4,,,,,,,,,,,,,26.31034483,31.13103448,21.15517241,33.5,25.77692308,27.96153846,23.73846154,27,,,,,9.00000,21.00000,75.20000,8.00000,20.00000,110.80000,3.00000,14.00000,104.30000,6.00000,18.00000,136.20000,10.00000,21.00000,144.89999,,,,,14.77777778,21.28888889,10.25925926,101.6,,,,,11.87419355,18.22580645,6.474193548,142.3,,,,,20.00,29.00,311.60,22.00,31.00,197.00,17.00,28.00,103.60,19.00,29.00,392.60,16.00000,27.00000,188.70000,17.00000,27.00000,397.00000,17.00000,26.00000,420.79999,18.00000,30.00000,122.00000,,,,,25.78214286,21.86071429,31.325,169.1,,,,,21.32,18.00666667,26.35,573.2,,,,,,,,,,,,,,,,
Jan-82,0.00,24.30,-0.26,29.00,22.00,258.00,29.00,22.00,357.70,31.00,22.00,64.90,30.25,21.50,192.65,31.00,22.00,140.40,31.00,22.00,172.10,31.00,22.00,220.70,27.00,19.00,15.00,28.00,21.00,20.60,25.68387097,29.37741935,23.19677419,268.4,24.96451613,29.32258065,21.53548387,272.7,26.64516129,32.55806452,22.31935484,20,,,,,,,,,,,,,26.31724138,30.69655172,21.85862069,127.7,26.27741935,28.74193548,23.83225806,508.62,,,,,9.00000,21.00000,65.40000,9.00000,20.00000,94.50000,3.00000,14.00000,107.30000,6.00000,17.00000,132.00000,10.00000,20.00000,98.00000,,,,,13.93,19.93666667,9.523333333,119.8,,,,,11.06129032,16.79032258,5.848387097,211.5,,,,,20.00,28.00,273.40,22.00,31.00,194.30,18.00,28.00,80.90,19.00,28.00,296.50,17.00000,26.00000,164.60001,18.00000,26.00000,290.60001,17.00000,26.00000,303.10001,19.00000,29.00000,85.00000,,,,,26.0137931,21.12068966,31.95172414,56.2,,,,,21.42222222,17.4037037,26.6962963,252.2,,,,,,,,,,,,,,,,
Feb-82,0.10,25.31,-0.79,30.00,23.00,177.60,30.00,22.00,240.40,31.00,23.00,51.90,30.50,22.00,144.45,31.00,22.00,100.30,31.00,23.00,116.20,31.00,23.00,144.00,29.00,20.00,24.90,30.00,22.00,45.10,25.775,29.55357143,23.425,577.2,25.61111111,30.12592593,21.8962963,220.4,27.55555556,33.46666667,23.1037037,6.5,,,,,,,,,,,,,26.68518519,31.13333333,22.13703704,122.6,27.29666667,30.61333333,24.1,315.9,,,,,10.00000,20.00000,69.20000,9.00000,20.00000,96.00000,4.00000,13.00000,82.10000,7.00000,17.00000,111.70000,11.00000,20.00000,102.00000,,,,,14.52592593,20.85555556,9.844444444,66.3,,,,,11.77142857,18.26785714,5.553571429,125.8,,,,,20.00,28.00,216.30,22.00,31.00,198.50,18.00,28.00,55.10,20.00,29.00,220.30,17.00000,26.00000,93.90000,18.00000,27.00000,196.10001,18.00000,26.00000,215.50000,19.00000,29.00000,60.20000,,,,,25.65416667,22.11666667,30.90833333,175.5,,,,,21.275,17.645,26.42,170.8,,,,,,,,,,,,,,,,
Mar-82,0.20,25.20,-1.29,30.00,23.00,135.00,30.00,22.00,246.20,31.00,23.00,33.40,31.25,22.00,100.80,32.00,23.00,71.20,31.00,23.00,92.40,31.00,23.00,115.60,30.00,21.00,2.80,31.00,22.00,4.10,,,,,25.644,30.128,22.012,250.8,27.51,33.82,22.75333333,28.4,,,,,,,,,,,,,27.07096774,31.90967742,22.6516129,30.8,27.65925926,31.03333333,23.65925926,91.9,,,,,10.00000,21.00000,66.30000,9.00000,20.00000,86.20000,4.00000,13.00000,74.50000,7.00000,17.00000,92.60000,10.00000,20.00000,101.90000,,,,,14.55333333,20.68333333,10.07666667,103.1,,,,,11.94516129,17.67096774,6.848387097,157,,,,,20.00,29.00,219.30,22.00,31.00,260.90,18.00,28.00,76.70,19.00,28.00,246.00,17.00000,26.00000,96.30000,18.00000,27.00000,189.20000,17.00000,26.00000,211.10001,19.00000,29.00000,75.90000,,,,,25.87407407,22.15185185,31.45185185,147.7,,,,,21.54285714,17.78928571,26.79285714,355.1,,,,,,,,,,,,,,,,
Apr-82,0.50,24.73,-0.81,30.00,23.00,110.70,30.00,22.00,185.50,31.00,22.00,28.70,31.00,22.00,79.35,32.00,22.00,55.60,31.00,23.00,95.90,31.00,22.00,121.70,29.00,21.00,6.80,30.00,22.00,11.60,26.15666667,30.78333333,23.85666667,815.8,25.60666667,29.80666667,21.81333333,233.8,27.18666667,33.43666667,22.32333333,6.5,,,,,,,,,,,,,26.72,31.42,22.27333333,27,27.825,31.2,24.08214286,190.1,,,,,10.00000,20.00000,66.90000,9.00000,19.00000,87.80000,4.00000,13.00000,67.30000,6.00000,17.00000,88.00000,10.00000,20.00000,129.60001,,,,,14.34615385,20.18461538,9.873076923,119.4,,,,,11.52142857,17.29285714,6.471428571,143.6,,,,,19.00,28.00,250.00,21.00,30.00,296.40,18.00,27.00,132.20,19.00,28.00,272.40,17.00000,26.00000,152.89999,17.00000,26.00000,252.60001,17.00000,26.00000,268.20001,19.00000,29.00000,113.20000,,,,,25.22962963,22.09259259,30.02222222,313.7,,,,,21.28928571,17.85,26.32857143,538.5,,,,,,,,,,,,,,,,
May-82,0.70,24.11,-0.31,29.00,22.00,90.30,29.00,22.00,116.70,31.00,21.00,11.40,30.00,22.00,27.95,31.00,22.00,17.60,31.00,22.00,32.30,30.00,22.00,32.00,28.00,20.00,1.50,29.00,22.00,2.30,25.59032258,30.62903226,23.32903226,405.8,25.425,29.26428571,21.96428571,175.7,25.80645161,31.65483871,21.80645161,9.7,,,,,,,,,,,,,26.19032258,30.41290323,21.67419355,7.8,27.36551724,30.65517241,23.87931034,392.6,,,,,9.00000,21.00000,45.70000,9.00000,20.00000,62.60000,4.00000,13.00000,74.50000,6.00000,17.00000,72.10000,10.00000,20.00000,127.50000,,,,,14.37741935,20.22258065,9.796774194,158.8,,,,,11.47419355,16.86451613,6.635483871,228.6,,,,,19.00,28.00,282.80,21.00,30.00,374.20,17.00,27.00,122.00,19.00,28.00,283.50,16.00000,26.00000,126.00000,17.00000,26.00000,184.80000,17.00000,25.00000,223.10001,19.00000,29.00000,120.10000,,,,,24.27666667,21.84,28.86333333,378.7,,,,,20.7862069,17.57241379,25.67931034,329.3,,,,,,,,,,,,,,,,
Jun-82,0.70,23.25,0.13,30.00,22.00,47.80,30.00,22.00,39.10,30.00,21.00,2.80,29.50,21.50,6.92,30.00,21.00,4.30,30.00,21.00,4.00,30.00,21.00,4.00,26.00,19.00,41.70,28.00,21.00,57.10,25.24,28.98333333,23.11666667,222.4,24.97333333,28.56666667,21.65333333,66.7,25.63793103,31.97586207,21.38275862,2.6,,,,,,,,,,,,,25.2,29.52333333,20.26666667,0.8,27.08064516,29.9516129,23.67096774,660.2,,,,,9.00000,22.00000,8.50000,8.00000,21.00000,9.60000,3.00000,13.00000,29.50000,6.00000,18.00000,14.30000,9.00000,20.00000,60.10000,,,,,15.28333333,21.18333333,8.773333333,5.5,,,,,11.83,18.26333333,5.386666667,31.9,,,,,19.00,28.00,87.80,21.00,30.00,254.90,18.00,27.00,65.30,18.00,28.00,135.80,16.00000,26.00000,32.00000,17.00000,26.00000,67.00000,16.00000,26.00000,89.30000,19.00000,29.00000,84.60000,,,,,24.9,21.37916667,30.1,137.9,,,,,20.53214286,16.95714286,25.81428571,366.9,,,,,,,,,,,,,,,,
