17,21,11,31,3,1,37,8,10,36,22,5,26,12,35,9,38,7,14,6,33,34,15,4,18,16,32,2,25,13,39,29,40,28,23,27,30,20,19,24
32,21,26,11,1,6,33,40,22,8,31,12,9,3,36,29,17,14,19,24,28,35,34,39,23,38,10,27,25,30,7,15,4,5,2,16,18,20,37,13
17,21,11,31,3,4,37,18,40,10,34,33,9,25,7,30,28,32,8,6,22,5,26,35,39,38,16,29,36,19,14,15,12,1,23,27,20,13,2,24
25,26,34,1,5,33,40,18,28,10,29,12,39,15,23,2,22,16,13,27,37,35,4,21,19,17,6,38,30,8,31,9,11,3,7,36,14,20,24,32
40,39,5,3,26,33,17,27,20,29,9,34,31,18,30,2,16,22,13,8,4,21,1,36,12,37,32,7,19,24,28,35,23,11,15,38,10,25,14,6
18,35,5,21,15,26,17,20,13,37,39,29,40,28,23,31,22,16,38,2,27,12,1,11,3,4,6,19,24,36,34,14,33,9,25,7,30,32,8,10
9,34,31,18,2,16,27,22,25,7,11,30,23,29,38,8,10,13,14,24,37,35,4,26,1,5,19,17,33,40,36,21,15,12,39,3,32,6,20,28
39,29,40,28,23,31,27,30,20,13,22,26,12,35,9,34,1,32,36,8,5,18,14,4,16,6,33,7,19,10,24,11,15,21,3,2,38,37,17,25
36,21,4,15,11,5,37,38,32,17,26,13,30,24,23,29,10,6,22,19,2,12,35,9,31,20,7,16,8,28,25,34,1,3,39,33,40,14,18,27
16,12,11,5,39,31,20,22,17,8,34,14,33,9,25,7,30,28,13,27,4,21,1,3,36,37,19,29,18,10,32,26,35,15,6,23,40,38,2,24
25,26,34,1,3,4,33,37,14,18,39,29,40,28,31,27,22,30,32,19,2,12,35,9,21,20,7,24,13,36,8,11,15,23,5,16,17,38,6,10
10,26,11,15,4,40,7,19,32,25,18,35,21,9,31,33,17,20,13,2,23,1,3,28,6,37,14,30,36,8,22,5,12,39,34,38,16,29,27,24
26,13,30,24,25,29,10,6,7,32,18,35,5,9,1,4,33,20,2,28,14,34,15,12,23,39,38,27,22,19,17,21,11,31,3,37,40,16,8,36
35,23,18,31,37,28,40,29,6,27,25,26,34,1,3,33,14,7,8,19,13,11,15,9,5,2,16,22,30,20,36,21,4,12,39,38,32,10,17,24
24,26,12,3,5,38,40,27,14,36,30,11,1,9,39,16,22,13,33,28,17,21,34,31,23,37,18,8,32,29,7,15,35,4,2,10,20,6,25,19
11,30,23,29,38,8,16,13,14,24,10,26,15,12,9,4,7,19,28,18,40,39,35,34,3,33,17,27,2,25,6,21,5,1,31,32,37,22,20,36
29,12,39,35,31,22,16,17,25,24,4,21,3,36,5,37,32,7,30,19,27,1,11,34,23,33,40,6,28,20,13,26,15,9,2,18,14,38,10,8
40,39,35,21,34,1,31,23,27,32,15,7,30,14,10,29,20,36,8,25,5,18,22,4,6,33,19,38,13,28,16,12,11,3,9,26,37,17,2,24
3,23,20,4,19,31,18,27,17,2,34,14,33,9,25,7,32,40,36,22,28,35,21,39,15,26,12,1,5,37,11,30,29,38,8,10,16,13,24,6
26,13,30,24,25,29,10,14,22,33,21,4,36,32,28,18,17,40,19,38,6,5,23,1,31,11,3,37,16,27,7,15,34,12,35,39,9,2,20,8
11,30,29,38,8,10,16,14,24,19,25,26,34,1,3,39,12,33,6,36,13,21,15,9,4,5,2,22,27,20,35,23,18,31,37,28,40,7,32,17
36,21,4,15,31,37,2,10,8,25,16,12,11,5,9,33,20,7,29,30,27,1,39,3,23,40,14,17,18,28,32,26,34,35,6,38,22,19,13,24
5,18,22,14,40,16,6,33,13,37,31,12,35,9,11,3,36,29,17,24,7,15,34,21,26,39,2,10,20,8,1,23,27,4,30,38,25,19,32,28
14,15,26,11,21,4,27,20,17,2,23,1,3,35,28,6,37,36,13,24,34,33,9,25,7,30,32,40,8,19,22,5,12,39,31,38,16,29,18,10
3,23,20,19,18,38,32,40,24,8,34,14,33,9,25,7,28,17,13,36,37,35,4,11,21,26,1,5,39,15,12,29,31,27,16,30,2,22,10,6
25,26,34,1,3,23,33,28,10,13,5,18,22,14,40,16,6,30,19,27,31,12,35,9,11,7,29,2,17,20,36,21,4,15,39,37,38,32,8,24
26,13,30,24,25,29,22,33,19,17,6,21,5,23,1,31,39,12,37,16,32,34,4,35,11,3,9,40,38,2,15,7,14,10,18,20,36,8,28,27
32,21,34,4,35,9,5,12,33,36,20,3,15,39,1,31,2,18,40,37,11,30,23,29,38,8,16,19,17,28,26,13,24,25,10,6,14,7,22,27
23,1,3,26,15,6,14,20,7,13,28,35,21,34,31,38,10,2,25,32,37,4,11,5,19,17,16,36,22,8,27,12,39,9,33,40,18,30,24,29
36,21,4,15,39,37,38,32,22,10,2,12,35,9,20,7,24,29,13,19,17,11,34,31,5,18,40,16,8,27,25,26,1,3,23,33,14,28,6,30
28,35,34,39,23,31,10,2,27,25,18,5,9,15,1,33,17,20,37,8,22,26,12,11,3,38,16,29,40,14,21,4,30,36,32,7,6,13,19,24
34,14,9,25,7,30,28,40,13,36,2,12,35,1,31,39,20,24,29,38,6,26,21,23,32,3,37,27,8,22,33,5,15,11,4,18,16,17,19,10
35,23,18,31,37,28,40,2,16,25,15,7,30,14,10,29,20,8,13,24,4,21,1,36,5,9,32,19,33,27,38,11,3,12,26,39,34,22,17,6
26,30,24,25,23,29,10,6,7,19,18,35,5,9,1,3,33,17,20,27,36,21,4,31,12,37,38,32,22,8,13,11,15,34,39,2,14,16,40,28
20,3,15,21,31,2,14,37,6,36,10,26,11,12,9,40,7,19,28,13,1,23,27,4,30,18,38,25,29,8,33,34,5,39,35,16,32,17,22,24
3,20,4,19,31,18,29,27,16,17,28,35,21,39,15,5,38,10,2,22,23,1,11,12,26,6,37,36,13,8,34,14,33,9,25,7,30,32,40,24
11,30,23,29,38,8,10,13,19,20,24,26,15,21,3,2,37,14,17,6,9,34,31,18,4,16,27,32,25,33,22,5,12,35,39,1,40,7,36,28
38,11,1,21,4,14,22,36,32,28,16,12,5,3,39,33,17,30,8,6,24,26,15,31,23,37,40,27,18,10,2,35,9,34,20,7,29,13,19,25
18,35,5,9,1,33,20,13,29,24,7,15,12,26,4,2,16,22,6,32,17,21,11,31,3,37,40,8,14,36,28,34,39,23,38,10,27,25,19,30
30,26,11,12,9,5,35,37,22,33,20,3,15,34,39,2,16,14,40,8,21,4,36,32,28,7,6,13,17,24,1,23,27,18,31,38,25,19,10,29
6,26,21,23,1,31,32,37,8,22,15,7,30,14,10,29,20,36,25,19,18,35,5,9,3,39,17,13,38,28,33,34,12,11,4,16,27,40,2,24
6,26,5,23,31,16,27,7,8,29,33,34,15,12,39,18,2,25,14,28,37,35,4,1,9,19,17,36,30,24,32,21,11,3,40,38,22,20,10,13
37,35,4,23,1,31,19,17,33,36,26,30,25,29,10,6,14,7,22,32,24,11,15,12,3,39,38,16,27,28,13,21,34,9,5,2,18,40,20,8
38,1,21,5,26,4,9,22,17,37,20,3,15,34,39,2,35,18,40,6,11,30,23,8,10,16,13,24,32,36,12,29,31,27,19,7,14,33,28,25
6,26,21,1,31,32,37,8,22,36,7,15,12,35,39,9,2,10,24,30,3,23,20,4,19,25,29,38,17,13,33,34,5,11,18,16,27,40,14,28
21,4,30,36,32,7,6,13,19,24,31,12,9,3,1,5,2,17,20,10,35,23,18,37,28,40,16,25,38,8,29,39,11,26,15,34,22,14,33,27
12,29,31,27,19,23,30,2,17,24,34,14,33,9,25,7,28,32,20,8,36,21,4,15,11,39,35,1,26,3,5,18,22,40,16,6,38,10,13,37
24,26,15,31,39,35,2,40,17,7,19,12,3,5,4,37,33,32,6,36,30,21,1,34,9,16,22,27,20,28,11,23,29,38,8,10,13,14,18,25
26,13,24,25,10,6,14,33,34,5,21,4,36,32,7,18,17,20,15,3,39,29,40,28,31,27,22,2,35,1,11,30,23,38,8,16,19,37,9,12
8,11,26,34,9,23,16,17,6,19,40,39,35,5,21,1,33,27,32,25,29,12,3,31,4,2,22,38,37,24,15,7,30,14,10,18,20,36,13,28
5,18,22,14,4,16,6,33,7,13,19,12,3,21,1,9,37,10,38,20,39,29,40,28,23,31,27,30,32,25,8,11,15,26,34,35,17,2,36,24
13,26,21,34,9,2,18,10,27,29,23,1,35,28,6,37,30,7,36,24,38,11,12,5,4,14,22,17,8,19,20,3,15,39,31,16,40,32,33,25
7,15,21,35,4,39,20,22,6,37,11,30,23,29,38,8,13,14,24,28,10,26,12,1,5,3,40,19,17,36,9,34,31,18,2,16,27,32,25,33
24,26,11,21,31,2,38,27,17,32,23,1,3,35,28,6,37,30,36,13,25,34,15,4,9,40,14,18,10,8,16,12,5,39,33,20,22,7,29,19
32,21,26,11,15,39,1,5,12,6,34,14,33,9,25,7,30,17,13,8,35,23,18,31,37,28,40,2,22,36,3,20,4,19,29,38,27,16,24,10
13,26,11,15,9,2,14,16,30,8,3,23,20,4,19,18,25,29,27,24,40,39,35,5,31,33,17,10,37,28,32,21,34,1,12,6,38,22,36,7
36,21,4,15,11,37,32,2,10,8,31,12,35,9,3,7,6,17,18,24,22,5,26,34,1,38,16,14,13,33,39,29,40,28,23,27,30,20,19,25
23,1,3,11,26,39,6,14,36,13,12,29,31,27,19,16,30,10,38,33,2,9,15,21,34,20,4,5,24,8,35,18,37,28,40,7,22,32,25,17
18,35,5,9,3,33,20,13,7,29,40,39,21,34,31,17,10,32,22,14,1,23,27,4,30,38,25,6,19,28,8,11,15,26,12,16,2,36,37,24
24,26,11,15,21,23,2,37,17,6,25,34,1,3,4,33,40,14,18,8,22,5,35,39,9,38,32,30,36,13,12,29,31,27,19,16,7,10,28,20
32,26,34,35,39,6,33,40,38,27,7,15,12,31,5,2,16,10,22,25,21,4,30,36,28,18,13,17,19,24,23,1,3,11,9,37,14,20,8,29
14,34,15,5,26,23,20,37,25,29,27,12,1,39,4,33,40,6,7,19,38,11,21,3,35,22,17,36,28,8,9,31,18,30,2,16,32,13,10,24
32,21,34,15,39,6,33,40,22,10,24,26,11,5,23,2,38,16,27,28,4,1,3,36,37,30,19,18,25,13,31,12,35,9,7,29,17,14,20,8
13,26,11,15,9,5,3,14,10,20,35,23,18,37,28,40,2,22,25,6,12,29,31,27,19,16,7,30,33,24,36,21,4,34,39,1,38,32,17,8
19,12,3,1,4,37,10,40,18,28,8,11,15,34,9,17,2,38,36,30,16,5,35,39,33,20,22,7,29,13,6,26,21,23,31,32,27,14,25,24
7,15,34,12,31,2,16,18,20,22,24,26,11,3,5,38,40,14,17,6,4,21,1,36,37,32,30,19,29,13,28,35,39,23,9,10,27,33,25,8
35,23,18,31,37,28,40,16,32,25,15,7,30,14,10,20,36,8,13,24,19,12,3,21,5,1,34,33,38,27,29,39,11,26,4,9,2,22,17,6
17,21,11,26,1,38,40,8,10,30,35,23,18,31,37,28,16,7,32,24,14,34,15,5,4,27,20,33,25,13,29,12,39,3,9,2,22,36,6,19
37,35,4,23,9,19,6,36,30,25,17,21,11,31,3,18,16,8,14,24,22,5,26,12,15,38,29,32,7,13,40,39,34,1,33,10,27,2,20,28
21,4,30,32,28,7,6,13,17,24,1,23,27,18,38,25,19,10,40,29,36,15,11,31,12,5,35,37,22,8,20,3,34,39,26,2,9,16,14,33
30,26,21,34,39,16,22,38,27,13,8,11,15,9,31,17,2,36,18,25,23,1,3,35,28,6,14,20,7,24,19,12,5,4,37,10,33,40,32,29
26,13,24,25,10,6,7,22,32,18,14,34,15,5,12,1,9,27,20,33,11,30,23,29,38,8,16,19,17,28,36,21,4,31,39,35,3,37,2,40
8,11,15,34,5,39,16,17,2,19,26,13,24,25,29,10,14,7,32,18,23,1,3,35,28,6,37,20,36,40,30,21,12,9,4,31,22,38,27,33
11,30,38,8,10,13,14,24,19,17,1,23,27,4,18,25,6,2,34,37,39,29,40,28,31,22,32,20,33,36,16,12,5,35,3,21,9,26,15,7
2,12,9,1,31,20,7,24,40,32,14,34,15,5,26,3,27,37,17,6,11,30,23,29,38,8,16,13,19,18,28,35,21,39,4,10,33,25,22,36
19,12,3,5,4,31,37,16,33,8,14,34,15,1,23,35,38,27,20,17,13,11,21,9,39,2,18,40,22,36,26,30,24,25,29,10,6,7,32,28
13,26,15,34,9,2,18,14,22,20,19,12,3,5,39,10,16,33,6,8,24,11,31,23,35,38,40,27,17,28,4,21,1,36,37,32,7,30,29,25
8,11,15,26,9,39,16,2,22,20,17,21,34,31,35,37,40,10,14,29,1,23,27,30,18,38,25,6,28,13,4,3,36,12,5,32,7,19,33,24
40,35,5,21,3,26,17,10,2,37,27,12,1,11,15,4,18,6,19,24,34,14,33,9,25,7,30,32,13,8,39,29,28,23,31,22,16,20,38,36
1,23,27,4,25,6,2,19,32,20,35,18,31,37,28,40,16,7,22,36,11,30,29,38,8,10,13,14,24,17,33,34,26,5,15,12,39,3,21,9
18,35,5,21,9,4,33,17,13,27,25,26,34,1,3,23,40,37,28,6,29,12,39,11,31,2,22,16,38,24,15,7,30,14,10,20,36,8,19,32
14,34,15,21,23,27,20,33,25,13,38,11,1,3,4,17,37,36,28,8,10,26,12,9,31,40,7,19,18,2,22,5,35,39,16,29,32,30,6,24
