Fecha_Hora,Kennedy,Puente_Aranda,Suba,Usaquen,Dias_lluvia,Int_lluvia
17/09/2014 02:00,0,0,0,0,NO,Ausente
17/09/2014 03:00,0,0,0,0,NO,Ausente
17/09/2014 04:00,0,0,0,0,NO,Ausente
17/09/2014 05:00,0,0,0,0,NO,Ausente
17/09/2014 06:00,0,0,0,0,NO,Ausente
17/09/2014 07:00,0,0,0,0,NO,Ausente
17/09/2014 08:00,0,0,0,0,NO,Ausente
17/09/2014 09:00,0,0,0,0,NO,Ausente
17/09/2014 10:00,0,0,0,0,NO,Ausente
17/09/2014 11:00,0,0,0,0,NO,Ausente
17/09/2014 12:00,0,0,0,0,NO,Ausente
17/09/2014 13:00,0,0,0,0,NO,Ausente
17/09/2014 14:00,0,0.1,0,0,SI,Llovizna
17/09/2014 15:00,0,0.1,0,0,SI,Llovizna
17/09/2014 16:00,0.6,0.1,0,0,SI,Fuerte
17/09/2014 17:00,0,0,0,0,NO,Ausente
17/09/2014 18:00,0,0,0,0,NO,Ausente
17/09/2014 19:00,0,0,0,0,NO,Ausente
17/09/2014 20:00,0,0,0,0,NO,Ausente
17/09/2014 21:00,0,0,0,0,NO,Ausente
17/09/2014 22:00,0,0.1,0.2,0.7,SI,Fuerte
17/09/2014 23:00,0.3,0.2,1.5,0.8,SI,Fuerte
18/09/2014 00:00,0.1,0.1,0.1,0.1,SI,Moderada
18/09/2014 01:00,0,0,0.1,0,SI,Llovizna
18/09/2014 02:00,0,0,0,0,NO,Ausente
18/09/2014 03:00,0,0,0,0,NO,Ausente
18/09/2014 04:00,0,0,0,0,NO,Ausente
18/09/2014 05:00,0,0,0,0,NO,Ausente
18/09/2014 06:00,0,0,0,0,NO,Ausente
18/09/2014 07:00,0,0,0,0,NO,Ausente
18/09/2014 08:00,0,0,0,0,NO,Ausente
18/09/2014 09:00,0,0,0,0,NO,Ausente
18/09/2014 10:00,0,0,0,0,NO,Ausente
18/09/2014 11:00,0,0,0,0,NO,Ausente
18/09/2014 12:00,0,0,7.2,1.3,SI,Fuerte
18/09/2014 13:00,0,0,0,0.5,SI,Fuerte
18/09/2014 14:00,0,0,0.4,0.5,SI,Fuerte
18/09/2014 15:00,0,0,0,0,NO,Ausente
18/09/2014 16:00,0,0,0,0,NO,Ausente
18/09/2014 17:00,0,0,0.3,0,SI,Moderada
18/09/2014 18:00,0,0,0,0,NO,Ausente
18/09/2014 19:00,0,0,0,0,NO,Ausente
18/09/2014 20:00,0,0,0,0,NO,Ausente
18/09/2014 21:00,0,0,0,0,NO,Ausente
18/09/2014 22:00,0,0,0,0,NO,Ausente
18/09/2014 23:00,0,0,0,0,NO,Ausente
19/09/2014 00:00,0,0,0,0,NO,Ausente
19/09/2014 01:00,0,0,0,0,NO,Ausente
19/09/2014 02:00,0,0,0,0,NO,Ausente
19/09/2014 03:00,0,0,0,0,NO,Ausente
19/09/2014 04:00,0,0,0,0,NO,Ausente
19/09/2014 05:00,0,0,0,0,NO,Ausente
19/09/2014 06:00,0,0,0,0,NO,Ausente
19/09/2014 07:00,0,0,0,0,NO,Ausente
