EMISION,Total,Mediana,Media,Max,Count,Grupo
2023-11-07,1955,2.0,7.433460076045628,60.0,263,HO
2023-11-08,1866,4.0,8.481818181818182,50.0,220,HO
2023-11-09,2481,10.0,10.51271186440678,150.0,236,HO
2023-11-10,1830,6.0,8.433179723502304,160.0,217,HO
2023-11-11,1527,5.0,7.597014925373134,60.0,201,HO
2023-11-12,0,0.0,0.0,0.0,0,HO
2023-11-13,2261,3.0,10.615023474178404,130.0,213,HO
2023-11-14,2238,10.0,11.65625,100.0,192,HO
2023-11-15,1916,4.0,10.191489361702128,100.0,188,HO
2023-11-16,2309,4.0,8.846743295019158,50.0,261,HO
2023-11-17,2907,5.0,10.128919860627178,140.0,287,HO
2023-11-18,1349,8.0,8.484276729559749,37.0,159,HO
2023-11-19,0,0.0,0.0,0.0,0,HO
2023-11-20,1724,4.0,6.456928838951311,50.0,267,HO
2023-11-21,2635,5.0,11.506550218340612,100.0,229,HO
2023-11-22,2362,6.0,9.640816326530611,50.0,245,HO
2023-11-23,2478,6.0,9.280898876404494,50.0,267,HO
2023-11-24,2461,4.0,8.696113074204947,100.0,283,HO
2023-11-25,1784,5.0,8.831683168316832,70.0,202,HO
2023-11-26,0,0.0,0.0,0.0,0,HO
2023-11-27,2229,4.0,9.995515695067265,100.0,223,HO
2023-11-28,3528,4.0,12.422535211267606,155.0,284,HO
2023-11-29,1748,4.0,7.5344827586206895,65.0,232,HO
2023-11-30,2919,6.0,10.973684210526315,70.0,266,HO
2023-12-01,2032,4.0,7.553903345724907,35.0,269,HO
2023-12-02,1901,7.0,8.800925925925926,40.0,216,HO
2023-12-03,0,0.0,0.0,0.0,0,HO
2023-12-04,2552,5.0,10.502057613168724,100.0,243,HO
2023-12-05,2563,4.0,9.32,80.0,275,HO
2023-12-06,3224,4.0,10.4,250.0,310,HO
2023-12-07,2425,6.0,10.232067510548523,110.0,237,HO
2023-12-08,0,0.0,0.0,0.0,0,HO
2023-12-09,1981,10.0,10.650537634408602,50.0,186,HO
2023-12-10,0,0.0,0.0,0.0,0,HO
2023-12-11,4425,5.5,14.366883116883116,300.0,308,HO
2023-12-12,3422,4.0,12.580882352941176,200.0,272,HO
2023-12-13,3726,6.0,12.804123711340207,120.0,291,HO
2023-12-14,3382,10.0,11.161716171617162,88.0,303,HO
2023-12-15,3565,5.0,11.426282051282051,200.0,312,HO
2023-12-16,2644,10.0,11.963800904977376,60.0,221,HO
2023-12-17,0,0.0,0.0,0.0,0,HO
2023-12-18,3228,6.0,9.932307692307692,100.0,325,HO
2023-01-03,593,2.0,5.112068965517241,42.0,116,PO
2023-01-04,1445,2.0,8.450292397660819,100.0,171,PO
2023-01-05,1476,2.0,6.024489795918368,220.0,245,PO
2023-01-06,1245,2.0,4.430604982206406,50.0,281,PO
2023-01-07,513,2.0,4.310924369747899,80.0,119,PO
2023-01-08,0,0.0,0.0,0.0,0,PO
2023-01-09,741,1.0,6.387931034482759,70.0,116,PO
2023-01-10,921,2.0,5.829113924050633,80.0,158,PO
2023-01-11,1306,3.0,7.2555555555555555,50.0,180,PO
2023-01-12,809,2.0,4.148717948717949,25.0,195,PO
2023-01-13,1050,2.0,4.838709677419355,100.0,217,PO
2023-01-14,1021,4.0,7.24113475177305,100.0,141,PO
2023-01-15,0,0.0,0.0,0.0,0,PO
2023-01-16,1039,2.0,4.810185185185185,70.0,216,PO
2023-01-17,2122,3.0,10.15311004784689,100.0,209,PO
2023-01-18,1109,2.0,5.158139534883721,50.0,215,PO
2023-01-19,1549,2.0,4.996774193548387,50.0,310,PO
2023-01-20,1473,2.0,5.415441176470588,50.0,272,PO
2023-01-21,848,4.0,5.72972972972973,50.0,148,PO
2023-01-22,0,0.0,0.0,0.0,0,PO
2023-01-23,1395,3.0,7.303664921465969,50.0,191,PO
2023-01-24,1210,2.0,4.600760456273764,50.0,263,PO
2023-01-25,1706,2.0,7.719457013574661,55.0,221,PO
2023-01-26,1981,2.0,6.537953795379538,50.0,303,PO
2023-01-27,1269,2.0,4.631386861313868,50.0,274,PO
2023-01-28,931,3.0,5.259887005649717,50.0,177,PO
2023-01-29,0,0.0,0.0,0.0,0,PO
2023-01-30,795,2.0,4.297297297297297,40.0,185,PO
2023-01-31,1804,2.0,8.469483568075118,250.0,213,PO
2023-02-01,1522,2.0,5.831417624521073,100.0,261,PO
2023-02-02,2056,2.0,5.92507204610951,95.0,347,PO
2023-02-03,1264,2.0,4.328767123287672,50.0,292,PO
2023-02-04,1327,2.0,6.569306930693069,60.0,202,PO
2023-02-05,0,0.0,0.0,0.0,0,PO
2023-02-06,637,1.0,3.1379310344827585,45.0,203,PO
2023-02-07,1736,2.0,6.944,200.0,250,PO
2023-02-08,1297,2.0,5.472573839662447,40.0,237,PO
2023-02-09,2613,2.0,8.268987341772151,80.0,316,PO
2023-02-10,2264,2.0,7.075,120.0,320,PO
2023-02-11,684,4.0,8.240963855421686,120.0,83,PO
2023-02-12,0,0.0,0.0,0.0,0,PO
2023-02-13,2334,2.0,7.386075949367089,500.0,316,PO
2023-02-14,2587,2.0,3.913767019667171,60.0,661,PO
2023-02-15,1361,2.0,7.396739130434782,100.0,184,PO
2023-02-16,2499,2.0,9.76171875,250.0,256,PO
2023-02-17,1208,2.0,5.033333333333333,90.0,240,PO
2023-02-18,536,3.0,6.022471910112359,30.0,89,PO
2023-02-19,0,0.0,0.0,0.0,0,PO
2023-02-20,0,0.0,0.0,0.0,0,PO
2023-02-21,0,0.0,0.0,0.0,0,PO
2023-02-22,2393,3.0,9.168582375478927,105.0,261,PO
2023-02-23,2050,2.0,7.509157509157509,100.0,273,PO
2023-02-24,1432,2.0,4.955017301038063,50.0,289,PO
2023-02-25,641,3.0,4.819548872180451,25.0,133,PO
2023-02-26,0,0.0,0.0,0.0,0,PO
2023-02-27,1374,3.0,6.9393939393939394,50.0,198,PO
2023-02-28,1706,3.0,9.584269662921349,100.0,178,PO
2023-03-01,1061,2.0,4.800904977375565,50.0,221,PO
2023-03-02,2119,2.0,6.663522012578617,150.0,318,PO
2023-03-03,2093,2.0,5.797783933518006,50.0,361,PO
2023-03-04,1215,2.0,5.04149377593361,120.0,241,PO
2023-03-05,0,0.0,0.0,0.0,0,PO
2023-03-06,1298,3.0,5.453781512605042,44.0,238,PO
2023-03-07,1792,2.0,6.332155477031802,45.0,283,PO
2023-03-08,3872,2.0,7.5625,250.0,512,PO
2023-03-09,1417,2.0,5.007067137809187,50.0,283,PO
2023-03-10,1829,2.0,6.328719723183391,100.0,289,PO
2023-03-11,1052,3.0,4.347107438016529,60.0,242,PO
2023-03-12,0,0.0,0.0,0.0,0,PO
2023-03-13,1896,2.0,9.028571428571428,291.0,210,PO
2023-03-14,1401,3.0,5.961702127659574,50.0,235,PO
2023-03-15,1910,2.0,5.218579234972678,50.0,366,PO
2023-03-16,1393,2.0,4.493548387096774,50.0,310,PO
2023-03-17,1911,2.0,7.104089219330855,100.0,269,PO
2023-03-18,1213,5.0,7.093567251461988,60.0,171,PO
2023-03-19,0,0.0,0.0,0.0,0,PO
2023-03-20,1548,2.0,6.672413793103448,100.0,232,PO
2023-03-21,2045,2.0,6.704918032786885,100.0,305,PO
2023-03-22,1334,2.0,5.190661478599222,125.0,257,PO
2023-03-23,1396,2.0,5.38996138996139,40.0,259,PO
2023-03-24,1544,2.0,5.893129770992366,50.0,262,PO
2023-03-25,1220,4.0,5.893719806763285,30.0,207,PO
2023-03-26,0,0.0,0.0,0.0,0,PO
2023-03-27,1576,2.0,5.992395437262357,80.0,263,PO
2023-03-28,1921,2.0,6.787985865724382,54.0,283,PO
2023-03-29,1625,2.0,6.25,60.0,260,PO
2023-03-30,1665,2.0,5.076219512195122,60.0,328,PO
2023-03-31,1184,3.0,4.169014084507042,35.0,284,PO
2023-04-01,870,3.0,4.2439024390243905,15.0,205,PO
2023-04-02,0,0.0,0.0,0.0,0,PO
2023-04-03,1232,2.0,6.96045197740113,80.0,177,PO
2023-04-04,608,2.0,2.776255707762557,25.0,219,PO
2023-04-05,1326,2.0,4.76978417266187,50.0,278,PO
2023-04-06,807,2.0,4.014925373134329,38.0,201,PO
2023-04-07,0,0.0,0.0,0.0,0,PO
2023-04-08,0,0.0,0.0,0.0,0,PO
2023-04-09,0,0.0,0.0,0.0,0,PO
2023-04-10,2596,2.0,11.189655172413794,450.0,232,PO
2023-04-11,1434,2.0,6.345132743362832,65.0,226,PO
2023-04-12,1633,2.0,5.75,100.0,284,PO
2023-04-13,2437,2.0,5.602298850574712,50.0,435,PO
2023-04-14,1456,2.0,5.055555555555555,40.0,288,PO
2023-04-15,877,2.0,4.022935779816514,30.0,218,PO
2023-04-16,0,0.0,0.0,0.0,0,PO
2023-04-17,1698,2.0,7.1344537815126055,150.0,238,PO
2023-04-18,2381,2.0,9.562248995983936,1000.0,249,PO
2023-04-19,1795,1.0,5.866013071895424,50.0,306,PO
2023-04-20,2302,2.0,5.902564102564103,70.0,390,PO
2023-04-21,1502,2.0,5.604477611940299,54.0,268,PO
2023-04-22,840,2.0,4.666666666666667,50.0,180,PO
2023-04-23,0,0.0,0.0,0.0,0,PO
2023-04-24,1479,2.0,5.623574144486692,50.0,263,PO
2023-04-25,1938,2.0,7.021739130434782,100.0,276,PO
2023-04-26,2274,2.0,7.73469387755102,150.0,294,PO
