Date,Energie cumule (kWh),Energie par periode (kWh),Puissance moyenne (kW)
2023-07-30 02:40:00,343727,3,4.5
2023-07-30 03:20:00,343729,2,3
2023-07-30 04:00:00,343732,3,4.5
2023-07-30 04:40:00,343734,2,3
2023-07-30 05:20:00,343736,2,3
2023-07-30 06:00:00,343739,3,4.5
2023-07-30 06:40:00,343741,2,3
2023-07-30 07:20:00,343742,1,1.5
2023-07-30 08:00:00,343744,2,3
2023-07-30 08:40:00,343745,1,1.5
2023-07-30 09:20:00,343747,2,3
2023-07-30 10:00:00,343748,1,1.5
2023-07-30 10:40:00,343750,2,3
2023-07-30 11:20:00,343751,1,1.5
2023-07-30 12:00:00,343752,1,1.5
2023-07-30 12:40:00,343754,2,3
2023-07-30 13:20:00,343755,1,1.5
2023-07-30 14:00:00,343757,2,3
2023-07-30 14:40:00,343758,1,1.5
2023-07-30 15:20:00,343760,2,3
2023-07-30 16:00:00,343761,1,1.5
2023-07-30 16:40:00,343763,2,3
2023-07-30 17:20:00,343765,2,3
2023-07-30 18:00:00,343767,2,3
2023-07-30 18:40:00,343769,2,3
2023-07-30 19:20:00,343770,1,1.5
2023-07-30 20:00:00,343772,2,3
2023-07-30 20:40:00,343775,3,4.5
2023-07-30 21:20:00,343776,1,1.5
2023-07-30 22:00:00,343779,3,4.5
2023-07-30 22:40:00,343781,2,3
2023-07-30 23:20:00,343783,2,3
2023-07-31 00:00:00,343785,2,3
2023-07-31 00:40:00,343790,5,7.5
2023-07-31 01:20:00,343793,3,4.5
2023-07-31 02:00:00,343798,5,7.5
2023-07-31 02:40:00,343800,2,3
2023-07-31 03:20:00,343801,1,1.5
2023-07-31 04:00:00,343803,2,3
2023-07-31 04:40:00,343804,1,1.5
2023-07-31 05:20:00,343806,2,3
2023-07-31 06:00:00,343808,2,3
2023-07-31 06:40:00,343809,1,1.5
2023-07-31 07:20:00,343810,1,1.5
2023-07-31 08:00:00,343813,3,4.5
2023-07-31 08:40:00,343814,1,1.5
2023-07-31 09:20:00,343815,1,1.5
2023-07-31 10:00:00,343817,2,3
2023-07-31 10:40:00,343819,2,3
2023-07-31 11:20:00,343820,1,1.5
2023-07-31 12:00:00,343821,1,1.5
2023-07-31 12:40:00,343823,2,3
2023-07-31 13:20:00,343824,1,1.5
2023-07-31 14:00:00,343826,2,3
2023-07-31 14:40:00,343827,1,1.5
2023-07-31 15:20:00,343828,1,1.5
2023-07-31 16:00:00,343830,2,3
2023-07-31 16:40:00,343832,2,3
2023-07-31 17:20:00,343833,1,1.5
2023-07-31 18:00:00,343835,2,3
2023-07-31 18:40:00,343836,1,1.5
2023-07-31 19:20:00,343838,2,3
2023-07-31 20:00:00,343839,1,1.5
2023-07-31 20:40:00,343841,2,3
2023-07-31 21:20:00,343843,2,3
2023-07-31 22:00:00,343845,2,3
2023-07-31 22:40:00,343847,2,3
2023-07-31 23:20:00,343848,1,1.5
2023-08-01 00:00:00,343850,2,3
2023-08-01 00:40:00,343855,5,7.5
2023-08-01 01:20:00,343859,4,6
2023-08-01 02:00:00,343861,2,3
2023-08-01 02:40:00,343863,2,3
2023-08-01 03:20:00,343864,1,1.5
2023-08-01 04:00:00,343866,2,3
2023-08-01 04:40:00,343868,2,3
2023-08-01 05:20:00,343870,2,3
2023-08-01 06:00:00,343871,1,1.5
2023-08-01 06:40:00,343873,2,3
2023-08-01 07:20:00,343874,1,1.5
2023-08-01 08:00:00,343877,3,4.5
2023-08-01 08:40:00,343878,1,1.5
2023-08-01 09:20:00,343879,1,1.5
2023-08-01 10:00:00,343881,2,3
2023-08-01 10:40:00,343882,1,1.5
2023-08-01 11:20:00,343883,1,1.5
2023-08-01 12:00:00,343885,2,3
2023-08-01 12:40:00,343886,1,1.5
2023-08-01 13:20:00,343888,2,3
2023-08-01 14:00:00,343889,1,1.5
2023-08-01 14:40:00,343891,2,3
2023-08-01 15:20:00,343892,1,1.5
2023-08-01 16:00:00,343894,2,3
2023-08-01 16:40:00,343896,2,3
2023-08-01 17:20:00,343897,1,1.5
2023-08-01 18:00:00,343899,2,3
2023-08-01 18:40:00,343901,2,3
2023-08-01 19:20:00,343902,1,1.5
2023-08-01 20:00:00,343904,2,3
2023-08-01 20:40:00,343907,3,4.5
2023-08-01 21:20:00,343909,2,3
2023-08-01 22:00:00,343912,3,4.5
2023-08-01 22:40:00,343915,3,4.5
2023-08-01 23:20:00,343917,2,3
2023-08-02 00:00:00,343919,2,3
2023-08-02 00:40:00,343925,6,9
2023-08-02 01:20:00,343928,3,4.5
2023-08-02 02:00:00,343931,3,4.5
2023-08-02 02:40:00,343932,1,1.5
2023-08-02 03:20:00,343934,2,3
2023-08-02 04:00:00,343936,2,3
2023-08-02 04:40:00,343938,2,3
2023-08-02 05:20:00,343939,1,1.5
2023-08-02 06:00:00,343941,2,3
2023-08-02 06:40:00,343943,2,3
2023-08-02 07:20:00,343944,1,1.5
2023-08-02 08:00:00,343946,2,3
2023-08-02 08:40:00,343948,2,3
2023-08-02 09:20:00,343949,1,1.5
2023-08-02 10:00:00,343951,2,3
2023-08-02 10:40:00,343953,2,3
2023-08-02 11:20:00,343954,1,1.5
2023-08-02 12:00:00,343956,2,3
2023-08-02 12:40:00,343958,2,3
2023-08-02 13:20:00,343959,1,1.5
2023-08-02 14:00:00,343962,3,4.5
2023-08-02 14:40:00,343964,2,3
2023-08-02 15:20:00,343966,2,3
2023-08-02 16:00:00,343968,2,3
2023-08-02 16:40:00,343970,2,3
2023-08-02 17:20:00,343971,1,1.5
2023-08-02 18:00:00,343974,3,4.5
2023-08-02 18:40:00,343976,2,3
2023-08-02 19:20:00,343977,1,1.5
2023-08-02 20:00:00,343980,3,4.5
2023-08-02 20:40:00,343982,2,3
2023-08-02 21:20:00,343983,1,1.5
2023-08-02 22:00:00,343985,2,3
2023-08-02 22:40:00,343987,2,3
2023-08-02 23:20:00,343988,1,1.5
2023-08-03 00:00:00,343990,2,3
2023-08-03 00:40:00,343995,5,7.5
2023-08-03 01:20:00,343998,3,4.5
2023-08-03 02:00:00,344000,2,3
2023-08-03 02:40:00,344002,2,3
2023-08-03 03:20:00,344003,1,1.5
2023-08-03 04:00:00,344005,2,3
2023-08-03 04:40:00,344007,2,3
2023-08-03 05:20:00,344008,1,1.5
2023-08-03 06:00:00,344010,2,3
2023-08-03 06:40:00,344012,2,3
2023-08-03 07:20:00,344013,1,1.5
2023-08-03 08:00:00,344016,3,4.5
2023-08-03 08:40:00,344017,1,1.5
2023-08-03 09:20:00,344018,1,1.5
2023-08-03 10:00:00,344020,2,3
2023-08-03 10:40:00,344022,2,3
2023-08-03 11:20:00,344023,1,1.5
2023-08-03 12:00:00,344024,1,1.5
2023-08-03 12:40:00,344026,2,3
2023-08-03 13:20:00,344027,1,1.5
2023-08-03 14:00:00,344028,1,1.5
2023-08-03 14:40:00,344030,2,3
2023-08-03 15:20:00,344031,1,1.5
2023-08-03 16:00:00,344033,2,3
2023-08-03 16:40:00,344034,1,1.5
2023-08-03 17:20:00,344035,1,1.5
2023-08-03 18:00:00,344037,2,3
2023-08-03 18:40:00,344039,2,3
2023-08-03 19:20:00,344040,1,1.5
2023-08-03 20:00:00,344041,1,1.5
2023-08-03 20:40:00,344044,3,4.5
2023-08-03 21:20:00,344047,3,4.5
2023-08-03 22:00:00,344050,3,4.5
2023-08-03 22:40:00,344052,2,3
2023-08-03 23:20:00,344053,1,1.5
2023-08-04 00:00:00,344055,2,3
2023-08-04 00:40:00,344060,5,7.5
2023-08-04 01:20:00,344063,3,4.5
2023-08-04 02:00:00,344065,2,3
2023-08-04 02:40:00,344066,1,1.5
2023-08-04 03:20:00,344068,2,3
2023-08-04 04:00:00,344069,1,1.5
2023-08-04 04:40:00,344071,2,3
2023-08-04 05:20:00,344073,2,3
2023-08-04 06:00:00,344075,2,3
2023-08-04 06:40:00,344076,1,1.5
2023-08-04 07:20:00,344078,2,3
2023-08-04 08:00:00,344080,2,3
2023-08-04 08:40:00,344082,2,3
2023-08-04 09:20:00,344083,1,1.5
2023-08-04 10:00:00,344084,1,1.5
2023-08-04 10:40:00,344086,2,3
2023-08-04 11:20:00,344087,1,1.5
2023-08-04 12:00:00,344088,1,1.5
2023-08-04 12:40:00,344090,2,3
2023-08-04 13:20:00,344091,1,1.5
2023-08-04 14:00:00,344093,2,3
2023-08-04 14:40:00,344094,1,1.5
2023-08-04 15:20:00,344095,1,1.5
2023-08-04 16:00:00,344097,2,3
2023-08-04 16:40:00,344099,2,3
2023-08-04 17:20:00,344100,1,1.5
2023-08-04 18:00:00,344102,2,3
2023-08-04 18:40:00,344104,2,3
2023-08-04 19:20:00,344106,2,3
2023-08-04 20:00:00,344108,2,3
2023-08-04 20:40:00,344110,2,3
2023-08-04 21:20:00,344112,2,3
2023-08-04 22:00:00,344115,3,4.5
2023-08-04 22:40:00,344117,2,3
2023-08-04 23:20:00,344118,1,1.5
2023-08-05 00:00:00,344119,1,1.5
2023-08-05 00:40:00,344123,4,6
2023-08-05 01:20:00,344125,2,3
2023-08-05 02:00:00,344127,2,3
2023-08-05 02:40:00,344129,2,3
2023-08-05 03:20:00,344130,1,1.5
2023-08-05 04:00:00,344132,2,3
2023-08-05 04:40:00,344135,3,4.5
2023-08-05 05:20:00,344136,1,1.5
2023-08-05 06:00:00,344137,1,1.5
2023-08-05 06:40:00,344139,2,3
2023-08-05 07:20:00,344140,1,1.5
2023-08-05 08:00:00,344142,2,3
2023-08-05 08:40:00,344144,2,3
2023-08-05 09:20:00,344145,1,1.5
2023-08-05 10:00:00,344146,1,1.5
2023-08-05 10:40:00,344148,2,3
2023-08-05 11:20:00,344149,1,1.5
2023-08-05 12:00:00,344151,2,3
2023-08-05 12:40:00,344152,1,1.5
2023-08-05 13:20:00,344153,1,1.5
2023-08-05 14:00:00,344155,2,3
2023-08-05 14:40:00,344157,2,3
2023-08-05 15:20:00,344158,1,1.5
2023-08-05 16:00:00,344159,1,1.5
2023-08-05 16:40:00,344161,2,3
2023-08-05 17:20:00,344162,1,1.5
2023-08-05 18:00:00,344163,1,1.5
2023-08-05 18:40:00,344165,2,3
2023-08-05 19:20:00,344166,1,1.5
2023-08-05 20:00:00,344168,2,3
2023-08-05 20:40:00,344170,2,3
2023-08-05 21:20:00,344172,2,3
2023-08-05 22:00:00,344174,2,3
2023-08-05 22:40:00,344176,2,3
2023-08-05 23:20:00,344177,1,1.5
2023-08-06 00:00:00,344179,2,3
2023-08-06 00:40:00,344182,3,4.5
2023-08-06 01:20:00,344185,3,4.5
2023-08-06 02:00:00,344187,2,3
2023-08-06 02:40:00,344189,2,3
2023-08-06 03:20:00,344190,1,1.5
2023-08-06 04:00:00,344192,2,3
2023-08-06 04:40:00,344194,2,3
2023-08-06 05:20:00,344195,1,1.5
2023-08-06 06:00:00,344197,2,3
2023-08-06 06:40:00,344199,2,3
2023-08-06 07:20:00,344200,1,1.5
2023-08-06 08:00:00,344201,1,1.5
2023-08-06 08:40:00,344203,2,3
2023-08-06 09:20:00,344204,1,1.5
2023-08-06 10:00:00,344206,2,3
2023-08-06 10:40:00,344207,1,1.5
2023-08-06 11:20:00,344208,1,1.5
2023-08-06 12:00:00,344210,2,3
2023-08-06 12:40:00,344212,2,3
2023-08-06 13:20:00,344213,1,1.5
2023-08-06 14:00:00,344215,2,3
2023-08-06 14:40:00,344216,1,1.5
2023-08-06 15:20:00,344217,1,1.5
2023-08-06 16:00:00,344219,2,3
2023-08-06 16:40:00,344221,2,3
2023-08-06 17:20:00,344222,1,1.5
2023-08-06 18:00:00,344225,3,4.5
2023-08-06 18:40:00,344228,3,4.5
2023-08-06 19:20:00,344229,1,1.5
2023-08-06 20:00:00,344232,3,4.5
2023-08-06 20:40:00,344234,2,3
2023-08-06 21:20:00,344236,2,3
2023-08-06 22:00:00,344238,2,3
2023-08-06 22:40:00,344240,2,3
2023-08-06 23:20:00,344241,1,1.5
2023-08-07 00:00:00,344242,1,1.5
2023-08-07 00:40:00,344248,6,9
2023-08-07 01:20:00,344252,4,6
2023-08-07 02:00:00,344258,6,9
2023-08-07 02:40:00,344262,4,6
2023-08-07 03:20:00,344263,1,1.5
2023-08-07 04:00:00,344265,2,3
2023-08-07 04:40:00,344267,2,3
2023-08-07 05:20:00,344269,2,3
2023-08-07 06:00:00,344270,1,1.5
2023-08-07 06:40:00,344272,2,3
2023-08-07 07:20:00,344273,1,1.5
2023-08-07 08:00:00,344275,2,3
2023-08-07 08:40:00,344277,2,3
2023-08-07 09:20:00,344278,1,1.5
2023-08-07 10:00:00,344280,2,3
2023-08-07 10:40:00,344281,1,1.5
2023-08-07 11:20:00,344282,1,1.5
2023-08-07 12:00:00,344284,2,3
2023-08-07 12:40:00,344285,1,1.5
2023-08-07 13:20:00,344287,2,3
2023-08-07 14:00:00,344288,1,1.5
2023-08-07 14:40:00,344290,2,3
2023-08-07 15:20:00,344291,1,1.5
2023-08-07 16:00:00,344292,1,1.5
2023-08-07 16:40:00,344294,2,3
2023-08-07 17:20:00,344295,1,1.5
2023-08-07 18:00:00,344296,1,1.5
2023-08-07 18:40:00,344298,2,3
2023-08-07 19:20:00,344299,1,1.5
2023-08-07 20:00:00,344301,2,3
2023-08-07 20:40:00,344303,2,3
2023-08-07 21:20:00,344304,1,1.5
2023-08-07 22:00:00,344307,3,4.5
2023-08-07 22:40:00,344309,2,3
2023-08-07 23:20:00,344310,1,1.5
2023-08-08 00:00:00,344311,1,1.5
2023-08-08 00:40:00,344317,6,9
2023-08-08 01:20:00,344319,2,3
2023-08-08 02:00:00,344321,2,3
2023-08-08 02:40:00,344322,1,1.5
2023-08-08 03:20:00,344324,2,3
2023-08-08 04:00:00,344325,1,1.5
2023-08-08 04:40:00,344327,2,3
2023-08-08 05:20:00,344329,2,3
2023-08-08 06:00:00,344331,2,3
2023-08-08 06:40:00,344333,2,3
2023-08-08 07:20:00,344334,1,1.5
2023-08-08 08:00:00,344336,2,3
2023-08-08 08:40:00,344338,2,3
2023-08-08 09:20:00,344339,1,1.5
2023-08-08 10:00:00,344340,1,1.5
2023-08-08 10:40:00,344342,2,3
2023-08-08 11:20:00,344343,1,1.5
2023-08-08 12:00:00,344345,2,3
2023-08-08 12:40:00,344346,1,1.5
2023-08-08 13:20:00,344347,1,1.5
2023-08-08 14:00:00,344349,2,3
2023-08-08 14:40:00,344350,1,1.5
2023-08-08 15:20:00,344351,1,1.5
2023-08-08 16:00:00,344353,2,3
2023-08-08 16:40:00,344355,2,3
2023-08-08 17:20:00,344356,1,1.5
2023-08-08 18:00:00,344358,2,3
2023-08-08 18:40:00,344359,1,1.5
2023-08-08 19:20:00,344361,2,3
2023-08-08 20:00:00,344363,2,3
2023-08-08 20:40:00,344366,3,4.5
2023-08-08 21:20:00,344369,3,4.5
2023-08-08 22:00:00,344372,3,4.5
2023-08-08 22:40:00,344374,2,3
2023-08-08 23:20:00,344375,1,1.5
2023-08-09 00:00:00,344377,2,3
2023-08-09 00:40:00,344382,5,7.5
2023-08-09 01:20:00,344385,3,4.5
2023-08-09 02:00:00,344387,2,3
2023-08-09 02:40:00,344389,2,3
2023-08-09 03:20:00,344390,1,1.5
2023-08-09 04:00:00,344391,1,1.5
2023-08-09 04:40:00,344393,2,3
2023-08-09 05:20:00,344395,2,3
2023-08-09 06:00:00,344396,1,1.5
2023-08-09 06:40:00,344398,2,3
2023-08-09 07:20:00,344399,1,1.5
2023-08-09 08:00:00,344402,3,4.5
2023-08-09 08:40:00,344403,1,1.5
2023-08-09 09:20:00,344404,1,1.5
2023-08-09 10:00:00,344406,2,3
2023-08-09 10:40:00,344408,2,3
2023-08-09 11:20:00,344409,1,1.5
2023-08-09 12:00:00,344410,1,1.5
2023-08-09 12:40:00,344413,3,4.5
2023-08-09 13:20:00,344415,2,3
2023-08-09 14:00:00,344417,2,3
2023-08-09 14:40:00,344419,2,3
2023-08-09 15:20:00,344420,1,1.5
2023-08-09 16:00:00,344421,1,1.5
2023-08-09 16:40:00,344424,3,4.5
2023-08-09 17:20:00,344425,1,1.5
2023-08-09 18:00:00,344426,1,1.5
2023-08-09 18:40:00,344428,2,3
2023-08-09 19:20:00,344430,2,3
2023-08-09 20:00:00,344432,2,3
2023-08-09 20:40:00,344434,2,3
2023-08-09 21:20:00,344436,2,3
2023-08-09 22:00:00,344438,2,3
2023-08-09 22:40:00,344440,2,3
2023-08-09 23:20:00,344442,2,3
2023-08-10 00:00:00,344444,2,3
2023-08-10 00:40:00,344449,5,7.5
2023-08-10 01:20:00,344452,3,4.5
2023-08-10 02:00:00,344454,2,3
2023-08-10 02:40:00,344456,2,3
2023-08-10 03:20:00,344457,1,1.5
2023-08-10 04:00:00,344459,2,3
2023-08-10 04:40:00,344461,2,3
2023-08-10 05:20:00,344463,2,3
2023-08-10 06:00:00,344464,1,1.5
2023-08-10 06:40:00,344466,2,3
2023-08-10 07:20:00,344468,2,3
2023-08-10 08:00:00,344470,2,3
2023-08-10 08:40:00,344472,2,3
2023-08-10 09:20:00,344473,1,1.5
2023-08-10 10:00:00,344474,1,1.5
2023-08-10 10:40:00,344476,2,3
2023-08-10 11:20:00,344477,1,1.5
2023-08-10 12:00:00,344478,1,1.5
2023-08-10 12:40:00,344480,2,3
2023-08-10 13:20:00,344482,2,3
2023-08-10 14:00:00,344483,1,1.5
2023-08-10 14:40:00,344485,2,3
2023-08-10 15:20:00,344486,1,1.5
2023-08-10 16:00:00,344488,2,3
2023-08-10 16:40:00,344490,2,3
2023-08-10 17:20:00,344491,1,1.5
2023-08-10 18:00:00,344493,2,3
2023-08-10 18:40:00,344495,2,3
2023-08-10 19:20:00,344497,2,3
2023-08-10 20:00:00,344499,2,3
2023-08-10 20:40:00,344501,2,3
2023-08-10 21:20:00,344503,2,3
2023-08-10 22:00:00,344506,3,4.5
2023-08-10 22:40:00,344509,3,4.5
2023-08-10 23:20:00,344511,2,3
2023-08-11 00:00:00,344513,2,3
2023-08-11 00:40:00,344519,6,9
2023-08-11 01:20:00,344522,3,4.5
2023-08-11 02:00:00,344524,2,3
2023-08-11 02:40:00,344526,2,3
2023-08-11 03:20:00,344528,2,3
2023-08-11 04:00:00,344529,1,1.5
2023-08-11 04:40:00,344531,2,3
2023-08-11 05:20:00,344533,2,3
2023-08-11 06:00:00,344535,2,3
2023-08-11 06:40:00,344536,1,1.5
2023-08-11 07:20:00,344537,1,1.5
2023-08-11 08:00:00,344540,3,4.5
2023-08-11 08:40:00,344542,2,3
2023-08-11 09:20:00,344543,1,1.5
2023-08-11 10:00:00,344544,1,1.5
2023-08-11 10:40:00,344546,2,3
2023-08-11 11:20:00,344547,1,1.5
2023-08-11 12:00:00,344549,2,3
2023-08-11 12:40:00,344551,2,3
2023-08-11 13:20:00,344552,1,1.5
2023-08-11 14:00:00,344554,2,3
2023-08-11 14:40:00,344556,2,3
2023-08-11 15:20:00,344557,1,1.5
2023-08-11 16:00:00,344559,2,3
2023-08-11 16:40:00,344562,3,4.5
2023-08-11 17:20:00,344563,1,1.5
2023-08-11 18:00:00,344566,3,4.5
2023-08-11 18:40:00,344568,2,3
2023-08-11 19:20:00,344569,1,1.5
2023-08-11 20:00:00,344572,3,4.5
2023-08-11 20:40:00,344575,3,4.5
2023-08-11 21:20:00,344577,2,3
2023-08-11 22:00:00,344580,3,4.5
2023-08-11 22:40:00,344582,2,3
2023-08-11 23:20:00,344583,1,1.5
2023-08-12 00:00:00,344585,2,3
2023-08-12 00:40:00,344589,4,6
2023-08-12 01:20:00,344592,3,4.5
2023-08-12 02:00:00,344594,2,3
2023-08-12 02:40:00,344596,2,3
2023-08-12 03:20:00,344598,2,3
2023-08-12 04:00:00,344599,1,1.5
2023-08-12 04:40:00,344601,2,3
2023-08-12 05:20:00,344603,2,3
2023-08-12 06:00:00,344605,2,3
2023-08-12 06:40:00,344607,2,3
2023-08-12 07:20:00,344608,1,1.5
2023-08-12 08:00:00,344610,2,3
2023-08-12 08:40:00,344612,2,3
2023-08-12 09:20:00,344613,1,1.5
2023-08-12 10:00:00,344615,2,3
2023-08-12 10:40:00,344616,1,1.5
2023-08-12 11:20:00,344618,2,3
2023-08-12 12:00:00,344619,1,1.5
2023-08-12 12:40:00,344621,2,3
2023-08-12 13:20:00,344622,1,1.5
2023-08-12 14:00:00,344624,2,3
2023-08-12 14:40:00,344626,2,3
2023-08-12 15:20:00,344628,2,3
2023-08-12 16:00:00,344630,2,3
2023-08-12 16:40:00,344633,3,4.5
2023-08-12 17:20:00,344635,2,3
2023-08-12 18:00:00,344637,2,3
2023-08-12 18:40:00,344639,2,3
2023-08-12 19:20:00,344641,2,3
2023-08-12 20:00:00,344644,3,4.5
2023-08-12 20:40:00,344646,2,3
2023-08-12 21:20:00,344648,2,3
2023-08-12 22:00:00,344651,3,4.5
2023-08-12 22:40:00,344653,2,3
2023-08-12 23:20:00,344654,1,1.5
2023-08-13 00:00:00,344656,2,3
2023-08-13 00:40:00,344661,5,7.5
2023-08-13 01:20:00,344664,3,4.5
2023-08-13 02:00:00,344667,3,4.5
2023-08-13 02:40:00,344669,2,3
2023-08-13 03:20:00,344670,1,1.5
2023-08-13 04:00:00,344672,2,3
2023-08-13 04:40:00,344674,2,3
2023-08-13 05:20:00,344675,1,1.5
2023-08-13 06:00:00,344677,2,3
2023-08-13 06:40:00,344679,2,3
2023-08-13 07:20:00,344680,1,1.5
2023-08-13 08:00:00,344682,2,3
2023-08-13 08:40:00,344684,2,3
2023-08-13 09:20:00,344686,2,3
2023-08-13 10:00:00,344687,1,1.5
2023-08-13 10:40:00,344690,3,4.5
2023-08-13 11:20:00,344691,1,1.5
2023-08-13 12:00:00,344693,2,3
2023-08-13 12:40:00,344695,2,3
2023-08-13 13:20:00,344697,2,3
2023-08-13 14:00:00,344699,2,3
2023-08-13 14:40:00,344702,3,4.5
2023-08-13 15:20:00,344703,1,1.5
2023-08-13 16:00:00,344706,3,4.5
2023-08-13 16:40:00,344708,2,3
2023-08-13 17:20:00,344710,2,3
2023-08-13 18:00:00,344712,2,3
2023-08-13 18:40:00,344714,2,3
2023-08-13 19:20:00,344716,2,3
2023-08-13 20:00:00,344719,3,4.5
2023-08-13 20:40:00,344722,3,4.5
2023-08-13 21:20:00,344724,2,3
2023-08-13 22:00:00,344727,3,4.5
2023-08-13 22:40:00,344730,3,4.5
2023-08-13 23:20:00,344732,2,3
2023-08-14 00:00:00,344735,3,4.5
2023-08-14 00:40:00,344740,5,7.5
2023-08-14 01:20:00,344745,5,7.5
2023-08-14 02:00:00,344751,6,9
2023-08-14 02:40:00,344754,3,4.5
2023-08-14 03:20:00,344755,1,1.5
2023-08-14 04:00:00,344757,2,3
2023-08-14 04:40:00,344760,3,4.5
2023-08-14 05:20:00,344761,1,1.5
2023-08-14 06:00:00,344763,2,3
2023-08-14 06:40:00,344765,2,3
2023-08-14 07:20:00,344767,2,3
2023-08-14 08:00:00,344770,3,4.5
2023-08-14 08:40:00,344772,2,3
2023-08-14 09:20:00,344773,1,1.5
2023-08-14 10:00:00,344775,2,3
2023-08-14 10:40:00,344777,2,3
2023-08-14 11:20:00,344778,1,1.5
2023-08-14 12:00:00,344781,3,4.5
2023-08-14 12:40:00,344782,1,1.5
2023-08-14 13:20:00,344783,1,1.5
2023-08-14 14:00:00,344786,3,4.5
2023-08-14 14:40:00,344788,2,3
2023-08-14 15:20:00,344789,1,1.5
2023-08-14 16:00:00,344791,2,3
2023-08-14 16:40:00,344793,2,3
2023-08-14 17:20:00,344795,2,3
2023-08-14 18:00:00,344797,2,3
2023-08-14 18:40:00,344799,2,3
2023-08-14 19:20:00,344800,1,1.5
2023-08-14 20:00:00,344804,4,6
2023-08-14 20:40:00,344806,2,3
2023-08-14 21:20:00,344807,1,1.5
2023-08-14 22:00:00,344810,3,4.5
2023-08-14 22:40:00,344812,2,3
2023-08-14 23:20:00,344814,2,3
2023-08-15 00:00:00,344815,1,1.5
2023-08-15 00:40:00,344821,6,9
2023-08-15 01:20:00,344824,3,4.5
2023-08-15 02:00:00,344827,3,4.5
2023-08-15 02:40:00,344829,2,3
2023-08-15 03:20:00,344830,1,1.5
2023-08-15 04:00:00,344832,2,3
2023-08-15 04:40:00,344834,2,3
2023-08-15 05:20:00,344836,2,3
2023-08-15 06:00:00,344838,2,3
2023-08-15 06:40:00,344840,2,3
2023-08-15 07:20:00,344841,1,1.5
2023-08-15 08:00:00,344844,3,4.5
2023-08-15 08:40:00,344846,2,3
2023-08-15 09:20:00,344848,2,3
2023-08-15 10:00:00,344850,2,3
2023-08-15 10:40:00,344853,3,4.5
2023-08-15 11:20:00,344855,2,3
2023-08-15 12:00:00,344858,3,4.5
2023-08-15 12:40:00,344861,3,4.5
2023-08-15 13:20:00,344863,2,3
2023-08-15 14:00:00,344865,2,3
2023-08-15 14:40:00,344867,2,3
2023-08-15 15:20:00,344869,2,3
2023-08-15 16:00:00,344871,2,3
2023-08-15 16:40:00,344874,3,4.5
2023-08-15 17:20:00,344875,1,1.5
2023-08-15 18:00:00,344877,2,3
2023-08-15 18:40:00,344880,3,4.5
2023-08-15 19:20:00,344881,1,1.5
2023-08-15 20:00:00,344884,3,4.5
2023-08-15 20:40:00,344886,2,3
2023-08-15 21:20:00,344888,2,3
2023-08-15 22:00:00,344891,3,4.5
2023-08-15 22:40:00,344894,3,4.5
2023-08-15 23:20:00,344895,1,1.5
2023-08-16 00:00:00,344897,2,3
2023-08-16 00:40:00,344903,6,9
2023-08-16 01:20:00,344907,4,6
2023-08-16 02:00:00,344911,4,6
2023-08-16 02:40:00,344913,2,3
2023-08-16 03:20:00,344914,1,1.5
2023-08-16 04:00:00,344917,3,4.5
2023-08-16 04:40:00,344918,1,1.5
2023-08-16 05:20:00,344920,2,3
2023-08-16 06:00:00,344921,1,1.5
2023-08-16 06:40:00,344923,2,3
2023-08-16 07:20:00,344925,2,3
2023-08-16 08:00:00,344928,3,4.5
2023-08-16 08:40:00,344929,1,1.5
2023-08-16 09:20:00,344931,2,3
2023-08-16 10:00:00,344933,2,3
2023-08-16 10:40:00,344934,1,1.5
2023-08-16 11:20:00,344936,2,3
2023-08-16 12:00:00,344938,2,3
2023-08-16 12:40:00,344940,2,3
2023-08-16 13:20:00,344941,1,1.5
2023-08-16 14:00:00,344943,2,3
2023-08-16 14:40:00,344944,1,1.5
2023-08-16 15:20:00,344946,2,3
2023-08-16 16:00:00,344947,1,1.5
2023-08-16 16:40:00,344949,2,3
2023-08-16 17:20:00,344950,1,1.5
2023-08-16 18:00:00,344952,2,3
2023-08-16 18:40:00,344954,2,3
2023-08-16 19:20:00,344956,2,3
2023-08-16 20:00:00,344959,3,4.5
2023-08-16 20:40:00,344961,2,3
2023-08-16 21:20:00,344963,2,3
2023-08-16 22:00:00,344965,2,3
2023-08-16 22:40:00,344967,2,3
2023-08-16 23:20:00,344968,1,1.5
2023-08-17 00:00:00,344971,3,4.5
2023-08-17 00:40:00,344977,6,9
2023-08-17 01:20:00,344981,4,6
2023-08-17 02:00:00,344983,2,3
2023-08-17 02:40:00,344986,3,4.5
2023-08-17 03:20:00,344987,1,1.5
2023-08-17 04:00:00,344989,2,3
2023-08-17 04:40:00,344992,3,4.5
2023-08-17 05:20:00,344994,2,3
2023-08-17 06:00:00,344996,2,3
2023-08-17 06:40:00,344998,2,3
2023-08-17 07:20:00,344999,1,1.5
2023-08-17 08:00:00,345002,3,4.5
2023-08-17 08:40:00,345004,2,3
2023-08-17 09:20:00,345005,1,1.5
2023-08-17 10:00:00,345007,2,3
2023-08-17 10:40:00,345009,2,3
2023-08-17 11:20:00,345011,2,3
2023-08-17 12:00:00,345013,2,3
2023-08-17 12:40:00,345015,2,3
2023-08-17 13:20:00,345016,1,1.5
2023-08-17 14:00:00,345018,2,3
2023-08-17 14:40:00,345020,2,3
