0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,humidity
3.3670033670033646e-06,1.2906846240179564e-05,2.805836139169471e-05,5.443322109988792e-05,0.00011054994388327714,0.00020763187429854082,0.0004444444444444442,0.0010925925925925957,0.00224803591470258,0.0035695847362514008,0.00345566778900112,0.005094276094276091,0.004905723905723903,0.006183501683501679,0.009660493827160522,0.011284511784511817,0.01273288439955097,0.013968574635241392,0.015290123456790114,0.015791806958473615,0.015340067340067329,0.013660493827160485,0.01821324354657687,0.013090909090909082,0.010816498316498384,0.007233445566778845,0.004324915824915852,0.0022951739618406112,0.0013282828282828367,0.0009029180695847356,0.0006711560044893374,0.0005600448933782263,0.0005319865319865317,0.0006762065095398424,0.0004803591470258134,0.0007985409652076313,0.003861391694725026,0.01697586980920325,0.007744107744107739,0.003854657687991019,0.0058709315375982014,0.007031986531986527,0.0019696969696969685,7.239057239057235e-05,10
4.861448711716092e-06,1.0263058391400637e-05,1.4044185167179819e-05,2.6467887430454275e-05,0.00010263058391400636,0.00018473505104521146,0.00024577324042564686,0.0004321287743747637,0.0010203640684924107,0.0016793604494139253,0.0024804191649111435,0.002921730675741371,0.004559498730621725,0.004000972289742343,0.005031599416626155,0.0065294657808026785,0.010558526440879382,0.010710851833846487,0.013388969913034083,0.01550153945875871,0.021608599362610056,0.01660292767244639,0.0159622967644358,0.017328363852428023,0.018331442769945444,0.010163128612326473,0.00762653270674661,0.004708583157781019,0.003241505968778696,0.0017409387997623293,0.0012553340895586887,0.0008896451142440447,0.0009101712310268461,0.0006044401231567007,0.0005682493383028142,0.0007162534435261708,0.004105223356560255,0.010098849457138227,0.004925727866904337,0.0035331928914816616,0.0061227245719224326,0.0037870685464268354,0.0009717495813752499,8.696591584292119e-05,10
2.308802308802305e-06,1.2121212121212144e-05,6.8109668109668e-05,0.00013852813852813882,0.00023722943722943686,0.0005546897546897558,0.0014493506493506471,0.0025194805194805243,0.002986435786435782,0.0032998556998556946,0.0038516594516594593,0.004350360750360759,0.00618989898989898,0.007406060606060595,0.009019336219336238,0.01055988455988458,0.012965079365079298,0.015137662337662366,0.01710649350649354,0.01763290043290034,0.017914574314574477,0.018469841269841174,0.01773160173160177,0.013864935064935092,0.01043520923520918,0.007564213564213579,0.0043930735930736015,0.0025766233766233632,0.001860317460317477,0.001539971139971132,0.0013131313131313157,0.0011145743145743168,0.0009212121212121164,0.0007722943722943738,0.0007624819624819639,0.001675613275613267,0.005930158730158741,0.00826320346320348,0.004200288600288609,0.004906782106782082,0.005806637806637818,0.0032629148629148693,0.0006176046176046188,4.3867243867243645e-05,10
2.1958717610891498e-06,4.391743522178314e-06,1.646903820816862e-05,2.7448397013614464e-05,7.356170399648652e-05,0.0002772288098375052,0.00048254281949934065,0.0008113746157224435,0.0014300614844093135,0.002276570048309176,0.0030094422485726796,0.004474088713219143,0.003907553798858155,0.004755160298638554,0.005809178743961365,0.006973539745278867,0.010355731225296429,0.010021958717610947,0.011628787878787863,0.01317797540623626,0.013893829600351322,0.015212999560825629,0.019111769872639416,0.01737099253403599,0.01755819060166884,0.014472990777338683,0.011526679841897218,0.009312692138779085,0.0045009881422925155,0.0031927975406236234,0.0025247035573122503,0.00205917874396135,0.0016101229688186192,0.0014597057531840123,0.0009524593763724251,0.0008750548967940262,0.0017221124286341657,0.003430500658761524,0.005025252525252519,0.003093983311374633,0.004798528765920065,0.0038630873956960864,0.0017369345630215173,0.00030961791831357014,10
4.4694734960221685e-07,4.4694734960221685e-07,8.938946992044343e-07,8.938946992044331e-07,1.3408420488066496e-06,3.5755787968177373e-06,2.234736748011086e-06,5.363368195226598e-06,3.128631447215516e-06,9.385894341646548e-06,2.7263788325735284e-05,6.838294448913913e-05,0.00017430946634486443,0.000373647984267454,0.0011513363725753098,0.0025744167337087673,0.0032510950210065228,0.0038173773129525313,0.0038450880486278795,0.0052601233574684865,0.006924108340037538,0.008592115848753034,0.01405247161884333,0.014903459372485868,0.01630642710288731,0.015609189237507768,0.015380352194511518,0.01532224903906323,0.011213462054169978,0.007303119692500238,0.0030803611334584676,0.001619737194958437,0.001116027531956738,0.0009149012246357347,0.0008103155448288209,0.0006619290247608809,0.001015911325645841,0.007736211674264787,0.014764905694109183,0.004537409493161715,0.005210959149012257,0.005220345043353874,0.0016948243496916098,0.00012872083668543873,10
1.046736798032134e-06,2.093473596064268e-06,7.85052598524103e-06,8.373894384257072e-06,1.4654315172449874e-05,4.9719997906526526e-05,9.839325901502058e-05,0.0003066938818234152,0.0005385460825875329,0.0010504003768252465,0.002851311037839542,0.003194117339195057,0.004514575809912593,0.003901188046265776,0.004485267179567694,0.007746375673836807,0.007354372742973797,0.008643429109750318,0.01316219186685511,0.012289736745695244,0.017582561364944824,0.014780446956612793,0.015000261684199545,0.01814151881509387,0.015114879363583964,0.015563929449939848,0.008662270372114951,0.0057471083895954496,0.0038284398388025173,0.0018354529753493527,0.0013377296278850627,0.001289579735175593,0.0008274454388444045,0.0009258386978594193,0.0006013502904694629,0.0007070707070707043,0.005042654524519821,0.010119327994975686,0.005768043125556055,0.003577223007274829,0.0052185063065892205,0.005234730726958685,0.0008018003872926172,5.076673470455866e-05,10
3.206669873336539e-06,8.016674683341348e-06,1.710223932446154e-05,5.825450269894713e-05,7.108118219229328e-05,0.00015285126396237503,0.00035861258083480415,0.0005093260648816186,0.0009630698519587438,0.0018213884880551483,0.004008337341670687,0.0034845812623590395,0.003975736197958419,0.005054246165357276,0.00513280957725402,0.006581689915023225,0.010036342258564512,0.009951899951899981,0.011926139703917439,0.01354230132007905,0.019067393511838015,0.014766180321735923,0.014479183368072204,0.018746192079525468,0.013473892362781292,0.010771738549516288,0.007942921276254582,0.005550211105766678,0.002515632515632523,0.0017144994922772638,0.001479878146544808,0.0008625941959275319,0.0007006573673240361,0.0007733418844529928,0.000573459462348353,0.0010047565603121121,0.005335898669232019,0.015387205387205331,0.004097055208166332,0.0038170060392282478,0.007211266100155011,0.003988562877451752,0.0008166319277430413,7.108118219229353e-05,10
4.69814423302795e-07,2.3490721165139785e-06,4.698144233027957e-06,4.69814423302795e-06,8.45665961945031e-06,1.5973690392295055e-05,2.6309607704956562e-05,2.9128494244773292e-05,3.805496828752639e-05,7.423067888184161e-05,0.00017336152219873187,0.0003509513742071879,0.0007333803147756631,0.0021151045337091893,0.004012684989429172,0.004247122386657267,0.004441625557904624,0.0038247592201080542,0.006810429880197337,0.007940803382663819,0.01042142353770263,0.013350716466995566,0.016001409443269943,0.0172544045102184,0.018949025135071577,0.017373267559314107,0.01286774723984029,0.01249471458773787,0.006584918957011955,0.0030613107822410213,0.001603006812309132,0.0010909090909090933,0.0008151280244303517,0.0006671364810899669,0.000615926708949966,0.0004510218463706819,0.0007517030772844742,0.004949964763918263,0.012329809725158517,0.004488607000234917,0.006492365515621343,0.00630819826168661,0.0008541226215644839,1.9732205778717447e-05,10
9.666038374172345e-07,1.4499057561258517e-06,0.0,4.833019187086172e-07,4.833019187086172e-07,6.766226861920641e-06,2.1265284423179162e-05,3.818085157798076e-05,0.00012565849886424048,0.0002817650186071239,0.0006026774926296458,0.0007433183509738534,0.00167077473297569,0.003516988062442608,0.004021555265574405,0.00391136242810884,0.005121067130636509,0.00644193127446716,0.007537093422260886,0.007073123580300614,0.01010487651635977,0.012788652070948722,0.015002174858634188,0.01292252670243101,0.01665458411869895,0.020344594268039244,0.018644821419941036,0.0123556135517858,0.011297665651732637,0.0057556425499009235,0.002968923686627036,0.0016335604852351264,0.0016267942583732058,0.0011420424339084626,0.0008646271325697164,0.0005611135276207046,0.0007901986370885892,0.004194577352472089,0.005833937460731718,0.002437291576047557,0.004902614663380214,0.005431346962447441,0.0010980619593059784,5.3163211057947905e-05,10
2.7300027300027305e-06,7.0980070980071e-06,1.3650013650013653e-05,3.712803712803714e-05,0.00010647010647010651,0.00017854217854217859,0.0003248703248703239,0.0006284466284466307,0.001319137319137315,0.003445263445263458,0.003521703521703511,0.0035462735462735476,0.003664209664209665,0.003966693966693967,0.006869778869778871,0.006582582582582606,0.0078236418236418,0.009456183456183428,0.011912639912639956,0.01791536991536998,0.015610155610155564,0.01777395577395572,0.01748730548730555,0.016837564837564784,0.02155664755664749,0.012012012012012055,0.007296205296205323,0.004545454545454531,0.0029254709254709164,0.0020212940212940285,0.001223587223587228,0.0009587769587769558,0.0007567567567567544,0.00064755664755665,0.0006977886977886956,0.0007158067158067184,0.003064155064155055,0.009064155064155097,0.0043281463281463145,0.004365274365274382,0.005765765765765748,0.00536936936936939,0.0013644553644553603,0.00012776412776412737,10
